"Country","age","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Zimbabwe",0,45.948,56.618,64.906,71.002,75.059,77.188,76.976,76.151,75.22,74.868,75.826,78.838,83.43,88.935,94.384,99.045,102.44,105.152,107.571,110.264,113.653,117.812,122.553,127.707,133.019,138.256,143.788,149.295,154.441,158.821,162.176,162.482,161.783,160.89,160.985,162.891,167.785,174.387,181.197,186.144,187.785,186.978,183.039,177.347,171.914,168.258,168.639,170.784,173.985,177.103,179.298,181.214,182.387,183.544,185.699,189.582,193.768,199.399,206.151,213.509,220.942,227.236,233.805,239.171,241.506,239.714,231.537,219.663,206.573,195.818,190.023,190.449,195.711,203.923,212.242,218.516,220.802,221.174,220.414,219.775,220.214,221.873,224.436,227.483,230.435,232.856,234.694,236.059,236.977,237.535,237.809,237.917,237.714,237.244,236.563,235.72,234.9,233.957,232.889,231.679,230.322,228.941,227.448,225.958,224.611,223.506,222.828,222.392,222.135,221.96,221.787,221.718,221.643,221.513,221.276,220.897,220.483,219.914,219.201,218.375,217.459,216.629,215.71,214.699,213.588,212.374,211.239,210.016,208.714,207.344,205.92,204.618,203.276,201.92,200.579,199.275,198.164,197.096,196.079,195.119,194.215,193.467,192.76,192.076,191.395,190.693,190.005,189.251,188.4,187.421,186.279
"Marshall Islands",0,0.28048599,0.373464772,0.437000272,0.47625798,0.495886834,0.497953029,0.481423468,0.461278065,0.440099565,0.424086553,0.418404516,0.430285138,0.454046382,0.486588956,0.521714273,0.553223749,0.580600835,0.604878628,0.623990933,0.634838457,0.635871555,0.640520494,0.635871555,0.627606774,0.621924738,0.623990933,0.622441286,0.627606774,0.640520494,0.661182445,0.689592628,0.72730069,0.771723885,0.81666363,0.852305496,0.870901252,0.870901252,0.85488824,0.830093898,0.809431947,0.800134068,0.809431947,0.830093898,0.854371691,0.874000545,0.881748777,0.89311285,0.894145947,0.885881167,0.872450898,0.855404788,0.82492841,0.791869288,0.757777068,0.726267592,0.700440153,0.681327848,0.668930677,0.662732092,0.661182445,0.662732092,0.652401116,0.645685982,0.64207014,0.640003945,0.641037043,0.644136335,0.648785274,0.65498386,0.661698994,0.667381031,0.67202997,0.67616236,0.679261653,0.681327848,0.682360945,0.682360945,0.680811299,0.678745104,0.674612714,0.669447226,0.662732092,0.654467311,0.645685982,0.636388104,0.627606774,0.618825445,0.610560664,0.603328981,0.596097298,0.590415262,0.586282871,0.58266703,0.580600835,0.578018091,0.575951896,0.573369152,0.570269859,0.567687115,0.565104371,0.563554725,0.562521627,0.562005078,0.56148853,0.560455432,0.558389237,0.554773395,0.550641005,0.544958969,0.538760383,0.532045249,0.525330115,0.518098432,0.510866749,0.503118517,0.495370285,0.487622053,0.479873822,0.47212559,0.464893907,0.457145675,0.449913992,0.442682309,0.435967175,0.430285138,0.424603102,0.419954162,0.415821772,0.412205931,0.408590089,0.405490796,0.401874955,0.398775662,0.395159821,0.391543979,0.387928138,0.384312296,0.380179906,0.375530967,0.370882028,0.36571654,0.360034503,0.353835918,0.347637333,0.341438747,0.334723613,0.328525027,0.321809893,0.316127857,0.309929271,0.304763783
"Tuvalu",0,0.121481999,0.122819415,0.125940054,0.129395047,0.132850039,0.135970678,0.138868413,0.141654698,0.144998239,0.149567746,0.155920474,0.161493043,0.168625931,0.17587027,0.18155429,0.184340575,0.185009283,0.183226061,0.179213811,0.173529791,0.166842709,0.160378529,0.152799835,0.146001302,0.141877601,0.141654698,0.146112753,0.154248703,0.164390778,0.173975597,0.181108485,0.185677991,0.188241373,0.188464275,0.186569602,0.182780255,0.174532854,0.164836584,0.155028863,0.147673072,0.144552434,0.147561621,0.154917412,0.164056424,0.171635118,0.17509011,0.171412215,0.163833522,0.154583057,0.146558558,0.142434858,0.143883725,0.148787586,0.15558612,0.162161751,0.166731257,0.167957222,0.167399966,0.165282389,0.162161751,0.158483856,0.15558612,0.152242579,0.148899037,0.146224204,0.144663885,0.141543247,0.139537122,0.138422608,0.138088254,0.138088254,0.138645511,0.139648573,0.140874538,0.142211955,0.14343792,0.14421808,0.144998239,0.145555496,0.146001302,0.146558558,0.147227267,0.147784524,0.14834178,0.148787586,0.149010489,0.14912194,0.148899037,0.148676135,0.14834178,0.147895975,0.147450169,0.147004364,0.146558558,0.146001302,0.145332593,0.144440982,0.143549371,0.142546309,0.141654698,0.140763087,0.139871476,0.139091316,0.138311157,0.1377539,0.137308094,0.137085191,0.136862289,0.136862289,0.136750837,0.136527935,0.13619358,0.135636324,0.135079067,0.134410358,0.13374165,0.133184393,0.132515685,0.131735525,0.130955366,0.129952303,0.12883779,0.127611825,0.126162957,0.124714089,0.123265221,0.121927804,0.120478937,0.11914152,0.117692652,0.116355236,0.115017819,0.113680403,0.112454438,0.111228472,0.110113959,0.108999445,0.107884931,0.106881869,0.105767355,0.104764293,0.10376123,0.102646717,0.101532203,0.10052914,0.099414627,0.098300113,0.097185599,0.096071085,0.09484512,0.093619155
"Kosovo",0,20.12003451,19.13593554,18.38957406,17.67351445,16.89502079,16.02582489,15.11819238,14.19815442,13.38468141,12.82419852,12.64462435,12.93910158,13.58764293,14.40742035,15.13832584,15.59265051,15.6426791,15.41795718,15.04518318,14.71715019,14.57702947,14.65858014,14.91075677,15.26868489,15.634341,15.93329233,16.15476036,16.31928527,16.41507172,16.43398496,16.37460144,16.23346387,16.00487796,15.73744871,15.49808428,15.33274589,15.29817328,15.33762673,15.39212942,15.3774869,15.23248534,14.86743933,14.37752521,13.81297495,13.25615268,12.7749834,12.58849471,12.47338828,12.40505655,12.34160566,12.25273373,12.07621009,11.87995973,11.66764327,11.44495504,11.21657249,10.93429736,10.6522256,10.36893363,10.08360797,9.799502524,9.479807634,9.159706008,8.873160143,8.665317791,8.564447138,8.602883738,8.747071827,8.927052729,9.045006315,9.033210956,8.863805203,8.565057243,8.199807865,7.860589623,7.614920776,7.487612251,7.449989125,7.469715845,7.495746981,7.490459407,7.442667868,7.36803172,7.275499166,7.180729561,7.095111528,7.019051802,6.948889755,6.882184969,6.815073447,6.744708032,6.66824157,6.589741425,6.51124128,6.435181554,6.36359593,6.294247357,6.229576253,6.167548937,6.105318252,6.04044378,5.970891838,5.899509582,5.82772059,5.758372016,5.693090808,5.632893806,5.577170905,5.52429516,5.471419415,5.416916724,5.359973613,5.301810294,5.243646974,5.187313969,5.133828119,5.083596161,5.036618095,4.99187708,4.948559642,4.905445573,4.862941609,4.821454486,4.779560626,4.735836452,4.688858386,4.639033165,4.586767525,4.533078306,4.479592456,4.427326816,4.378315068,4.331337002,4.28618925,4.241448235,4.195893747,4.150949363,4.106208348,4.06187407,4.017539791,3.973205512,3.931311653,3.890231266,3.849760984,3.808883966,3.767193475,3.727536666,3.688083225,3.648426416,3.608362871,3.567892589
"Afghanistan",1,131.916,134.248,135.695,138.443,141.726,145.484,151.403,152.259,156.372,160.862,165.667,172.307,174.172,179.025,184.251,189.838,196.71,199.835,205.471,211.774,218.802,227.348,232.618,239.816,246.508,252.234,259.959,266.411,271.205,272.622,269.949,270.007,262.673,256.272,250.817,248.125,244.875,230.782,229.587,237.694,257.294,276.503,300.518,332.436,360.314,378.529,396.461,415.029,422.702,431.503,445.651,464.933,474.798,493.459,509.353,519.778,531.297,538.619,542.813,547.124,553.409,557.471,557.382,561.353,565.06,567.798,569.813,577.401,581.216,584.783,588.234,594.556,593.878,596.444,598.7,600.611,603.617,603.727,604.916,605.905,606.717,607.838,608.042,608.413,608.518,608.308,608.831,607.284,606.314,605.027,603.419,602.445,599.826,597.577,594.998,592.084,589.767,585.915,582.469,578.937,575.407,572.329,569.269,566.15,562.876,559.369,557.03,552.452,548.68,544.714,540.571,537.206,532.698,528.527,524.225,519.81,516.022,511.624,507.399,503.109,498.764,495.157,490.861,486.842,482.761,478.608,475.283,470.879,466.937,462.962,458.964,455.628,451.636,447.944,444.217,440.448,437.311,433.336,429.737,426.114,422.472,419.327,415.527,412.049,408.567,405.08,402.021,398.359,395.029,391.726,388.458
"Albania",1,19.375,19.946,20.664,21.69,22.831,24.015,25.501,26.169,27.203,28.204,29.174,30.311,30.854,31.563,32.093,32.406,32.742,32.299,32.059,31.879,31.868,31.468,32.581,33.11,33.63,34.059,34.901,34.486,34.641,34.826,35.093,35.303,35.812,36.268,36.9,37.733,38.684,40.211,41.352,41.792,41.225,41.316,39.301,37.337,35.462,34.078,32.34,31.03,30.055,29.089,27.955,26.705,25.593,24.32,23.074,21.91,20.752,19.856,19.003,18.377,18.031,17.807,17.947,18.198,18.441,18.554,19.598,18.144,17.783,17.401,17.059,16.451,16.566,16.333,16.062,15.724,15.365,14.812,14.298,13.791,13.322,12.81,12.51,12.164,11.853,11.572,11.373,11.112,10.93,10.775,10.643,10.627,10.453,10.381,10.31,10.235,10.228,10.062,9.962,9.851,9.728,9.604,9.448,9.291,9.121,8.939,8.748,8.538,8.328,8.122,7.923,7.728,7.566,7.401,7.243,7.089,6.99,6.811,6.681,6.556,6.437,6.371,6.239,6.146,6.054,5.961,5.913,5.792,5.705,5.615,5.52,5.454,5.331,5.232,5.128,5.017,4.926,4.783,4.662,4.539,4.415,4.307,4.179,4.064,3.948,3.831,3.747,3.608,3.499,3.393,3.292
"Algeria",1,150.371,155.903,176.789,186.908,195.386,202.266,217.415,207.241,209.844,212.972,217.227,218.163,231.127,239.549,248.122,256.243,267.554,266.363,271.471,277.066,283.507,290.364,299.287,308.273,317.744,327.471,339.605,344.853,353.858,362.926,371.93,382.778,385.974,392.554,398.383,403.213,407.505,408.364,409.162,408.624,406.67,403.376,399.885,394.162,385.883,374.678,363.571,343.557,326.467,311.2,299.582,283.164,289.379,290.528,296.878,308.64,325.354,349.239,374.796,400.02,422.629,457.923,454.136,466.113,476.831,487.133,490.987,508.616,516.657,520.375,518.451,514.876,496.54,480.008,463.521,449.422,425.586,432.366,427.11,422.876,418.83,419.987,411.074,408.307,406.856,407.053,410.755,412.963,417.785,423.234,428.891,437.14,440.847,446.574,451.715,456.031,460.8,462.47,464.165,464.758,464.23,462.137,460.699,457.446,453.436,448.844,442.637,439.136,433.847,428.606,423.605,418.41,415.568,412.143,409.11,406.45,405.34,403.124,402.096,401.463,401.184,402.359,402.401,403.362,404.326,405.13,406.918,406.859,407.354,407.436,407.002,406.625,405.362,403.841,401.879,399.507,396.581,394.607,391.735,388.647,385.378,382.056,379.694,376.791,373.862,370.941,368.772,366.65,364.752,363.105,361.774
"Angola",1,78.468,81.337,81.636,84.987,88.719,92.357,97.85,97.449,99.243,100.491,101.37,99.396,104.219,105.002,105.288,104.964,109.549,100.923,99.361,99.84,103.44,100.749,118.853,129.49,139.781,148.24,162.607,155.602,157.833,160.48,164.532,166.883,178.033,186.256,194.865,203.403,213.589,219.218,227.077,234.735,242.15,251.067,255.926,262.834,269.947,277.408,285.633,292.519,301.047,310.462,320.878,333.062,343.062,355.821,369.785,384.919,402.872,416.458,433.444,450.481,467.108,486.418,498.242,513.107,527.084,540.054,553.467,563.083,573.926,585.333,597.905,608.664,627.647,643.928,660.735,677.723,697.558,711.269,728.39,745.683,763.139,782.255,798.529,816.349,834.041,851.496,869.813,885.671,902.53,919.44,936.512,953.829,971.794,989.462,1006.839,1023.738,1042.123,1056.364,1072.2,1087.961,1103.805,1120.118,1136.818,1153.399,1169.93,1186.333,1204.145,1219.598,1236.054,1252.414,1268.676,1286.298,1302.16,1318.594,1334.57,1349.954,1366.861,1380.104,1394.464,1408.627,1422.75,1437.348,1452.735,1467.434,1481.635,1495.146,1510.422,1521.701,1534.048,1545.808,1557.038,1569.238,1579.809,1590.624,1601.429,1612.411,1623.965,1637.189,1649.473,1661.187,1672.016,1685.351,1692.525,1701.525,1709.843,1717.566,1725.818,1733.514,1740.461,1746.465,1751.251
"Armenia",1,17.5,22.388,19.657,21.66,23.862,26.078,27.924,30.134,31.805,33.225,34.396,35.278,35.92,36.158,35.94,35.24,34.186,32.153,30.278,28.724,27.804,25.809,28.59,29.674,30.794,31.683,33.759,32.686,32.988,33.367,33.953,34.532,36.002,37.126,38.208,39.155,40.59,40.996,41.437,41.089,39.758,38.791,35.967,33.124,30.301,27.858,24.47,23.245,21.583,20.373,19.617,18.697,19.368,19.815,20.366,20.851,22.136,21.468,21.679,21.92,22.247,22.955,22.591,22.79,22.905,22.883,22.565,22.451,22.055,21.587,21.077,20.307,19.95,19.351,18.76,18.195,17.6,17.184,16.747,16.363,16.036,15.854,15.57,15.43,15.349,15.324,15.459,15.443,15.56,15.687,15.808,16.051,16.016,16.089,16.127,16.122,16.113,15.974,15.837,15.667,15.472,15.194,15.018,14.766,14.508,14.25,13.969,13.754,13.521,13.306,13.112,12.969,12.808,12.692,12.597,12.522,12.531,12.436,12.416,12.405,12.398,12.455,12.397,12.394,12.381,12.354,12.351,12.252,12.179,12.09,11.987,11.872,11.737,11.597,11.45,11.298,11.141,10.993,10.842,10.695,10.553,10.44,10.307,10.196,10.092,9.994,9.95,9.836,9.766,9.702,9.643
"Azerbaijan",1,41.046,49.201,46.971,51.232,55.511,59.496,63.575,65.972,68.841,71.774,75.012,77.269,82.535,85.971,88.375,89.295,91.251,85.937,82.809,79.555,76.758,71.765,73.632,72.738,72.13,71.662,72.006,70.866,70.914,71.449,72.572,74.698,76.764,79.505,82.532,85.708,90.285,92.666,95.852,98.22,99.443,101.494,97.947,95.77,92.868,89.473,84.46,81.532,77.413,73.851,71.202,67.018,68.586,68.58,69.094,69.899,72.692,71.71,73.134,75.239,78.151,82.275,86.853,91.456,94.962,96.68,100.275,93.893,90.477,86.67,83.122,76.067,77.786,75.531,73.515,71.675,69.726,68.709,67.629,66.852,66.382,67.137,66.455,66.815,67.217,67.553,68.727,68.047,68.121,68.032,67.762,67.372,66.779,66.04,65.209,64.333,62.986,62.599,61.711,60.855,60.053,59.179,58.719,58.147,57.618,57.119,56.873,56.247,55.861,55.508,55.185,55.002,54.678,54.455,54.239,54.024,53.863,53.631,53.421,53.195,52.949,52.703,52.417,52.118,51.794,51.446,51.057,50.668,50.26,49.857,49.468,49.017,48.723,48.379,48.051,47.737,47.45,47.149,46.878,46.616,46.357,46.156,45.881,45.652,45.429,45.212,45.03,44.856,44.689,44.525,44.363
"Bangladesh",1,664.513,685.272,668.319,680.075,699.298,726.176,749.079,794.464,834.372,875.208,914.499,969.804,976.327,1005.851,1037.37,1072.458,1107.58,1153.96,1194.835,1227.028,1246.373,1271.227,1256.386,1252.433,1255.86,1273.575,1298.892,1333.893,1379.599,1426.34,1468.482,1524.895,1522.156,1544.316,1564.459,1583.587,1602.278,1612.889,1625.346,1635.381,1642.509,1652.151,1647.132,1647.126,1648.037,1651.141,1654.686,1660.837,1667.311,1672.727,1675.634,1687.701,1677.555,1673.895,1664.762,1649.258,1641.5,1608.897,1583.306,1559.555,1540.748,1514.001,1515.325,1508.704,1503.572,1498.159,1502.263,1484.117,1476.651,1468.419,1459.238,1453.282,1437.923,1425.508,1411.72,1396.523,1381.159,1362.645,1344.241,1325.748,1307.697,1288.218,1274.911,1259.178,1243.532,1227.748,1215.198,1197.234,1182.122,1167.357,1153.09,1141.413,1127.807,1115.845,1104.265,1092.994,1084.289,1073.186,1063.447,1053.38,1042.753,1034.754,1021.165,1009.735,998.225,986.841,975.842,966.157,956.027,945.961,935.896,927.378,917.302,908.119,898.97,889.824,882.636,873.011,864.705,856.494,848.391,841.891,834.028,826.998,819.888,812.573,807.1,798.73,791.664,784.57,777.468,771.623,765.065,758.89,752.517,745.814,740.9,733.203,726.667,720.072,713.458,708.096,702.154,696.592,690.922,685.021,680.902,674.361,668.867,663.232,657.466
"Belarus",1,73.709,84.289,76.772,79.879,83.66,87.883,90.611,95.408,98.401,100.379,101.016,101.438,97.087,93.492,89.483,85.533,78.988,77.555,74.068,71.535,70.241,68.069,72.372,74.711,76.83,78.113,82.459,77.191,75.981,75.102,75.051,74.238,77.968,80.07,82.002,83.371,85.684,84.443,83.948,82.368,79.563,76.743,70.561,64.945,59.587,55.085,47.85,49.331,47.69,46.572,45.758,46.538,45.191,45.44,46.053,47.031,49.359,49.616,51.24,52.979,54.752,57.123,58.065,59.466,60.272,60.266,60.673,57.411,55.187,53.197,51.9,46.362,52.213,52.985,53.495,53.338,54.977,50.559,48.555,46.642,45.14,43.049,43.677,43.476,43.476,43.572,44.004,44.01,44.38,44.841,45.382,46.299,46.647,47.299,47.889,48.373,48.908,48.945,49.047,49.029,48.895,48.47,48.276,47.814,47.276,46.681,45.82,45.357,44.664,43.987,43.348,42.642,42.235,41.769,41.375,41.058,40.869,40.689,40.622,40.624,40.685,40.91,40.982,41.188,41.401,41.6,41.886,41.932,42.056,42.138,42.172,42.133,42.087,41.972,41.803,41.579,41.238,40.997,40.649,40.279,39.901,39.448,39.233,38.905,38.58,38.261,38.004,37.754,37.535,37.357,37.233
"Belize",1,1.179,1.293,1.555,1.67,1.754,1.816,1.91,1.852,1.866,1.878,1.891,1.96,1.902,1.92,1.945,1.978,1.985,2.081,2.139,2.197,2.249,2.313,2.382,2.437,2.479,2.505,2.548,2.48,2.464,2.472,2.515,2.535,2.7,2.826,2.944,3.037,3.175,3.11,3.12,3.12,3.118,3.094,3.129,3.145,3.192,3.278,3.445,3.478,3.613,3.728,3.804,3.841,3.873,3.862,3.842,3.825,3.768,3.808,3.803,3.802,3.809,3.754,3.858,3.89,3.92,3.944,4.008,3.974,3.983,3.994,4.01,4.022,4.072,4.104,4.129,4.142,4.162,4.13,4.11,4.085,4.06,4.015,4.023,4.004,3.984,3.962,3.938,3.921,3.899,3.876,3.854,3.836,3.818,3.799,3.781,3.762,3.746,3.729,3.713,3.696,3.679,3.663,3.651,3.636,3.62,3.603,3.587,3.57,3.551,3.532,3.513,3.492,3.481,3.464,3.447,3.428,3.411,3.394,3.376,3.357,3.339,3.32,3.309,3.294,3.279,3.263,3.249,3.238,3.225,3.211,3.197,3.185,3.177,3.166,3.155,3.143,3.132,3.125,3.115,3.105,3.093,3.082,3.073,3.062,3.05,3.037,3.023,3.015,3.004,2.991,2.978
"Benin",1,29.543,29.39,33.117,34.488,35.686,36.736,39.285,37.815,38.465,39.233,40.174,41.024,42.394,43.791,45.298,46.852,48.793,49.502,50.938,52.424,53.953,55.857,56.672,58.179,59.84,61.686,63.773,65.477,67.642,69.919,72.264,75.062,76.536,78.848,81.279,83.839,86.658,88.581,91.223,94.131,97.337,100.762,103.468,106.851,110.195,113.363,117.16,119.382,122.264,125.206,128.292,131.676,134.311,137.552,140.922,144.4,148.341,151.954,155.867,159.804,163.716,168.288,170.891,174.484,178.05,181.587,185.362,188.14,191.461,194.875,198.417,202.104,205.741,209.572,213.456,217.348,221.841,224.905,228.71,232.515,236.31,240.559,243.765,247.48,251.167,254.813,258.825,261.953,265.465,268.916,272.294,276.053,278.855,282.058,285.222,288.356,291.842,294.634,297.742,300.812,303.836,307.316,309.871,312.839,315.787,318.718,322.092,324.764,327.727,330.574,333.266,336.51,338.373,340.744,343.059,345.359,347.911,350.288,352.678,354.937,357.016,359.638,360.948,362.681,364.276,365.752,367.552,368.743,370.104,371.433,372.76,374.369,375.862,377.358,378.732,379.928,381.732,382.126,382.98,383.692,384.278,385.131,385.512,385.935,386.209,386.327,386.71,386.503,386.392,386.176,385.892
"Bhutan",1,3.429,3.531,3.192,3.169,3.204,3.294,3.275,3.604,3.788,3.973,4.143,4.432,4.355,4.452,4.565,4.711,4.85,5.057,5.267,5.487,5.707,5.956,6.061,6.243,6.43,6.625,6.843,7.011,7.209,7.397,7.568,7.797,7.886,8.03,8.196,8.399,8.626,8.907,9.153,9.294,9.281,9.363,9.077,8.834,8.609,8.462,8.257,8.043,7.935,7.854,7.779,7.616,7.523,7.406,7.287,7.161,7.085,7.013,6.929,6.839,6.745,6.682,6.477,6.353,6.269,6.241,6.158,6.374,6.487,6.576,6.609,6.765,6.475,6.345,6.206,6.079,5.866,5.895,5.815,5.732,5.641,5.549,5.441,5.335,5.23,5.128,5.04,4.946,4.863,4.787,4.718,4.661,4.615,4.574,4.537,4.501,4.487,4.442,4.412,4.381,4.346,4.321,4.276,4.235,4.19,4.14,4.087,4.038,3.982,3.923,3.862,3.798,3.749,3.692,3.634,3.577,3.524,3.473,3.423,3.374,3.327,3.287,3.248,3.212,3.178,3.144,3.119,3.087,3.06,3.033,3.004,2.981,2.95,2.922,2.892,2.859,2.828,2.793,2.758,2.721,2.683,2.643,2.611,2.575,2.537,2.498,2.462,2.426,2.39,2.355,2.321
"Bolivia, Plurinational State of",1,52.935,54.009,54.274,55.184,56.218,57.357,58.811,59.154,60.24,61.444,62.761,64.602,65.175,66.565,68.032,69.549,71.693,72.095,73.511,75.046,76.711,78.899,79.904,81.681,83.515,85.362,87.768,88.618,90.27,91.845,93.297,95.445,95.411,96.459,97.682,99.18,100.88,102.688,104.729,106.738,108.576,111.284,111.049,112.139,113.209,114.319,115.63,116.56,117.705,118.823,119.881,121.165,121.62,122.367,122.925,123.242,123.962,122.895,122.519,122.201,122.058,121.53,122.468,122.832,123.094,123.134,123.665,122.297,121.735,121.329,121.225,120.932,122.153,122.9,123.595,124.091,125.304,124.355,124.248,124.053,123.824,123.54,123.4,123.137,122.854,122.558,122.214,122.062,121.785,121.451,121.038,120.849,120.058,119.488,118.909,118.345,117.837,117.442,117.002,116.533,116.011,115.7,114.931,114.347,113.78,113.254,112.797,112.523,112.18,111.789,111.311,111.077,110.223,109.577,108.9,108.214,107.533,107.015,106.4,105.761,105.087,104.508,103.815,103.146,102.459,101.756,101.159,100.479,99.832,99.192,98.559,98.02,97.513,96.998,96.456,95.871,95.449,94.735,94.125,93.508,92.894,92.324,91.888,91.385,90.858,90.292,89.85,89.229,88.64,88.015,87.36
"Bosnia and Herzegovina",1,43.876,50.382,43.147,43.516,43.882,44.147,42.541,44.459,44.486,44.656,45.103,45.048,46.84,47.755,48.301,48.255,49.353,46.286,44.776,43.406,42.478,40.564,42.319,42.659,42.897,42.796,43.431,41.118,40.006,39.019,38.348,37.205,38.003,38.101,38.209,38.197,38.767,38.27,37.941,37.005,35.334,33.586,31.506,29.001,26.9,25.609,23.76,24.195,24.347,24.409,23.997,23.938,21.002,19.141,17.576,16.619,14.805,16.945,17.686,18.334,18.598,20.406,18.166,17.519,16.787,16.108,14.15,14.716,14.104,13.591,13.19,12.776,12.614,12.478,12.372,12.254,12.423,11.958,11.803,11.668,11.566,11.483,11.476,11.459,11.446,11.426,11.412,11.365,11.319,11.264,11.201,11.122,11.059,10.969,10.862,10.734,10.59,10.419,10.24,10.057,9.875,9.659,9.522,9.357,9.208,9.076,8.946,8.88,8.81,8.751,8.698,8.696,8.614,8.58,8.551,8.527,8.523,8.505,8.495,8.482,8.459,8.446,8.401,8.359,8.307,8.247,8.177,8.117,8.042,7.961,7.873,7.778,7.698,7.607,7.515,7.423,7.336,7.269,7.197,7.13,7.068,7.022,6.981,6.948,6.92,6.894,6.889,6.859,6.842,6.818,6.785
"Burkina Faso",1,74.364,75.528,74.769,75.494,76.608,78.102,80.208,81.006,82.807,84.671,86.473,89.55,88.915,90.239,91.819,93.767,96.219,97.915,100.472,103.111,105.697,109.37,109.532,111.671,114.203,117.271,120.952,124.335,128.563,133.054,137.66,143.864,145.114,149.122,153.195,157.295,162.05,164.145,167.853,171.877,176.292,181.133,185.139,190.207,195.638,201.365,208.614,212.31,218.331,224.632,231.171,239.066,243.13,249.619,256.483,263.716,272.499,277.573,284.951,292.285,299.383,307.894,311.515,317.464,323.461,329.617,335.373,342.176,348.701,355.349,362.071,369.576,375.095,381.81,388.708,395.813,403.754,410.331,417.823,425.326,432.748,441.156,447.029,454.037,460.92,467.661,474.909,480.738,487.041,493.14,499.013,505.292,510.221,515.537,520.719,525.801,531.209,536.094,541.052,545.765,550.169,555.326,558.353,562.154,565.961,569.891,574.06,578.793,583.31,587.716,591.901,597.131,600.067,603.791,607.207,610.288,614.003,616.039,618.484,620.779,622.999,625.307,628.092,630.422,632.427,634.007,636.415,636.506,637.259,637.867,638.443,639.163,640.47,641.358,642.03,642.403,643.575,642.958,642.86,642.59,642.199,642.194,641.871,641.487,640.902,640.084,639.787,638.424,637.247,635.877,634.367
"Burundi",1,39.073,40.454,46.097,48.259,49.844,50.968,54.171,51.408,51.69,52.091,52.727,52.487,54.926,56.448,58.174,60.011,62.419,63.15,64.777,66.096,66.97,68.181,68.004,68.342,69.135,70.691,72.511,74.249,77.06,80.315,83.821,88.909,90.496,94.128,97.824,101.531,105.227,107.995,111.012,113.609,115.602,119.219,118.982,119.914,120.2,119.887,119.011,117.445,116.291,116.218,117.761,118.637,122.46,126.894,132.129,137.765,145.001,148.729,154.658,160.662,166.615,174.013,178.467,184.111,189.39,194.235,198.945,201.639,204.881,208.059,211.335,213.378,218.544,222.228,225.89,229.457,233.372,236.087,239.378,242.747,246.254,250.014,253.75,257.691,261.722,265.808,270.301,274.12,278.332,282.547,286.741,291.262,295.091,299.187,303.195,307.095,311.151,314.715,318.325,321.767,325.023,328.376,331.218,334.069,336.807,339.465,342.124,344.972,347.589,350.078,352.415,355.059,357.021,359.157,361.246,363.325,365.577,367.923,370.189,372.419,374.596,377.122,379.202,381.366,383.345,385.09,387.219,388.201,389.465,390.635,391.774,392.813,394.481,395.726,396.826,397.73,398.955,399.392,399.947,400.328,400.547,400.931,401.046,401.081,400.982,400.759,400.668,400.508,400.282,400.031,399.801
"Cabo Verde",1,2.083,2.449,3.849,4.287,4.485,4.488,4.954,4.086,3.872,3.71,3.655,3.362,3.872,4.13,4.409,4.653,5.037,4.927,5.006,5.016,4.955,4.823,4.903,4.811,4.742,4.728,4.729,4.781,4.884,5.026,5.198,5.427,5.476,5.653,5.826,5.98,6.174,6.214,6.308,6.405,6.512,6.589,6.577,6.606,6.596,6.531,6.464,6.239,6.047,5.872,5.741,5.45,5.651,5.653,5.657,5.643,5.766,5.463,5.367,5.293,5.258,5.281,5.358,5.44,5.506,5.534,5.621,5.446,5.361,5.272,5.194,5.072,5.086,5.043,4.998,4.947,4.929,4.818,4.751,4.687,4.631,4.598,4.545,4.511,4.48,4.45,4.45,4.392,4.364,4.337,4.309,4.299,4.259,4.233,4.206,4.177,4.158,4.119,4.087,4.054,4.02,3.991,3.957,3.924,3.89,3.856,3.83,3.792,3.76,3.726,3.692,3.668,3.628,3.596,3.565,3.536,3.513,3.488,3.466,3.444,3.42,3.409,3.37,3.343,3.317,3.292,3.27,3.246,3.225,3.203,3.181,3.165,3.133,3.109,3.085,3.061,3.042,3.015,2.992,2.969,2.946,2.93,2.903,2.881,2.86,2.838,2.825,2.8,2.781,2.762,2.743
