"Country","age","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Jamaica",0,19.894,20.867,21.838,22.843,23.887,24.95,26.429,27.853,29.15,30.244,31.072,31.471,31.624,31.616,31.572,31.591,31.59,31.644,31.704,31.693,31.552,31.187,30.729,30.228,29.747,29.334,28.937,28.581,28.385,28.501,29.017,30.009,31.387,32.819,33.849,34.159,33.731,32.623,31.181,29.895,29.124,28.867,29.1,29.637,30.203,30.583,30.67,30.608,30.355,29.877,29.17,28.245,27.103,25.893,24.817,24.027,23.53,23.307,23.326,23.518,23.813,24.212,24.715,25.198,25.508,25.542,25.217,24.615,23.863,23.149,22.614,22.339,22.241,22.243,22.229,22.111,21.873,21.543,21.156,20.766,20.41,20.107,19.835,19.585,19.343,19.097,18.855,18.614,18.377,18.148,17.929,17.729,17.54,17.358,17.183,17.012,16.854,16.7,16.544,16.378,16.197,16.005,15.798,15.58,15.355,15.129,14.906,14.682,14.46,14.241,14.026,13.821,13.623,13.43,13.237,13.042,12.85,12.657,12.466,12.277,12.092,11.916,11.745,11.577,11.412,11.25,11.094,10.942,10.791,10.64,10.484,10.324,10.163,10,9.835,9.67,9.505,9.341,9.179,9.014,8.847,8.678,8.51,8.342,8.176,8.01,7.851,7.697,7.548,7.403,7.262
"Jordan",0,10.737,11.095,11.375,11.795,12.482,13.5,14.914,16.563,18.339,20.081,21.629,23.177,24.513,25.862,27.533,29.724,31.373,33.499,35.804,37.921,39.611,42.098,44.224,45.876,46.951,47.406,46.988,46.04,45.01,44.511,44.99,46.343,48.716,51.636,54.405,56.5,57.547,57.927,58.148,58.965,60.919,63.658,67.419,71.516,74.948,76.985,79.153,80.032,80.06,79.895,80.068,80.375,81.037,82.316,84.484,87.676,90.168,93.597,97.665,101.988,106.22,109.673,112.985,115.478,116.378,115.298,114.368,111.358,107.333,103.725,101.519,102.632,105.085,108.106,110.544,111.586,110.035,107.265,103.904,100.895,98.957,97.963,98.023,98.76,99.611,100.147,100.093,99.757,99.177,98.445,97.637,96.837,95.924,94.925,93.876,92.808,91.819,90.826,89.862,88.967,88.166,87.551,87.032,86.595,86.215,85.87,85.617,85.394,85.171,84.917,84.607,84.281,83.893,83.451,82.966,82.451,81.964,81.445,80.9,80.334,79.75,79.209,78.657,78.085,77.481,76.838,76.204,75.539,74.858,74.18,73.519,72.937,72.379,71.846,71.34,70.86,70.466,70.1,69.755,69.421,69.088,68.81,68.526,68.228,67.905,67.546,67.204,66.814,66.358,65.819,65.176
"Kenya",0,131.689,135.361,139.573,143.962,148.377,152.782,156.648,160.748,165.216,170.235,175.983,182.183,189.155,196.72,204.602,212.592,219.816,227.229,235.116,243.86,253.72,264.286,275.989,288.413,301.005,313.355,324.279,334.983,345.845,357.429,370.093,383.595,397.997,412.567,426.345,438.598,449.028,458.418,466.285,472.128,475.864,476.15,474.42,473.62,477.684,489.212,512.852,543.484,576.797,606.842,629.319,639.84,643.24,642.901,643.898,650.036,662.868,680.611,699.991,716.429,726.612,727.169,722.364,714.331,706.284,700.838,698.769,699.076,702.366,709.094,719.296,734.033,752.123,771.347,788.656,801.841,809.268,812.589,813.365,814.056,816.532,822.238,829.623,837.587,844.529,849.286,851.906,852.525,851.87,850.994,850.681,851.867,853.564,855.5,857.214,858.361,859.357,859.841,860.038,860.269,860.749,862.196,863.857,865.438,866.539,866.871,866.862,866.089,864.74,863.11,861.414,860.377,859.269,857.901,856,853.382,850.518,846.986,842.997,838.848,834.757,831.355,828.026,824.701,821.255,817.592,814.192,810.62,806.884,802.994,798.968,795.248,791.398,787.484,783.594,779.785,776.53,773.364,770.185,766.855,763.27,759.751,755.987,752.031,747.939,743.755,739.803,735.808,731.731,727.505,723.037
"Kiribati",0,0.679,0.65,0.644,0.654,0.676,0.705,0.74,0.776,0.811,0.844,0.871,0.888,0.898,0.901,0.899,0.89,0.874,0.854,0.832,0.81,0.791,0.773,0.757,0.749,0.755,0.779,0.827,0.892,0.964,1.026,1.07,1.082,1.075,1.062,1.057,1.072,1.109,1.165,1.228,1.28,1.307,1.311,1.291,1.258,1.229,1.212,1.214,1.232,1.252,1.255,1.229,1.153,1.048,0.944,0.886,0.903,1.025,1.218,1.439,1.626,1.739,1.756,1.703,1.607,1.512,1.452,1.441,1.463,1.505,1.55,1.582,1.594,1.596,1.591,1.583,1.576,1.569,1.563,1.557,1.551,1.548,1.548,1.549,1.554,1.562,1.573,1.589,1.608,1.63,1.651,1.673,1.694,1.713,1.731,1.747,1.758,1.766,1.77,1.771,1.77,1.769,1.767,1.765,1.762,1.758,1.753,1.749,1.744,1.739,1.733,1.726,1.719,1.711,1.704,1.699,1.697,1.701,1.707,1.716,1.724,1.731,1.736,1.739,1.741,1.742,1.743,1.746,1.749,1.751,1.75,1.746,1.739,1.729,1.716,1.703,1.691,1.681,1.672,1.663,1.653,1.642,1.629,1.615,1.601,1.588,1.576,1.567,1.56,1.556,1.554,1.554
"Kyrgyzstan",0,22.561,24.719,27.197,29.629,31.776,33.504,34.627,35.489,36.226,37.043,38.147,39.511,41.164,42.808,44.043,44.6,44.274,43.296,42.083,41.222,41.132,42.405,44.424,46.775,48.869,50.296,50.8,50.674,50.34,50.385,51.217,53.037,55.543,58.409,61.179,63.496,65.318,66.74,67.585,67.665,66.904,65.493,63.307,60.769,58.438,56.705,55.361,54.71,54.447,54.128,53.48,52.584,51.416,50.475,50.397,51.589,54.023,57.56,61.89,66.579,71.258,75.811,80.36,84.264,86.732,87.262,85.143,81.184,76.316,71.919,69.037,68.448,69.373,71.21,73.011,74.068,74.114,73.484,72.517,71.719,71.459,71.896,72.803,74.003,75.242,76.322,77.218,77.973,78.577,79.043,79.386,79.633,79.744,79.733,79.627,79.448,79.253,78.996,78.685,78.325,77.924,77.527,77.101,76.662,76.228,75.811,75.459,75.129,74.834,74.583,74.381,74.272,74.211,74.179,74.154,74.115,74.084,74.036,73.96,73.844,73.68,73.476,73.222,72.926,72.6,72.253,71.898,71.527,71.135,70.719,70.277,69.824,69.352,68.869,68.391,67.926,67.514,67.119,66.739,66.364,65.99,65.653,65.32,64.991,64.668,64.352,64.082,63.819,63.557,63.289,63.005
"Lao People's Democratic Republic",0,30.056,32.26,33.995,35.298,36.205,36.753,36.816,36.798,36.807,36.982,37.461,38.298,39.503,40.956,42.479,43.928,45.087,46.174,47.271,48.496,49.921,51.507,53.312,55.109,56.599,57.592,58.541,59.066,59.445,60.06,61.191,62.188,63.683,65.642,67.988,70.632,73.287,76.168,79.094,81.835,84.199,86.299,88.048,89.212,89.533,88.88,87.132,84.547,81.578,78.868,76.913,76.02,75.864,76.378,77.389,78.709,80.035,81.694,83.35,84.565,85.052,84.218,82.666,80.826,79.33,78.635,79.106,80.36,81.943,83.203,83.674,83.1,81.786,80.052,78.38,77.127,76.481,76.229,76.215,76.192,75.977,75.533,74.924,74.215,73.512,72.889,72.405,71.987,71.599,71.186,70.709,70.195,69.626,69.009,68.363,67.702,67.075,66.434,65.78,65.114,64.435,63.791,63.14,62.488,61.845,61.218,60.651,60.101,59.56,59.013,58.452,57.909,57.353,56.789,56.229,55.678,55.173,54.679,54.187,53.69,53.18,52.678,52.167,51.648,51.126,50.604,50.096,49.59,49.09,48.599,48.119,47.658,47.212,46.774,46.335,45.891,45.442,44.99,44.537,44.086,43.64,43.203,42.774,42.351,41.934,41.519,41.109,40.706,40.314,39.936,39.575
"Lesotho",0,12.983,13.324,13.63,13.923,14.216,14.518,14.802,15.11,15.433,15.762,16.088,16.339,16.605,16.9,17.247,17.659,18.071,18.557,19.099,19.672,20.256,20.797,21.351,21.931,22.556,23.238,23.761,24.339,24.941,25.527,26.071,26.658,27.213,27.698,28.071,28.31,28.373,28.315,28.218,28.187,28.291,28.095,28.03,28.032,28.025,27.96,28.371,28.716,28.973,29.122,29.157,29.345,29.429,29.42,29.323,29.142,28.498,27.81,27.164,26.683,26.46,26.212,26.237,26.456,26.748,27.01,27.111,27.204,27.242,27.182,27.008,26.595,26.078,25.54,25.097,24.829,24.733,24.815,24.999,25.173,25.257,25.182,25.025,24.827,24.65,24.539,24.486,24.494,24.537,24.58,24.592,24.545,24.474,24.383,24.281,24.175,24.051,23.924,23.797,23.67,23.545,23.415,23.291,23.171,23.05,22.925,22.788,22.648,22.508,22.367,22.225,22.073,21.924,21.774,21.616,21.449,21.259,21.061,20.864,20.678,20.51,20.353,20.215,20.089,19.963,19.828,19.671,19.509,19.34,19.164,18.981,18.777,18.567,18.36,18.168,17.999,17.848,17.721,17.606,17.484,17.342,17.163,16.967,16.762,16.559,16.366,16.178,16.01,15.859,15.718,15.58
"Liberia",0,15.041,17.193,18.857,20.126,21.053,21.669,21.752,21.751,21.733,21.782,21.995,22.348,22.946,23.711,24.533,25.324,25.872,26.421,27.009,27.686,28.489,29.262,30.17,31.181,32.255,33.359,34.241,35.114,36.057,37.181,38.531,40.12,41.92,43.548,44.52,44.546,44.588,43.86,42.607,41.159,39.801,37.762,35.877,34.746,35.093,37.394,39.517,43.597,48.555,52.903,55.612,58.156,59.077,59.091,59.215,60.118,61.14,62.85,64.902,66.822,68.298,69.772,70.878,71.737,72.523,73.355,74.311,75.288,76.322,77.447,78.681,80.031,81.502,83.019,84.483,85.821,86.966,87.996,88.948,89.88,90.842,91.861,92.909,93.965,95.001,95.993,96.957,97.88,98.769,99.631,100.469,101.318,102.147,102.942,103.689,104.377,105.035,105.639,106.21,106.779,107.365,108.033,108.72,109.403,110.046,110.626,111.177,111.666,112.107,112.523,112.93,113.397,113.856,114.283,114.648,114.929,115.173,115.334,115.44,115.532,115.635,115.838,116.055,116.249,116.372,116.389,116.345,116.199,115.992,115.784,115.619,115.595,115.613,115.633,115.593,115.453,115.254,114.957,114.599,114.239,113.916,113.704,113.52,113.331,113.1,112.796,112.446,111.996,111.45,110.825,110.149
"Madagascar",0,72.93,81.971,88.952,94.116,97.649,99.709,99.694,99.302,98.916,99.03,100.168,102.495,106.104,110.573,115.264,119.678,123.059,126.258,129.425,132.79,136.524,140.138,144.123,148.422,152.969,157.697,162.168,166.911,171.741,176.428,180.82,184.176,187.379,190.67,194.402,198.858,203.898,209.694,216.164,223.153,230.506,237.408,244.648,252.25,260.255,268.642,276.761,285.311,293.755,301.435,307.917,312.278,315.614,318.506,321.818,326.204,332.067,339.038,346.638,354.153,361.053,366.737,371.87,377.008,382.925,390.154,398.962,408.975,419.59,429.961,439.449,447.58,454.871,461.552,468.019,474.585,481.474,488.458,495.379,502.022,508.242,514.119,519.616,524.944,530.384,536.134,542.544,549.249,556.08,562.783,569.167,575.327,581.17,586.836,592.539,598.421,604.845,611.416,617.941,624.157,629.872,635.294,640.232,644.763,649.018,653.103,657.412,661.546,665.523,669.353,673.042,676.993,680.809,684.472,687.951,691.221,694.665,697.89,700.899,703.699,706.291,709.093,711.688,714.031,716.062,717.745,719.481,720.878,721.997,722.923,723.717,724.85,725.846,726.683,727.319,727.718,728.314,728.69,728.783,728.513,727.827,727.138,726.093,724.752,723.186,721.459,720.105,718.739,717.4,716.123,714.938
"Malawi",0,63.496,61.03,59.873,59.859,60.891,62.876,65.445,68.506,71.828,75.142,78.171,80.108,81.721,83.199,84.842,86.885,88.997,91.562,94.45,97.486,100.533,103.021,105.61,108.391,111.503,115.035,118.472,122.496,126.803,130.984,134.804,137.283,139.288,141.945,146.739,154.552,162.789,174.018,185.629,194.103,197.174,199.492,196.795,191.816,188.225,188.505,190.856,197.001,205.529,214.383,222.059,227.721,232.374,236.718,241.778,248.222,255.607,264.251,273.021,280.411,285.382,286.029,284.645,282.259,280.423,280.381,282.638,286.582,292.104,298.883,306.548,314.961,324.185,333.559,342.208,349.499,354.734,358.645,361.648,364.441,367.583,371.436,375.638,380.036,384.386,388.497,392.478,396.246,399.863,403.404,406.915,410.576,414.194,417.699,420.993,424.012,426.857,429.428,431.862,434.351,437.024,440.215,443.581,446.908,449.902,452.351,454.359,455.826,456.945,458,459.193,460.915,462.758,464.543,466.017,466.995,467.66,467.853,467.7,467.39,467.063,467.073,467.064,466.99,466.777,466.366,466.029,465.51,464.836,464.046,463.167,462.487,461.719,460.84,459.816,458.622,457.523,456.27,454.871,453.341,451.695,450.202,448.618,446.948,445.2,443.38,441.758,440.11,438.455,436.821,435.236
"Mali",0,81.441,89.697,95.84,100.208,103.017,104.414,103.457,102.16,100.87,100.027,100.099,100.912,102.98,105.908,109.113,112.139,113.727,115.301,116.998,119.034,121.556,123.407,125.847,128.687,131.699,134.718,136.855,139.118,141.591,144.417,147.677,150.562,154.041,157.742,161.191,164.082,166.424,168.4,170.533,173.543,177.931,181.478,186.556,192.655,199.067,205.289,210.065,214.84,220.009,226.142,233.621,241.238,250.118,259.957,270.337,280.868,290.561,300.525,310.154,318.751,325.896,331.441,335.766,339.564,343.842,349.349,355.571,363.054,371.49,380.376,389.291,397.564,405.913,414.365,422.976,431.765,440.252,448.926,457.598,466.054,474.145,481.404,488.353,495.1,501.834,508.682,515.586,522.637,529.587,536.101,541.943,546.825,551.113,555.042,558.959,563.117,567.646,572.429,577.317,582.085,586.554,590.695,594.596,598.232,601.591,604.674,607.535,610.151,612.596,614.984,617.393,620.034,622.705,625.314,627.734,629.861,631.901,633.694,635.151,636.17,636.699,636.928,636.682,636.212,635.865,635.874,636.789,638.061,639.363,640.236,640.343,639.917,638.776,637.1,635.171,633.212,631.713,630.192,628.651,627.073,625.438,624.151,622.802,621.386,619.895,618.304,616.926,615.355,613.511,611.282,608.529
"Mauritania",0,12.594,13.263,13.874,14.464,15.045,15.625,16.113,16.625,17.149,17.672,18.187,18.613,19.054,19.52,20.028,20.588,21.151,21.774,22.439,23.116,23.785,24.38,24.979,25.588,26.22,26.884,27.522,28.2,28.915,29.663,30.438,31.183,31.96,32.763,33.582,34.407,35.275,36.165,37.039,37.852,38.577,39.163,39.685,40.21,40.831,41.619,42.544,43.641,44.861,46.127,47.377,48.403,49.435,50.499,51.638,52.884,54.123,55.461,56.899,58.441,60.078,61.739,63.494,65.246,66.868,68.27,69.341,70.212,70.973,71.762,72.685,73.832,75.11,76.468,77.829,79.127,80.362,81.546,82.693,83.825,84.959,86.106,87.255,88.416,89.603,90.822,92.114,93.443,94.782,96.093,97.35,98.571,99.74,100.873,101.994,103.122,104.315,105.513,106.697,107.836,108.91,109.963,110.958,111.903,112.814,113.705,114.641,115.561,116.464,117.347,118.21,119.115,120.001,120.874,121.744,122.615,123.561,124.51,125.433,126.289,127.05,127.757,128.372,128.938,129.518,130.154,130.949,131.799,132.651,133.429,134.078,134.642,135.084,135.439,135.759,136.085,136.504,136.925,137.343,137.748,138.131,138.561,138.958,139.318,139.635,139.9,140.168,140.354,140.437,140.386,140.167
"Micronesia, Federated States of",0,0.543,0.723,0.846,0.922,0.96,0.964,0.932,0.893,0.852,0.821,0.81,0.833,0.879,0.942,1.01,1.071,1.124,1.171,1.208,1.229,1.231,1.24,1.231,1.215,1.204,1.208,1.205,1.215,1.24,1.28,1.335,1.408,1.494,1.581,1.65,1.686,1.686,1.655,1.607,1.567,1.549,1.567,1.607,1.654,1.692,1.707,1.729,1.731,1.715,1.689,1.656,1.597,1.533,1.467,1.406,1.356,1.319,1.295,1.283,1.28,1.283,1.263,1.25,1.243,1.239,1.241,1.247,1.256,1.268,1.281,1.292,1.301,1.309,1.315,1.319,1.321,1.321,1.318,1.314,1.306,1.296,1.283,1.267,1.25,1.232,1.215,1.198,1.182,1.168,1.154,1.143,1.135,1.128,1.124,1.119,1.115,1.11,1.104,1.099,1.094,1.091,1.089,1.088,1.087,1.085,1.081,1.074,1.066,1.055,1.043,1.03,1.017,1.003,0.989,0.974,0.959,0.944,0.929,0.914,0.9,0.885,0.871,0.857,0.844,0.833,0.822,0.813,0.805,0.798,0.791,0.785,0.778,0.772,0.765,0.758,0.751,0.744,0.736,0.727,0.718,0.708,0.697,0.685,0.673,0.661,0.648,0.636,0.623,0.612,0.6,0.59
"Mongolia",0,10.579,11.545,12.745,13.896,14.824,15.442,15.641,15.689,15.76,16.075,16.842,18.183,19.966,21.877,23.496,24.53,24.63,24.202,23.536,23.059,23.095,23.847,25.091,26.561,27.877,28.762,28.968,28.79,28.438,28.215,28.351,28.896,29.727,30.772,31.918,33.048,34.12,35.202,35.989,36.092,35.275,33.536,30.961,28.003,25.31,23.363,22.378,22.171,22.488,22.923,23.179,23.061,22.792,22.595,22.79,23.591,25.07,27.068,29.377,31.707,33.831,35.629,37.212,38.469,39.289,39.616,39.397,38.708,37.697,36.589,35.562,34.76,34.058,33.487,33.056,32.758,32.657,32.702,32.847,33.016,33.15,33.224,33.26,33.285,33.345,33.472,33.694,33.975,34.293,34.614,34.916,35.211,35.481,35.723,35.941,36.135,36.329,36.494,36.609,36.647,36.593,36.454,36.228,35.94,35.626,35.314,35.034,34.763,34.508,34.27,34.053,33.873,33.717,33.591,33.498,33.438,33.422,33.439,33.476,33.516,33.547,33.566,33.573,33.57,33.564,33.558,33.557,33.553,33.541,33.513,33.463,33.397,33.312,33.205,33.076,32.924,32.764,32.584,32.391,32.196,32.005,31.847,31.697,31.552,31.406,31.259,31.134,31.006,30.876,30.748,30.626
"Morocco",0,167.32,191.819,212.728,229.639,242.302,250.582,252.955,253.536,253.41,254.132,257.368,265.847,277.231,289.716,300.758,308.474,310.92,310.604,308.597,306.476,305.528,305.447,306.686,309.315,313.306,318.543,323.492,329.605,336.658,344.339,352.259,359.803,367.714,374.435,378.052,377.386,370.741,360.058,347.803,337.518,331.742,332.816,338.462,345.864,350.959,350.882,343.803,331.936,318.205,306.853,300.98,302.544,309.454,319.367,328.839,335.368,336.758,335.228,332.679,331.907,334.811,341.828,352.368,363.523,371.316,373.028,366.725,354.643,339.819,326.669,318.41,316.804,319.934,325.722,331.013,333.484,332.332,328.596,323.296,318.007,313.91,311.535,310.195,309.593,309.24,308.762,308.324,307.834,307.269,306.629,305.909,305.281,304.523,303.598,302.472,301.126,299.69,298.037,296.201,294.233,292.172,290.168,288.099,285.96,283.741,281.439,279.182,276.868,274.552,272.303,270.164,268.351,266.663,265.051,263.445,261.789,260.294,258.761,257.189,255.586,253.956,252.538,251.1,249.627,248.103,246.514,245.086,243.618,242.092,240.482,238.766,237.148,235.46,233.712,231.924,230.107,228.488,226.884,225.277,223.639,221.94,220.442,218.925,217.372,215.769,214.106,212.689,211.241,209.742,208.163,206.465
"Mozambique",0,115.212,115.261,116.346,118.09,120.264,122.739,124.698,127.013,129.751,133.017,136.896,140.725,145.156,149.916,154.664,159.156,162.563,165.834,169.114,172.634,176.574,180.198,184.259,188.83,193.995,199.756,204.841,210.429,216.242,221.931,227.186,233.445,239.628,244.722,247.462,247.205,246.345,242.898,239.496,239.547,245.35,249.658,259.8,273.484,287.563,299.794,311.016,320.378,328.878,337.977,348.596,359.975,372.696,385.731,397.731,407.786,415.224,421.107,426.253,431.89,438.953,447.483,457.449,468.517,480.146,491.876,502.338,512.956,523.736,534.717,545.921,557.129,568.518,579.924,591.154,602.066,612.419,622.488,632.287,641.875,651.306,660.57,669.683,678.68,687.611,696.5,705.502,714.471,723.263,731.683,739.593,747.066,754.055,760.692,767.172,773.638,780.484,787.334,794.076,800.548,806.635,812.644,818.277,823.669,829.007,834.418,840.458,846.547,852.487,858.008,862.914,867.614,871.719,875.327,878.593,881.643,885.067,888.255,891.242,894.064,896.735,899.916,902.958,905.697,907.908,909.442,910.774,911.438,911.652,911.731,911.899,912.917,914.038,915.062,915.691,915.72,915.588,914.857,913.797,912.784,912.072,912.307,912.732,913.096,913.117,912.542,911.65,909.863,907.146,903.528,899.11
"Myanmar",0,288.052,319.468,342.374,358.623,369.474,375.817,375.812,374.915,374.041,374.345,377.1,382.713,391.691,403.337,416.463,429.976,442.533,455.623,468.406,479.852,489.289,494.785,498.445,501.22,504.554,509.516,515.984,523.866,532.667,541.635,550.045,557.516,564.581,569.968,572.092,569.975,562.335,551.004,537.731,525.077,515.081,509.631,506.798,506.747,509.358,514.282,521.323,530.408,540.166,548.766,554.79,558.488,559.777,558.045,552.765,543.838,530.87,514.713,497.463,481.966,470.306,461.795,457.197,455.812,456.395,457.875,460.502,464.061,467.679,470.259,471.041,468.211,463.487,457.802,452.595,448.937,447.566,447.675,448.554,449.158,448.705,447.294,444.896,441.669,437.896,433.817,429.751,425.351,420.819,416.409,412.302,408.936,405.937,403.164,400.395,397.469,394.543,391.491,388.432,385.541,382.939,380.854,379.034,377.404,375.851,374.285,372.832,371.362,369.81,368.104,366.196,364.156,361.908,359.513,357.061,354.623,352.326,350.051,347.78,345.478,343.12,340.781,338.414,336.024,333.617,331.204,328.813,326.429,324.108,321.919,319.912,318.119,316.516,315.041,313.606,312.148,310.583,308.994,307.405,305.859,304.384,302.905,301.487,300.092,298.682,297.221,295.597,293.904,292.145,290.335,288.501
"Namibia",0,9.071,9.343,9.623,9.898,10.162,10.41,10.584,10.764,10.958,11.18,11.443,11.718,12.045,12.411,12.793,13.179,13.512,13.842,14.216,14.699,15.327,16.136,17.083,18.042,18.846,19.376,19.726,19.836,19.809,19.791,19.902,20.087,20.391,20.841,21.456,22.234,22.892,23.704,24.559,25.313,25.861,26.34,26.61,26.717,26.735,26.724,26.825,26.921,26.964,26.888,26.66,26.225,25.655,25.155,24.995,25.355,26.345,27.821,29.534,31.127,32.337,33.019,33.34,33.395,33.351,33.342,33.352,33.395,33.466,33.551,33.639,33.735,33.847,33.974,34.105,34.232,34.339,34.44,34.546,34.67,34.821,35,35.204,35.423,35.641,35.845,36.036,36.214,36.382,36.546,36.711,36.893,37.072,37.242,37.394,37.523,37.647,37.747,37.816,37.846,37.831,37.795,37.717,37.611,37.491,37.37,37.279,37.188,37.105,37.037,36.987,36.987,37.008,37.03,37.028,36.984,36.906,36.788,36.648,36.516,36.413,36.369,36.352,36.346,36.333,36.295,36.246,36.175,36.08,35.958,35.809,35.647,35.459,35.258,35.061,34.88,34.739,34.616,34.502,34.386,34.258,34.129,33.988,33.84,33.692,33.546,33.419,33.295,33.168,33.03,32.87
"Nepal",0,134.833,159.337,176.685,187.879,193.682,194.667,189.956,183.752,177.205,171.813,169.16,170.454,175.337,182.61,190.433,197.38,201.847,205.712,209.265,212.978,217.229,220.944,225.208,230.028,235.436,241.433,247.564,254.356,261.509,268.635,275.441,281.436,287.251,292.891,298.417,303.909,309.354,314.744,320.46,327.028,334.738,340.257,346.679,353.392,359.594,364.615,372.283,378.801,383.038,383.688,379.995,370.709,357.343,341.961,327.489,316.106,310.32,307.729,306.869,305.471,301.942,301.269,298.688,295.46,293.383,293.763,287.256,283.178,281.266,281.251,282.894,283.342,285.584,287.914,288.151,284.824,279.505,270.602,259.715,249.161,240.618,235.692,232.715,230.896,228.972,226.02,221.781,216.668,211.182,206.07,201.868,198.837,196.634,194.977,193.439,191.697,189.737,187.589,185.253,182.765,180.158,177.514,174.733,171.833,168.842,165.792,162.789,159.745,156.735,153.85,151.153,148.784,146.612,144.582,142.605,140.614,138.693,136.76,134.823,132.902,131.009,129.258,127.527,125.815,124.117,122.432,120.875,119.335,117.791,116.217,114.596,112.996,111.355,109.696,108.051,106.441,104.912,103.43,101.98,100.536,99.079,97.614,96.154,94.706,93.276,91.865,90.494,89.168,87.872,86.586,85.286
"Nicaragua",0,22.924,28.73,33.018,36.114,38.215,39.416,39.416,39.129,38.681,38.267,38.126,38.489,39.316,40.488,41.802,43.096,44.237,45.378,46.601,48.008,49.66,51.524,53.601,55.771,57.873,59.789,61.39,62.798,64.081,65.352,66.687,68.352,70.087,71.676,72.838,73.387,73.197,72.441,71.427,70.583,70.215,70.358,70.976,71.77,72.313,72.297,71.595,70.39,68.941,67.623,66.716,66.435,66.535,66.917,67.413,67.887,68.244,68.582,68.879,69.12,69.293,69.299,69.226,69.069,68.832,68.525,68.114,67.643,67.121,66.557,65.963,65.316,64.647,64,63.429,62.968,62.598,62.337,62.143,61.958,61.733,61.477,61.182,60.855,60.514,60.171,59.858,59.537,59.209,58.875,58.536,58.232,57.922,57.595,57.235,56.834,56.422,55.971,55.49,54.991,54.485,54.01,53.53,53.052,52.586,52.137,51.75,51.384,51.024,50.654,50.261,49.88,49.478,49.062,48.646,48.24,47.895,47.559,47.227,46.888,46.533,46.207,45.87,45.519,45.157,44.782,44.441,44.093,43.736,43.37,42.992,42.651,42.304,41.953,41.596,41.235,40.921,40.609,40.294,39.967,39.621,39.308,38.986,38.655,38.319,37.979,37.697,37.423,37.158,36.9,36.644
"Niger",0,48.77,59.017,66.794,72.485,76.34,78.499,78.413,77.909,77.352,77.251,78.179,80.313,83.781,88.081,92.487,96.428,98.989,101.257,103.379,105.584,108.07,110.168,112.616,115.504,118.95,123.018,126.903,131.487,136.563,141.812,146.947,151.253,155.711,160.187,164.604,168.981,171.647,174.599,178.165,182.77,188.689,194.056,200.937,209.063,218.071,227.649,236.286,245.719,255.691,265.92,276.203,284.895,293.955,303.449,313.549,324.387,334.983,346.535,358.879,371.844,385.287,397.914,411.197,424.956,439.004,453.216,466.847,480.765,495.078,509.971,525.58,541.669,558.493,575.914,593.729,611.758,629.418,647.327,665.448,683.762,702.246,720.479,738.917,757.432,775.893,794.199,811.99,829.677,847.25,864.735,882.144,899.318,916.448,933.45,950.223,966.689,982.72,998.475,1013.985,1029.31,1044.482,1059.614,1074.628,1089.381,1103.692,1117.434,1130.703,1143.44,1155.795,1167.989,1180.174,1192.836,1205.484,1217.914,1229.849,1241.078,1252.004,1262.253,1271.884,1281.008,1289.71,1298.688,1307.267,1315.397,1323.015,1330.078,1337.325,1344.056,1350.344,1356.287,1361.956,1368.183,1374.105,1379.723,1385.031,1389.997,1395.562,1400.809,1405.439,1409.069,1411.451,1413.413,1414.303,1414.388,1413.978,1413.369,1413.855,1414.617,1415.789,1417.473,1419.734
