"dose","param","type","country","value"
"DTP3","Scale","High","Sierra Leone","28.72756527"
"DTP3","Scale","Source","Sierra Leone","2013_DHS6"
"DTP3","Shape","Mid","Sierra Leone","4.018893369"
"DTP3","Shape","Low","Sierra Leone","4.018893369"
"DTP3","Shape","High","Sierra Leone","4.018893369"
"DTP3","Shape","Source","Sierra Leone","2013_DHS6"
"DTP1","Shift","Mid","Solomon Islands","0"
"DTP1","Shift","Low","Solomon Islands","0"
"DTP1","Shift","High","Solomon Islands","0"
"DTP1","Shift","Source","Solomon Islands","0"
"DTP1","Scale","Mid","Solomon Islands","8.915699005"
"DTP1","Scale","Low","Solomon Islands","6.675888094"
"DTP1","Scale","High","Solomon Islands","12.03062654"
"DTP1","Scale","Source","Solomon Islands","6 week schedule (n=44)"
"DTP1","Shape","Mid","Solomon Islands","3.929122806"
"DTP1","Shape","Low","Solomon Islands","3.929122806"
"DTP1","Shape","High","Solomon Islands","3.929122806"
"DTP1","Shape","Source","Solomon Islands","6 week schedule (n=44)"
"DTP2","Shift","Mid","Solomon Islands","0"
"DTP2","Shift","Low","Solomon Islands","0"
"DTP2","Shift","High","Solomon Islands","0"
"DTP2","Shift","Source","Solomon Islands","WHO schedules database"
"DTP2","Scale","Mid","Solomon Islands","14.72185898"
"DTP2","Scale","Low","Solomon Islands","11.43321977"
"DTP2","Scale","High","Solomon Islands","19.15936966"
"DTP2","Scale","Source","Solomon Islands","10 week schedule (n=43)"
"DTP2","Shape","Mid","Solomon Islands","4.356033206"
"DTP2","Shape","Low","Solomon Islands","4.356033206"
"DTP2","Shape","High","Solomon Islands","4.356033206"
"DTP2","Shape","Source","Solomon Islands","10 week schedule (n=43)"
"DTP3","Shift","Mid","Solomon Islands","0"
"DTP3","Shift","Low","Solomon Islands","0"
"DTP3","Shift","High","Solomon Islands","0"
"DTP3","Shift","Source","Solomon Islands","WHO schedules database"
"DTP3","Scale","Mid","Solomon Islands","21.05024433"
"DTP3","Scale","Low","Solomon Islands","16.38976474"
"DTP3","Scale","High","Solomon Islands","27.00385604"
"DTP3","Scale","Source","Solomon Islands","14 week schedule (n=43)"
"DTP3","Shape","Mid","Solomon Islands","4.481489509"
"DTP3","Shape","Low","Solomon Islands","4.481489509"
"DTP3","Shape","High","Solomon Islands","4.481489509"
"DTP3","Shape","Source","Solomon Islands","14 week schedule (n=43)"
"DTP1","Shift","Mid","Somalia","0"
"DTP1","Shift","Low","Somalia","0"
"DTP1","Shift","High","Somalia","0"
"DTP1","Shift","Source","Somalia","0"
"DTP1","Scale","Mid","Somalia","8.915699005"
"DTP1","Scale","Low","Somalia","6.675888094"
"DTP1","Scale","High","Somalia","12.03062654"
"DTP1","Scale","Source","Somalia","6 week schedule (n=44)"
"DTP1","Shape","Mid","Somalia","3.929122806"
"DTP1","Shape","Low","Somalia","3.929122806"
"DTP1","Shape","High","Somalia","3.929122806"
"DTP1","Shape","Source","Somalia","6 week schedule (n=44)"
"DTP2","Shift","Mid","Somalia","0"
"DTP2","Shift","Low","Somalia","0"
"DTP2","Shift","High","Somalia","0"
"DTP2","Shift","Source","Somalia","WHO schedules database"
"DTP2","Scale","Mid","Somalia","14.72185898"
"DTP2","Scale","Low","Somalia","11.43321977"
"DTP2","Scale","High","Somalia","19.15936966"
"DTP2","Scale","Source","Somalia","10 week schedule (n=43)"
"DTP2","Shape","Mid","Somalia","4.356033206"
"DTP2","Shape","Low","Somalia","4.356033206"
"DTP2","Shape","High","Somalia","4.356033206"
"DTP2","Shape","Source","Somalia","10 week schedule (n=43)"
"DTP3","Shift","Mid","Somalia","0"
"DTP3","Shift","Low","Somalia","0"
"DTP3","Shift","High","Somalia","0"
"DTP3","Shift","Source","Somalia","WHO schedules database"
"DTP3","Scale","Mid","Somalia","21.05024433"
"DTP3","Scale","Low","Somalia","16.38976474"
"DTP3","Scale","High","Somalia","27.00385604"
"DTP3","Scale","Source","Somalia","14 week schedule (n=43)"
"DTP3","Shape","Mid","Somalia","4.481489509"
"DTP3","Shape","Low","Somalia","4.481489509"
"DTP3","Shape","High","Somalia","4.481489509"
"DTP3","Shape","Source","Somalia","14 week schedule (n=43)"
"DTP1","Shift","Mid","South Africa","0"
"DTP1","Shift","Low","South Africa","0"
"DTP1","Shift","High","South Africa","0"
"DTP1","Shift","Source","South Africa","0"
"DTP1","Scale","Mid","South Africa","8.915699005"
"DTP1","Scale","Low","South Africa","6.675888094"
"DTP1","Scale","High","South Africa","12.03062654"
"DTP1","Scale","Source","South Africa","6 week schedule (n=44)"
"DTP1","Shape","Mid","South Africa","3.929122806"
"DTP1","Shape","Low","South Africa","3.929122806"
"DTP1","Shape","High","South Africa","3.929122806"
"DTP1","Shape","Source","South Africa","6 week schedule (n=44)"
"DTP2","Shift","Mid","South Africa","0"
"DTP2","Shift","Low","South Africa","0"
"DTP2","Shift","High","South Africa","0"
"DTP2","Shift","Source","South Africa","WHO schedules database"
"DTP2","Scale","Mid","South Africa","14.72185898"
"DTP2","Scale","Low","South Africa","11.43321977"
"DTP2","Scale","High","South Africa","19.15936966"
"DTP2","Scale","Source","South Africa","10 week schedule (n=43)"
"DTP2","Shape","Mid","South Africa","4.356033206"
"DTP2","Shape","Low","South Africa","4.356033206"
"DTP2","Shape","High","South Africa","4.356033206"
"DTP2","Shape","Source","South Africa","10 week schedule (n=43)"
"DTP3","Shift","Mid","South Africa","0"
"DTP3","Shift","Low","South Africa","0"
"DTP3","Shift","High","South Africa","0"
"DTP3","Shift","Source","South Africa","WHO schedules database"
"DTP3","Scale","Mid","South Africa","21.05024433"
"DTP3","Scale","Low","South Africa","16.38976474"
"DTP3","Scale","High","South Africa","27.00385604"
"DTP3","Scale","Source","South Africa","14 week schedule (n=43)"
"DTP3","Shape","Mid","South Africa","4.481489509"
"DTP3","Shape","Low","South Africa","4.481489509"
"DTP3","Shape","High","South Africa","4.481489509"
"DTP3","Shape","Source","South Africa","14 week schedule (n=43)"
"DTP1","Shift","Mid","South Sudan","0"
"DTP1","Shift","Low","South Sudan","0"
"DTP1","Shift","High","South Sudan","0"
"DTP1","Shift","Source","South Sudan","0"
"DTP1","Scale","Mid","South Sudan","8.915699005"
"DTP1","Scale","Low","South Sudan","6.675888094"
"DTP1","Scale","High","South Sudan","12.03062654"
"DTP1","Scale","Source","South Sudan","6 week schedule (n=44)"
"DTP1","Shape","Mid","South Sudan","3.929122806"
"DTP1","Shape","Low","South Sudan","3.929122806"
"DTP1","Shape","High","South Sudan","3.929122806"
"DTP1","Shape","Source","South Sudan","6 week schedule (n=44)"
"DTP2","Shift","Mid","South Sudan","0"
"DTP2","Shift","Low","South Sudan","0"
"DTP2","Shift","High","South Sudan","0"
"DTP2","Shift","Source","South Sudan","WHO schedules database"
"DTP2","Scale","Mid","South Sudan","14.72185898"
"DTP2","Scale","Low","South Sudan","11.43321977"
"DTP2","Scale","High","South Sudan","19.15936966"
"DTP2","Scale","Source","South Sudan","10 week schedule (n=43)"
"DTP2","Shape","Mid","South Sudan","4.356033206"
"DTP2","Shape","Low","South Sudan","4.356033206"
"DTP2","Shape","High","South Sudan","4.356033206"
"DTP2","Shape","Source","South Sudan","10 week schedule (n=43)"
"DTP3","Shift","Mid","South Sudan","0"
"DTP3","Shift","Low","South Sudan","0"
"DTP3","Shift","High","South Sudan","0"
"DTP3","Shift","Source","South Sudan","WHO schedules database"
"DTP3","Scale","Mid","South Sudan","21.05024433"
"DTP3","Scale","Low","South Sudan","16.38976474"
"DTP3","Scale","High","South Sudan","27.00385604"
"DTP3","Scale","Source","South Sudan","14 week schedule (n=43)"
"DTP3","Shape","Mid","South Sudan","4.481489509"
"DTP3","Shape","Low","South Sudan","4.481489509"
"DTP3","Shape","High","South Sudan","4.481489509"
"DTP3","Shape","Source","South Sudan","14 week schedule (n=43)"
"DTP1","Shift","Mid","Sri Lanka","0"
"DTP1","Shift","Low","Sri Lanka","0"
"DTP1","Shift","High","Sri Lanka","0"
"DTP1","Shift","Source","Sri Lanka","WHO schedules database"
"DTP1","Scale","Mid","Sri Lanka","10.4702934"
"DTP1","Scale","Low","Sri Lanka","8.925432068"
"DTP1","Scale","High","Sri Lanka","13.59504236"
"DTP1","Scale","Source","Sri Lanka","2m schedule (n=23)"
"DTP1","Shape","Mid","Sri Lanka","5.757823944"
"DTP1","Shape","Low","Sri Lanka","5.757823944"
"DTP1","Shape","High","Sri Lanka","5.757823944"
"DTP1","Shape","Source","Sri Lanka","2m schedule (n=23)"
"DTP2","Shift","Mid","Sri Lanka","0"
"DTP2","Shift","Low","Sri Lanka","0"
"DTP2","Shift","High","Sri Lanka","0"
"DTP2","Shift","Source","Sri Lanka","WHO schedules database"
"DTP2","Scale","Mid","Sri Lanka","20.06838989"
"DTP2","Scale","Low","Sri Lanka","17.76549891"
"DTP2","Scale","High","Sri Lanka","23.65967542"
"DTP2","Scale","Source","Sri Lanka","4m schedule (n=17)"
"DTP2","Shape","Mid","Sri Lanka","7.156065941"
"DTP2","Shape","Low","Sri Lanka","7.156065941"
"DTP2","Shape","High","Sri Lanka","7.156065941"
"DTP2","Shape","Source","Sri Lanka","4m schedule (n=17)"
"DTP3","Shift","Mid","Sri Lanka","0"
"DTP3","Shift","Low","Sri Lanka","0"
"DTP3","Shift","High","Sri Lanka","0"
"DTP3","Shift","Source","Sri Lanka","WHO schedules database"
"DTP3","Scale","Mid","Sri Lanka","29.54562926"
"DTP3","Scale","Low","Sri Lanka","26.24583081"
"DTP3","Scale","High","Sri Lanka","34.25329411"
"DTP3","Scale","Source","Sri Lanka","6m schedule (n=17)"
"DTP3","Shape","Mid","Sri Lanka","8.138547838"
"DTP3","Shape","Low","Sri Lanka","8.138547838"
"DTP3","Shape","High","Sri Lanka","8.138547838"
"DTP3","Shape","Source","Sri Lanka","6m schedule (n=17)"
"DTP1","Shift","Mid","Sudan","0"
"DTP1","Shift","Low","Sudan","0"
"DTP1","Shift","High","Sudan","0"
"DTP1","Shift","Source","Sudan","WHO schedules database"
"DTP1","Scale","Mid","Sudan","8.560277008"
"DTP1","Scale","Low","Sudan","6.12219023"
"DTP1","Scale","High","Sudan","11.96930179"
"DTP1","Scale","Source","Sudan","2014_MICS5"
"DTP1","Shape","Mid","Sudan","3.277359404"
"DTP1","Shape","Low","Sudan","3.277359404"
"DTP1","Shape","High","Sudan","3.277359404"
"DTP1","Shape","Source","Sudan","2014_MICS5"
"DTP2","Shift","Mid","Sudan","0"
"DTP2","Shift","Low","Sudan","0"
"DTP2","Shift","High","Sudan","0"
"DTP2","Shift","Source","Sudan","WHO schedules database"
"DTP2","Scale","Mid","Sudan","14.72185898"
"DTP2","Scale","Low","Sudan","10.95489476"
"DTP2","Scale","High","Sudan","19.78413637"
"DTP2","Scale","Source","Sudan","2014_MICS5"
"DTP2","Shape","Mid","Sudan","3.717216492"
"DTP2","Shape","Low","Sudan","3.717216492"
"DTP2","Shape","High","Sudan","3.717216492"
"DTP2","Shape","Source","Sudan","2014_MICS5"
"DTP3","Shift","Mid","Sudan","0"
"DTP3","Shift","Low","Sudan","0"
"DTP3","Shift","High","Sudan","0"
"DTP3","Shift","Source","Sudan","WHO schedules database"
"DTP3","Scale","Mid","Sudan","21.40098536"
"DTP3","Scale","Low","Sudan","16.03625578"
"DTP3","Scale","High","Sudan","28.56041838"
"DTP3","Scale","Source","Sudan","2014_MICS5"
"DTP3","Shape","Mid","Sudan","3.806895614"
"DTP3","Shape","Low","Sudan","3.806895614"
"DTP3","Shape","High","Sudan","3.806895614"
"DTP3","Shape","Source","Sudan","2014_MICS5"
"DTP1","Shift","Mid","Swaziland","0"
"DTP1","Shift","Low","Swaziland","0"
"DTP1","Shift","High","Swaziland","0"
"DTP1","Shift","Source","Swaziland","WHO schedules database"
"DTP1","Scale","Mid","Swaziland","7.087516785"
"DTP1","Scale","Low","Swaziland","6.506833373"
"DTP1","Scale","High","Swaziland","7.720021598"
"DTP1","Scale","Source","Swaziland","2014_MICS5"
"DTP1","Shape","Mid","Swaziland","12.85195351"
"DTP1","Shape","Low","Swaziland","12.85195351"
"DTP1","Shape","High","Swaziland","12.85195351"
"DTP1","Shape","Source","Swaziland","2014_MICS5"
"DTP2","Shift","Mid","Swaziland","0"
"DTP2","Shift","Low","Swaziland","0"
"DTP2","Shift","High","Swaziland","0"
"DTP2","Shift","Source","Swaziland","WHO schedules database"
"DTP2","Scale","Mid","Swaziland","11.43602294"
"DTP2","Scale","Low","Swaziland","10.49160933"
"DTP2","Scale","High","Swaziland","12.46544897"
"DTP2","Scale","Source","Swaziland","2014_MICS5"
"DTP2","Shape","Mid","Swaziland","12.7460379"
"DTP2","Shape","Low","Swaziland","12.7460379"
"DTP2","Shape","High","Swaziland","12.7460379"
"DTP2","Shape","Source","Swaziland","2014_MICS5"
"DTP3","Shift","Mid","Swaziland","0"
"DTP3","Shift","Low","Swaziland","0"
"DTP3","Shift","High","Swaziland","0"
"DTP3","Shift","Source","Swaziland","WHO schedules database"
"DTP3","Scale","Mid","Swaziland","16.10513926"
"DTP3","Scale","Low","Swaziland","14.46641664"
"DTP3","Scale","High","Swaziland","17.92949262"
"DTP3","Scale","Source","Swaziland","2014_MICS5"
"DTP3","Shape","Mid","Swaziland","10.23788118"
"DTP3","Shape","Low","Swaziland","10.23788118"
"DTP3","Shape","High","Swaziland","10.23788118"
"DTP3","Shape","Source","Swaziland","2014_MICS5"
"DTP1","Shift","Mid","Syrian Arab Republic","0"
"DTP1","Shift","Low","Syrian Arab Republic","0"
"DTP1","Shift","High","Syrian Arab Republic","0"
"DTP1","Shift","Source","Syrian Arab Republic","WHO schedule database"
"DTP1","Scale","Mid","Syrian Arab Republic","10.85720348"
"DTP1","Scale","Low","Syrian Arab Republic","8.87661462"
"DTP1","Scale","High","Syrian Arab Republic","13.27970995"
"DTP1","Scale","Source","Syrian Arab Republic","8 week schedule (n=3)"
"DTP1","Shape","Mid","Syrian Arab Republic","6.18368721"
"DTP1","Shape","Low","Syrian Arab Republic","6.18368721"
"DTP1","Shape","High","Syrian Arab Republic","6.18368721"
"DTP1","Shape","Source","Syrian Arab Republic","8 week schedule (n=3)"
"DTP2","Shift","Mid","Syrian Arab Republic","-1.3"
"DTP2","Shift","Low","Syrian Arab Republic","-1.3"
"DTP2","Shift","High","Syrian Arab Republic","-1.3"
"DTP2","Shift","Source","Syrian Arab Republic","WHO schedules database"
"DTP2","Scale","Mid","Syrian Arab Republic","20.06838989"
"DTP2","Scale","Low","Syrian Arab Republic","17.76549891"
"DTP2","Scale","High","Syrian Arab Republic","23.65967542"
"DTP2","Scale","Source","Syrian Arab Republic","4m schedule (n=17)"
"DTP2","Shape","Mid","Syrian Arab Republic","7.156065941"
"DTP2","Shape","Low","Syrian Arab Republic","7.156065941"
"DTP2","Shape","High","Syrian Arab Republic","7.156065941"
"DTP2","Shape","Source","Syrian Arab Republic","4m schedule (n=17)"
"DTP3","Shift","Mid","Syrian Arab Republic","-2"
"DTP3","Shift","Low","Syrian Arab Republic","-2"
"DTP3","Shift","High","Syrian Arab Republic","-2"
"DTP3","Shift","Source","Syrian Arab Republic","WHO schedules database"
"DTP3","Scale","Mid","Syrian Arab Republic","29.54562926"
"DTP3","Scale","Low","Syrian Arab Republic","26.24583081"
"DTP3","Scale","High","Syrian Arab Republic","34.25329411"
"DTP3","Scale","Source","Syrian Arab Republic","6m schedule (n=17)"
"DTP3","Shape","Mid","Syrian Arab Republic","8.138547838"
"DTP3","Shape","Low","Syrian Arab Republic","8.138547838"
"DTP3","Shape","High","Syrian Arab Republic","8.138547838"
"DTP3","Shape","Source","Syrian Arab Republic","6m schedule (n=17)"
"DTP1","Shift","Mid","Tajikistan","0"
"DTP1","Shift","Low","Tajikistan","0"
"DTP1","Shift","High","Tajikistan","0"
"DTP1","Shift","Source","Tajikistan","WHO schedules database"
"DTP1","Scale","Mid","Tajikistan","11.49383545"
"DTP1","Scale","Low","Tajikistan","8.791612802"
"DTP1","Scale","High","Tajikistan","15.02662325"
"DTP1","Scale","Source","Tajikistan","2012_DHS6"
"DTP1","Shape","Mid","Tajikistan","4.099105835"
"DTP1","Shape","Low","Tajikistan","4.099105835"
"DTP1","Shape","High","Tajikistan","4.099105835"
"DTP1","Shape","Source","Tajikistan","2012_DHS6"
"DTP2","Shift","Mid","Tajikistan","0"
"DTP2","Shift","Low","Tajikistan","0"
"DTP2","Shift","High","Tajikistan","0"
"DTP2","Shift","Source","Tajikistan","WHO schedules database"
"DTP2","Scale","Mid","Tajikistan","17.32017958"
"DTP2","Scale","Low","Tajikistan","14.02737313"
"DTP2","Scale","High","Tajikistan","21.38594433"
"DTP2","Scale","Source","Tajikistan","2012_DHS6"
"DTP2","Shape","Mid","Tajikistan","5.210110068"
"DTP2","Shape","Low","Tajikistan","5.210110068"
"DTP2","Shape","High","Tajikistan","5.210110068"
"DTP2","Shape","Source","Tajikistan","2012_DHS6"
"DTP3","Shift","Mid","Tajikistan","0"
"DTP3","Shift","Low","Tajikistan","0"
"DTP3","Shift","High","Tajikistan","0"
"DTP3","Shift","Source","Tajikistan","WHO schedules database"
"DTP3","Scale","Mid","Tajikistan","23.32373655"
"DTP3","Scale","Low","Tajikistan","18.72993177"
"DTP3","Scale","High","Tajikistan","29.04424283"
"DTP3","Scale","Source","Tajikistan","2012_DHS6"
"DTP3","Shape","Mid","Tajikistan","5.00851962"
"DTP3","Shape","Low","Tajikistan","5.00851962"
"DTP3","Shape","High","Tajikistan","5.00851962"
"DTP3","Shape","Source","Tajikistan","2012_DHS6"
"DTP1","Shift","Mid","Macedonia, the former Yugoslav Republic of","0"
"DTP1","Shift","Low","Macedonia, the former Yugoslav Republic of","0"
"DTP1","Shift","High","Macedonia, the former Yugoslav Republic of","0"
"DTP1","Shift","Source","Macedonia, the former Yugoslav Republic of","WHO schedules database"
"DTP1","Scale","Mid","Macedonia, the former Yugoslav Republic of","15.12728882"
"DTP1","Scale","Low","Macedonia, the former Yugoslav Republic of","12.96262335"
"DTP1","Scale","High","Macedonia, the former Yugoslav Republic of","17.65343796"
"DTP1","Scale","Source","Macedonia, the former Yugoslav Republic of","2012_MICS4"
"DTP1","Shape","Mid","Macedonia, the former Yugoslav Republic of","7.11397171"
"DTP1","Shape","Low","Macedonia, the former Yugoslav Republic of","7.11397171"
"DTP1","Shape","High","Macedonia, the former Yugoslav Republic of","7.11397171"
"DTP1","Shape","Source","Macedonia, the former Yugoslav Republic of","2012_MICS4"
"DTP2","Shift","Mid","Macedonia, the former Yugoslav Republic of","0"
"DTP2","Shift","Low","Macedonia, the former Yugoslav Republic of","0"
"DTP2","Shift","High","Macedonia, the former Yugoslav Republic of","0"
"DTP2","Shift","Source","Macedonia, the former Yugoslav Republic of","WHO schedules database"
"DTP2","Scale","Mid","Macedonia, the former Yugoslav Republic of","22.90078115"
"DTP2","Scale","Low","Macedonia, the former Yugoslav Republic of","19.64158885"
"DTP2","Scale","High","Macedonia, the former Yugoslav Republic of","26.70078176"
"DTP2","Scale","Source","Macedonia, the former Yugoslav Republic of","2012_MICS4"
"DTP2","Shape","Mid","Macedonia, the former Yugoslav Republic of","7.156065941"
"DTP2","Shape","Low","Macedonia, the former Yugoslav Republic of","7.156065941"
"DTP2","Shape","High","Macedonia, the former Yugoslav Republic of","7.156065941"
"DTP2","Shape","Source","Macedonia, the former Yugoslav Republic of","2012_MICS4"
"DTP3","Shift","Mid","Macedonia, the former Yugoslav Republic of","0"
"DTP3","Shift","Low","Macedonia, the former Yugoslav Republic of","0"
"DTP3","Shift","High","Macedonia, the former Yugoslav Republic of","0"
"DTP3","Shift","Source","Macedonia, the former Yugoslav Republic of","WHO schedules database"
"DTP3","Scale","Mid","Macedonia, the former Yugoslav Republic of","30.82002088"
"DTP3","Scale","Low","Macedonia, the former Yugoslav Republic of","26.6149388"
"DTP3","Scale","High","Macedonia, the former Yugoslav Republic of","35.68949357"
"DTP3","Scale","Source","Macedonia, the former Yugoslav Republic of","2012_MICS4"
"DTP3","Shape","Mid","Macedonia, the former Yugoslav Republic of","7.489252895"
"DTP3","Shape","Low","Macedonia, the former Yugoslav Republic of","7.489252895"
"DTP3","Shape","High","Macedonia, the former Yugoslav Republic of","7.489252895"
"DTP3","Shape","Source","Macedonia, the former Yugoslav Republic of","2012_MICS4"
"DTP1","Shift","Mid","Thailand","0"
"DTP1","Shift","Low","Thailand","0"
"DTP1","Shift","High","Thailand","0"
"DTP1","Shift","Source","Thailand","WHO schedules database"
"DTP1","Scale","Mid","Thailand","10.4702934"
"DTP1","Scale","Low","Thailand","8.925432068"
"DTP1","Scale","High","Thailand","13.59504236"
"DTP1","Scale","Source","Thailand","2m schedule (n=23)"
"DTP1","Shape","Mid","Thailand","5.757823944"
"DTP1","Shape","Low","Thailand","5.757823944"
"DTP1","Shape","High","Thailand","5.757823944"
"DTP1","Shape","Source","Thailand","2m schedule (n=23)"
"DTP2","Shift","Mid","Thailand","0"
"DTP2","Shift","Low","Thailand","0"
"DTP2","Shift","High","Thailand","0"
"DTP2","Shift","Source","Thailand","WHO schedules database"
"DTP2","Scale","Mid","Thailand","20.06838989"
"DTP2","Scale","Low","Thailand","17.76549891"
"DTP2","Scale","High","Thailand","23.65967542"
"DTP2","Scale","Source","Thailand","4m schedule (n=17)"
"DTP2","Shape","Mid","Thailand","7.156065941"
"DTP2","Shape","Low","Thailand","7.156065941"
"DTP2","Shape","High","Thailand","7.156065941"
"DTP2","Shape","Source","Thailand","4m schedule (n=17)"
"DTP3","Shift","Mid","Thailand","0"
"DTP3","Shift","Low","Thailand","0"
"DTP3","Shift","High","Thailand","0"
"DTP3","Shift","Source","Thailand","WHO schedules database"
"DTP3","Scale","Mid","Thailand","29.54562926"
"DTP3","Scale","Low","Thailand","26.24583081"
"DTP3","Scale","High","Thailand","34.25329411"
"DTP3","Scale","Source","Thailand","6m schedule (n=17)"
"DTP3","Shape","Mid","Thailand","8.138547838"
"DTP3","Shape","Low","Thailand","8.138547838"
"DTP3","Shape","High","Thailand","8.138547838"
"DTP3","Shape","Source","Thailand","6m schedule (n=17)"
"DTP1","Shift","Mid","Timor-Leste","0"
"DTP1","Shift","Low","Timor-Leste","0"
"DTP1","Shift","High","Timor-Leste","0"
"DTP1","Shift","Source","Timor-Leste","WHO schedules database"
"DTP1","Scale","Mid","Timor-Leste","9.455922633"
"DTP1","Scale","Low","Timor-Leste","6.683098217"
"DTP1","Scale","High","Timor-Leste","13.37919479"
"DTP1","Scale","Source","Timor-Leste","2009_DHS6"
"DTP1","Shape","Mid","Timor-Leste","3.165486008"
"DTP1","Shape","Low","Timor-Leste","3.165486008"
"DTP1","Shape","High","Timor-Leste","3.165486008"
"DTP1","Shape","Source","Timor-Leste","2009_DHS6"
"DTP2","Shift","Mid","Timor-Leste","0"
"DTP2","Shift","Low","Timor-Leste","0"
"DTP2","Shift","High","Timor-Leste","0"
"DTP2","Shift","Source","Timor-Leste","WHO schedules database"
"DTP2","Scale","Mid","Timor-Leste","14.86036253"
"DTP2","Scale","Low","Timor-Leste","11.40910709"
"DTP2","Scale","High","Timor-Leste","19.35562291"
"DTP2","Scale","Source","Timor-Leste","2009_DHS6"
"DTP2","Shape","Mid","Timor-Leste","4.156914234"
"DTP2","Shape","Low","Timor-Leste","4.156914234"
"DTP2","Shape","High","Timor-Leste","4.156914234"
"DTP2","Shape","Source","Timor-Leste","2009_DHS6"
"DTP3","Shift","Mid","Timor-Leste","0"
"DTP3","Shift","Low","Timor-Leste","0"
"DTP3","Shift","High","Timor-Leste","0"
"DTP3","Shift","Source","Timor-Leste","WHO schedules database"
"DTP3","Scale","Mid","Timor-Leste","20.90807903"
"DTP3","Scale","Low","Timor-Leste","16.50922389"
"DTP3","Scale","High","Timor-Leste","26.47900178"
"DTP3","Scale","Source","Timor-Leste","2009_DHS6"
"DTP3","Shape","Mid","Timor-Leste","4.65087235"
"DTP3","Shape","Low","Timor-Leste","4.65087235"
"DTP3","Shape","High","Timor-Leste","4.65087235"
"DTP3","Shape","Source","Timor-Leste","2009_DHS6"
"DTP1","Shift","Mid","Togo","0"
"DTP1","Shift","Low","Togo","0"
"DTP1","Shift","High","Togo","0"
"DTP1","Shift","Source","Togo","WHO schedules database"
"DTP1","Scale","Mid","Togo","8.006340027"
"DTP1","Scale","Low","Togo","6.566180156"
"DTP1","Scale","High","Togo","9.762370069"
"DTP1","Scale","Source","Togo","2013_DHS6"
"DTP1","Shape","Mid","Togo","5.540111542"
"DTP1","Shape","Low","Togo","5.540111542"
"DTP1","Shape","High","Togo","5.540111542"
"DTP1","Shape","Source","Togo","2013_DHS6"
"DTP2","Shift","Mid","Togo","0"
"DTP2","Shift","Low","Togo","0"
"DTP2","Shift","High","Togo","0"
"DTP2","Shift","Source","Togo","WHO schedules database"
"DTP2","Scale","Mid","Togo","13.3094635"
"DTP2","Scale","Low","Togo","11.14308088"
"DTP2","Scale","High","Togo","15.89702351"
"DTP2","Scale","Source","Togo","2013_DHS6"
"DTP2","Shape","Mid","Togo","6.18391037"
"DTP2","Shape","Low","Togo","6.18391037"
"DTP2","Shape","High","Togo","6.18391037"
"DTP2","Shape","Source","Togo","2013_DHS6"
"DTP3","Shift","Mid","Togo","0"
"DTP3","Shift","Low","Togo","0"
"DTP3","Shift","High","Togo","0"
"DTP3","Shift","Source","Togo","WHO schedules database"
"DTP3","Scale","Mid","Togo","18.81524181"
"DTP3","Scale","Low","Togo","15.56314943"
"DTP3","Scale","High","Togo","22.7468949"
"DTP3","Scale","Source","Togo","2013_DHS6"
"DTP3","Shape","Mid","Togo","5.789441109"
"DTP3","Shape","Low","Togo","5.789441109"
"DTP3","Shape","High","Togo","5.789441109"
"DTP3","Shape","Source","Togo","2013_DHS6"
"DTP1","Shift","Mid","Tonga","0"
"DTP1","Shift","Low","Tonga","0"
"DTP1","Shift","High","Tonga","0"
"DTP1","Shift","Source","Tonga","0"
"DTP1","Scale","Mid","Tonga","8.915699005"
"DTP1","Scale","Low","Tonga","6.675888094"
"DTP1","Scale","High","Tonga","12.03062654"
"DTP1","Scale","Source","Tonga","6 week schedule (n=44)"
"DTP1","Shape","Mid","Tonga","3.929122806"
"DTP1","Shape","Low","Tonga","3.929122806"
"DTP1","Shape","High","Tonga","3.929122806"
"DTP1","Shape","Source","Tonga","6 week schedule (n=44)"
"DTP2","Shift","Mid","Tonga","0"
"DTP2","Shift","Low","Tonga","0"
"DTP2","Shift","High","Tonga","0"
"DTP2","Shift","Source","Tonga","WHO schedules database"
"DTP2","Scale","Mid","Tonga","14.72185898"
"DTP2","Scale","Low","Tonga","11.43321977"
"DTP2","Scale","High","Tonga","19.15936966"
"DTP2","Scale","Source","Tonga","10 week schedule (n=43)"
"DTP2","Shape","Mid","Tonga","4.356033206"
"DTP2","Shape","Low","Tonga","4.356033206"
"DTP2","Shape","High","Tonga","4.356033206"
"DTP2","Shape","Source","Tonga","10 week schedule (n=43)"
"DTP3","Shift","Mid","Tonga","0"
"DTP3","Shift","Low","Tonga","0"
"DTP3","Shift","High","Tonga","0"
"DTP3","Shift","Source","Tonga","WHO schedules database"
"DTP3","Scale","Mid","Tonga","21.05024433"
"DTP3","Scale","Low","Tonga","16.38976474"
"DTP3","Scale","High","Tonga","27.00385604"
"DTP3","Scale","Source","Tonga","14 week schedule (n=43)"
"DTP3","Shape","Mid","Tonga","4.481489509"
"DTP3","Shape","Low","Tonga","4.481489509"
"DTP3","Shape","High","Tonga","4.481489509"
"DTP3","Shape","Source","Tonga","14 week schedule (n=43)"
"DTP1","Shift","Mid","Tunisia","0"
"DTP1","Shift","Low","Tunisia","0"
"DTP1","Shift","High","Tunisia","0"
"DTP1","Shift","Source","Tunisia","WHO schedules database"
"DTP1","Scale","Mid","Tunisia","10.13382101"
"DTP1","Scale","Low","Tunisia","8.739113989"
