"dose","param","type","country","value"
"DTP3","Shift","Mid","Ecuador","0"
"DTP3","Shift","Low","Ecuador","0"
"DTP3","Shift","High","Ecuador","0"
"DTP3","Shift","Source","Ecuador","WHO schedules database"
"DTP3","Scale","Mid","Ecuador","29.54562926"
"DTP3","Scale","Low","Ecuador","26.24583081"
"DTP3","Scale","High","Ecuador","34.25329411"
"DTP3","Scale","Source","Ecuador","6m schedule (n=17)"
"DTP3","Shape","Mid","Ecuador","8.138547838"
"DTP3","Shape","Low","Ecuador","8.138547838"
"DTP3","Shape","High","Ecuador","8.138547838"
"DTP3","Shape","Source","Ecuador","6m schedule (n=17)"
"DTP1","Shift","Mid","Egypt","0"
"DTP1","Shift","Low","Egypt","0"
"DTP1","Shift","High","Egypt","0"
"DTP1","Shift","Source","Egypt","WHO schedules database"
"DTP1","Scale","Mid","Egypt","9.900748134"
"DTP1","Scale","Low","Egypt","8.901454518"
"DTP1","Scale","High","Egypt","11.01222428"
"DTP1","Scale","Source","Egypt","2014_DHS6"
"DTP1","Shape","Mid","Egypt","10.32572746"
"DTP1","Shape","Low","Egypt","10.32572746"
"DTP1","Shape","High","Egypt","10.32572746"
"DTP1","Shape","Source","Egypt","2014_DHS6"
"DTP2","Shift","Mid","Egypt","0"
"DTP2","Shift","Low","Egypt","0"
"DTP2","Shift","High","Egypt","0"
"DTP2","Shift","Source","Egypt","WHO schedules database"
"DTP2","Scale","Mid","Egypt","18.90240062"
"DTP2","Scale","Low","Egypt","17.58055615"
"DTP2","Scale","High","Egypt","20.32363175"
"DTP2","Scale","Source","Egypt","2014_DHS6"
"DTP2","Shape","Mid","Egypt","15.1542337"
"DTP2","Shape","Low","Egypt","15.1542337"
"DTP2","Shape","High","Egypt","15.1542337"
"DTP2","Shape","Source","Egypt","2014_DHS6"
"DTP3","Shift","Mid","Egypt","0"
"DTP3","Shift","Low","Egypt","0"
"DTP3","Shift","High","Egypt","0"
"DTP3","Shift","Source","Egypt","WHO schedules database"
"DTP3","Scale","Mid","Egypt","27.91484902"
"DTP3","Scale","Low","Egypt","26.36545848"
"DTP3","Scale","High","Egypt","29.55529093"
"DTP3","Scale","Source","Egypt","2014_DHS6"
"DTP3","Shape","Mid","Egypt","19.23879486"
"DTP3","Shape","Low","Egypt","19.23879486"
"DTP3","Shape","High","Egypt","19.23879486"
"DTP3","Shape","Source","Egypt","2014_DHS6"
"DTP1","Shift","Mid","El Salvador","0"
"DTP1","Shift","Low","El Salvador","0"
"DTP1","Shift","High","El Salvador","0"
"DTP1","Shift","Source","El Salvador","WHO schedules database"
"DTP1","Scale","Mid","El Salvador","9.694629669"
"DTP1","Scale","Low","El Salvador","8.809938326"
"DTP1","Scale","High","El Salvador","10.66816145"
"DTP1","Scale","Source","El Salvador","2014_MICS5"
"DTP1","Shape","Mid","El Salvador","11.4807539"
"DTP1","Shape","Low","El Salvador","11.4807539"
"DTP1","Shape","High","El Salvador","11.4807539"
"DTP1","Shape","Source","El Salvador","2014_MICS5"
"DTP2","Shift","Mid","El Salvador","0"
"DTP2","Shift","Low","El Salvador","0"
"DTP2","Shift","High","El Salvador","0"
"DTP2","Shift","Source","El Salvador","WHO schedules database"
"DTP2","Scale","Mid","El Salvador","18.80306284"
"DTP2","Scale","Low","El Salvador","17.58819714"
"DTP2","Scale","High","El Salvador","20.10184269"
"DTP2","Scale","Source","El Salvador","2014_MICS5"
"DTP2","Shape","Mid","El Salvador","16.44833218"
"DTP2","Shape","Low","El Salvador","16.44833218"
"DTP2","Shape","High","El Salvador","16.44833218"
"DTP2","Shape","Source","El Salvador","2014_MICS5"
"DTP3","Shift","Mid","El Salvador","0"
"DTP3","Shift","Low","El Salvador","0"
"DTP3","Shift","High","El Salvador","0"
"DTP3","Shift","Source","El Salvador","WHO schedules database"
"DTP3","Scale","Mid","El Salvador","28.14426231"
"DTP3","Scale","Low","El Salvador","26.10041006"
"DTP3","Scale","High","El Salvador","30.34816308"
"DTP3","Scale","Source","El Salvador","2014_MICS5"
"DTP3","Shape","Mid","El Salvador","14.57190752"
"DTP3","Shape","Low","El Salvador","14.57190752"
"DTP3","Shape","High","El Salvador","14.57190752"
"DTP3","Shape","Source","El Salvador","2014_MICS5"
"DTP1","Shift","Mid","Eritrea","0"
"DTP1","Shift","Low","Eritrea","0"
"DTP1","Shift","High","Eritrea","0"
"DTP1","Shift","Source","Eritrea","0"
"DTP1","Scale","Mid","Eritrea","8.915699005"
"DTP1","Scale","Low","Eritrea","6.675888094"
"DTP1","Scale","High","Eritrea","12.03062654"
"DTP1","Scale","Source","Eritrea","6 week schedule (n=44)"
"DTP1","Shape","Mid","Eritrea","3.929122806"
"DTP1","Shape","Low","Eritrea","3.929122806"
"DTP1","Shape","High","Eritrea","3.929122806"
"DTP1","Shape","Source","Eritrea","6 week schedule (n=44)"
"DTP2","Shift","Mid","Eritrea","0"
"DTP2","Shift","Low","Eritrea","0"
"DTP2","Shift","High","Eritrea","0"
"DTP2","Shift","Source","Eritrea","WHO schedules database"
"DTP2","Scale","Mid","Eritrea","14.72185898"
"DTP2","Scale","Low","Eritrea","11.43321977"
"DTP2","Scale","High","Eritrea","19.15936966"
"DTP2","Scale","Source","Eritrea","10 week schedule (n=43)"
"DTP2","Shape","Mid","Eritrea","4.356033206"
"DTP2","Shape","Low","Eritrea","4.356033206"
"DTP2","Shape","High","Eritrea","4.356033206"
"DTP2","Shape","Source","Eritrea","10 week schedule (n=43)"
"DTP3","Shift","Mid","Eritrea","0"
"DTP3","Shift","Low","Eritrea","0"
"DTP3","Shift","High","Eritrea","0"
"DTP3","Shift","Source","Eritrea","WHO schedules database"
"DTP3","Scale","Mid","Eritrea","21.05024433"
"DTP3","Scale","Low","Eritrea","16.38976474"
"DTP3","Scale","High","Eritrea","27.00385604"
"DTP3","Scale","Source","Eritrea","14 week schedule (n=43)"
"DTP3","Shape","Mid","Eritrea","4.481489509"
"DTP3","Shape","Low","Eritrea","4.481489509"
"DTP3","Shape","High","Eritrea","4.481489509"
"DTP3","Shape","Source","Eritrea","14 week schedule (n=43)"
"DTP1","Shift","Mid","Ethiopia","0"
"DTP1","Shift","Low","Ethiopia","0"
"DTP1","Shift","High","Ethiopia","0"
"DTP1","Shift","Source","Ethiopia","WHO schedules database"
"DTP1","Scale","Mid","Ethiopia","11.24514568"
"DTP1","Scale","Low","Ethiopia","7.099211755"
"DTP1","Scale","High","Ethiopia","17.81230166"
"DTP1","Scale","Source","Ethiopia","2011_DHS6"
"DTP1","Shape","Mid","Ethiopia","2.388532758"
"DTP1","Shape","Low","Ethiopia","2.388532758"
"DTP1","Shape","High","Ethiopia","2.388532758"
"DTP1","Shape","Source","Ethiopia","2011_DHS6"
"DTP2","Shift","Mid","Ethiopia","0"
"DTP2","Shift","Low","Ethiopia","0"
"DTP2","Shift","High","Ethiopia","0"
"DTP2","Shift","Source","Ethiopia","WHO schedules database"
"DTP2","Scale","Mid","Ethiopia","18.43994807"
"DTP2","Scale","Low","Ethiopia","12.58173444"
"DTP2","Scale","High","Ethiopia","27.02581957"
"DTP2","Scale","Source","Ethiopia","2011_DHS6"
"DTP2","Shape","Mid","Ethiopia","2.873892382"
"DTP2","Shape","Low","Ethiopia","2.873892382"
"DTP2","Shape","High","Ethiopia","2.873892382"
"DTP2","Shape","Source","Ethiopia","2011_DHS6"
"DTP3","Shift","Mid","Ethiopia","0"
"DTP3","Shift","Low","Ethiopia","0"
"DTP3","Shift","High","Ethiopia","0"
"DTP3","Shift","Source","Ethiopia","WHO schedules database"
"DTP3","Scale","Mid","Ethiopia","22.88025618"
"DTP3","Scale","Low","Ethiopia","17.13971108"
"DTP3","Scale","High","Ethiopia","30.5434625"
"DTP3","Scale","Source","Ethiopia","2011_DHS6"
"DTP3","Shape","Mid","Ethiopia","3.803054333"
"DTP3","Shape","Low","Ethiopia","3.803054333"
"DTP3","Shape","High","Ethiopia","3.803054333"
"DTP3","Shape","Source","Ethiopia","2011_DHS6"
"DTP1","Shift","Mid","Fiji","0"
"DTP1","Shift","Low","Fiji","0"
"DTP1","Shift","High","Fiji","0"
"DTP1","Shift","Source","Fiji","0"
"DTP1","Scale","Mid","Fiji","8.915699005"
"DTP1","Scale","Low","Fiji","6.675888094"
"DTP1","Scale","High","Fiji","12.03062654"
"DTP1","Scale","Source","Fiji","6 week schedule (n=44)"
"DTP1","Shape","Mid","Fiji","3.929122806"
"DTP1","Shape","Low","Fiji","3.929122806"
"DTP1","Shape","High","Fiji","3.929122806"
"DTP1","Shape","Source","Fiji","6 week schedule (n=44)"
"DTP2","Shift","Mid","Fiji","0"
"DTP2","Shift","Low","Fiji","0"
"DTP2","Shift","High","Fiji","0"
"DTP2","Shift","Source","Fiji","WHO schedules database"
"DTP2","Scale","Mid","Fiji","14.72185898"
"DTP2","Scale","Low","Fiji","11.43321977"
"DTP2","Scale","High","Fiji","19.15936966"
"DTP2","Scale","Source","Fiji","10 week schedule (n=43)"
"DTP2","Shape","Mid","Fiji","4.356033206"
"DTP2","Shape","Low","Fiji","4.356033206"
"DTP2","Shape","High","Fiji","4.356033206"
"DTP2","Shape","Source","Fiji","10 week schedule (n=43)"
"DTP3","Shift","Mid","Fiji","0"
"DTP3","Shift","Low","Fiji","0"
"DTP3","Shift","High","Fiji","0"
"DTP3","Shift","Source","Fiji","WHO schedules database"
"DTP3","Scale","Mid","Fiji","21.05024433"
"DTP3","Scale","Low","Fiji","16.38976474"
"DTP3","Scale","High","Fiji","27.00385604"
"DTP3","Scale","Source","Fiji","14 week schedule (n=43)"
"DTP3","Shape","Mid","Fiji","4.481489509"
"DTP3","Shape","Low","Fiji","4.481489509"
"DTP3","Shape","High","Fiji","4.481489509"
"DTP3","Shape","Source","Fiji","14 week schedule (n=43)"
"DTP1","Shift","Mid","Gambia","0"
"DTP1","Shift","Low","Gambia","0"
"DTP1","Shift","High","Gambia","0"
"DTP1","Shift","Source","Gambia","WHO schedules database"
"DTP1","Scale","Mid","Gambia","11.62470436"
"DTP1","Scale","Low","Gambia","9.515930082"
"DTP1","Scale","High","Gambia","14.20079281"
"DTP1","Scale","Source","Gambia","2013_DHS6"
"DTP1","Shape","Mid","Gambia","5.488525867"
"DTP1","Shape","Low","Gambia","5.488525867"
"DTP1","Shape","High","Gambia","5.488525867"
"DTP1","Shape","Source","Gambia","2013_DHS6"
"DTP2","Shift","Mid","Gambia","0"
"DTP2","Shift","Low","Gambia","0"
"DTP2","Shift","High","Gambia","0"
"DTP2","Shift","Source","Gambia","WHO schedules database"
"DTP2","Scale","Mid","Gambia","18.18349075"
"DTP2","Scale","Low","Gambia","14.87832838"
"DTP2","Scale","High","Gambia","22.222882"
"DTP2","Scale","Source","Gambia","2013_DHS6"
"DTP2","Shape","Mid","Gambia","5.476402283"
"DTP2","Shape","Low","Gambia","5.476402283"
"DTP2","Shape","High","Gambia","5.476402283"
"DTP2","Shape","Source","Gambia","2013_DHS6"
"DTP3","Shift","Mid","Gambia","0"
"DTP3","Shift","Low","Gambia","0"
"DTP3","Shift","High","Gambia","0"
"DTP3","Shift","Source","Gambia","WHO schedules database"
"DTP3","Scale","Mid","Gambia","24.36918545"
"DTP3","Scale","Low","Gambia","20.02621884"
"DTP3","Scale","High","Gambia","29.65398531"
"DTP3","Scale","Source","Gambia","2013_DHS6"
"DTP3","Shape","Mid","Gambia","5.597251892"
"DTP3","Shape","Low","Gambia","5.597251892"
"DTP3","Shape","High","Gambia","5.597251892"
"DTP3","Shape","Source","Gambia","2013_DHS6"
"DTP1","Shift","Mid","Georgia","0"
"DTP1","Shift","Low","Georgia","0"
"DTP1","Shift","High","Georgia","0"
"DTP1","Shift","Source","Georgia","WHO schedules database"
"DTP1","Scale","Mid","Georgia","10.4702934"
"DTP1","Scale","Low","Georgia","8.925432068"
"DTP1","Scale","High","Georgia","13.59504236"
"DTP1","Scale","Source","Georgia","2m schedule (n=23)"
"DTP1","Shape","Mid","Georgia","5.757823944"
"DTP1","Shape","Low","Georgia","5.757823944"
"DTP1","Shape","High","Georgia","5.757823944"
"DTP1","Shape","Source","Georgia","2m schedule (n=23)"
"DTP2","Shift","Mid","Georgia","0"
"DTP2","Shift","Low","Georgia","0"
"DTP2","Shift","High","Georgia","0"
"DTP2","Shift","Source","Georgia","WHO schedules database"
"DTP2","Scale","Mid","Georgia","17.3327468"
"DTP2","Scale","Low","Georgia","14.24175539"
"DTP2","Scale","High","Georgia","21.06618317"
"DTP2","Scale","Source","Georgia","13 week schedule (n=6)"
"DTP2","Shape","Mid","Georgia","5.806069374"
"DTP2","Shape","Low","Georgia","5.806069374"
"DTP2","Shape","High","Georgia","5.806069374"
"DTP2","Shape","Source","Georgia","13 week schedule (n=6)"
"DTP3","Shift","Mid","Georgia","0.033333333"
"DTP3","Shift","Low","Georgia","0.033333333"
"DTP3","Shift","High","Georgia","0.033333333"
"DTP3","Shift","Source","Georgia","WHO schedules database"
"DTP3","Scale","Mid","Georgia","24.36918545"
"DTP3","Scale","Low","Georgia","18.72993177"
"DTP3","Scale","High","Georgia","29.65398531"
"DTP3","Scale","Source","Georgia","4m schedule (n=5)"
"DTP3","Shape","Mid","Georgia","5.00851962"
"DTP3","Shape","Low","Georgia","5.00851962"
"DTP3","Shape","High","Georgia","5.00851962"
"DTP3","Shape","Source","Georgia","4m schedule (n=5)"
"DTP1","Shift","Mid","Ghana","0"
"DTP1","Shift","Low","Ghana","0"
"DTP1","Shift","High","Ghana","0"
"DTP1","Shift","Source","Ghana","WHO schedules database"
"DTP1","Scale","Mid","Ghana","8.041447639"
"DTP1","Scale","Low","Ghana","6.663856466"
"DTP1","Scale","High","Ghana","9.703822474"
"DTP1","Scale","Source","Ghana","2016_DHS7"
"DTP1","Shape","Mid","Ghana","5.84645772"
"DTP1","Shape","Low","Ghana","5.84645772"
"DTP1","Shape","High","Ghana","5.84645772"
"DTP1","Shape","Source","Ghana","2016_DHS7"
"DTP2","Shift","Mid","Ghana","0"
"DTP2","Shift","Low","Ghana","0"
"DTP2","Shift","High","Ghana","0"
"DTP2","Shift","Source","Ghana","WHO schedules database"
"DTP2","Scale","Mid","Ghana","13.11503983"
"DTP2","Scale","Low","Ghana","11.33944235"
"DTP2","Scale","High","Ghana","15.16867094"
"DTP2","Scale","Source","Ghana","2016_DHS7"
"DTP2","Shape","Mid","Ghana","7.552025795"
"DTP2","Shape","Low","Ghana","7.552025795"
"DTP2","Shape","High","Ghana","7.552025795"
"DTP2","Shape","Source","Ghana","2016_DHS7"
"DTP3","Shift","Mid","Ghana","0"
"DTP3","Shift","Low","Ghana","0"
"DTP3","Shift","High","Ghana","0"
"DTP3","Shift","Source","Ghana","WHO schedules database"
"DTP3","Scale","Mid","Ghana","18.16139221"
"DTP3","Scale","Low","Ghana","15.7454667"
"DTP3","Scale","High","Ghana","20.9480083"
"DTP3","Scale","Source","Ghana","2016_DHS7"
"DTP3","Shape","Mid","Ghana","7.696298599"
"DTP3","Shape","Low","Ghana","7.696298599"
"DTP3","Shape","High","Ghana","7.696298599"
"DTP3","Shape","Source","Ghana","2016_DHS7"
"DTP1","Shift","Mid","Guatemala","0"
"DTP1","Shift","Low","Guatemala","0"
"DTP1","Shift","High","Guatemala","0"
"DTP1","Shift","Source","Guatemala","WHO schedules database"
"DTP1","Scale","Mid","Guatemala","11.31143951"
"DTP1","Scale","Low","Guatemala","9.262027357"
"DTP1","Scale","High","Guatemala","13.81432584"
"DTP1","Scale","Source","Guatemala","2015_DHS7"
"DTP1","Shape","Mid","Guatemala","5.496040344"
"DTP1","Shape","Low","Guatemala","5.496040344"
"DTP1","Shape","High","Guatemala","5.496040344"
"DTP1","Shape","Source","Guatemala","2015_DHS7"
"DTP2","Shift","Mid","Guatemala","0"
"DTP2","Shift","Low","Guatemala","0"
"DTP2","Shift","High","Guatemala","0"
"DTP2","Shift","Source","Guatemala","WHO schedules database"
"DTP2","Scale","Mid","Guatemala","21.59061575"
"DTP2","Scale","Low","Guatemala","18.3515036"
"DTP2","Scale","High","Guatemala","25.40144386"
"DTP2","Scale","Source","Guatemala","2015_DHS7"
"DTP2","Shape","Mid","Guatemala","6.758725643"
"DTP2","Shape","Low","Guatemala","6.758725643"
"DTP2","Shape","High","Guatemala","6.758725643"
"DTP2","Shape","Source","Guatemala","2015_DHS7"
"DTP3","Shift","Mid","Guatemala","0"
"DTP3","Shift","Low","Guatemala","0"
"DTP3","Shift","High","Guatemala","0"
"DTP3","Shift","Source","Guatemala","WHO schedules database"
"DTP3","Scale","Mid","Guatemala","31.78890228"
"DTP3","Scale","Low","Guatemala","27.20102284"
"DTP3","Scale","High","Guatemala","37.15059961"
"DTP3","Scale","Source","Guatemala","2015_DHS7"
"DTP3","Shape","Mid","Guatemala","7.048591614"
"DTP3","Shape","Low","Guatemala","7.048591614"
"DTP3","Shape","High","Guatemala","7.048591614"
"DTP3","Shape","Source","Guatemala","2015_DHS7"
"DTP1","Shift","Mid","Guinea","0"
"DTP1","Shift","Low","Guinea","0"
"DTP1","Shift","High","Guinea","0"
"DTP1","Shift","Source","Guinea","WHO schedules database"
"DTP1","Scale","Mid","Guinea","9.589345008"
"DTP1","Scale","Low","Guinea","6.688079815"
"DTP1","Scale","High","Guinea","13.7491687"
"DTP1","Scale","Source","Guinea","2012_DHS6"
"DTP1","Shape","Mid","Guinea","3.048941702"
"DTP1","Shape","Low","Guinea","3.048941702"
"DTP1","Shape","High","Guinea","3.048941702"
"DTP1","Shape","Source","Guinea","2012_DHS6"
"DTP2","Shift","Mid","Guinea","0"
"DTP2","Shift","Low","Guinea","0"
"DTP2","Shift","High","Guinea","0"
"DTP2","Shift","Source","Guinea","WHO schedules database"
"DTP2","Scale","Mid","Guinea","15.36949015"
"DTP2","Scale","Low","Guinea","11.72626964"
"DTP2","Scale","High","Guinea","20.14461842"
"DTP2","Scale","Source","Guinea","2012_DHS6"
"DTP2","Shape","Mid","Guinea","4.060620785"
"DTP2","Shape","Low","Guinea","4.060620785"
"DTP2","Shape","High","Guinea","4.060620785"
"DTP2","Shape","Source","Guinea","2012_DHS6"
"DTP3","Shift","Mid","Guinea","0"
"DTP3","Shift","Low","Guinea","0"
"DTP3","Shift","High","Guinea","0"
"DTP3","Shift","Source","Guinea","WHO schedules database"
"DTP3","Scale","Mid","Guinea","21.05024433"
"DTP3","Scale","Low","Guinea","16.31685183"
"DTP3","Scale","High","Guinea","27.15675738"
"DTP3","Scale","Source","Guinea","2012_DHS6"
"DTP3","Shape","Mid","Guinea","4.313125372"
"DTP3","Shape","Low","Guinea","4.313125372"
"DTP3","Shape","High","Guinea","4.313125372"
"DTP3","Shape","Source","Guinea","2012_DHS6"
"DTP1","Shift","Mid","Guinea-Bissau","0"
"DTP1","Shift","Low","Guinea-Bissau","0"
"DTP1","Shift","High","Guinea-Bissau","0"
"DTP1","Shift","Source","Guinea-Bissau","WHO schedules database"
"DTP1","Scale","Mid","Guinea-Bissau","9.72562027"
"DTP1","Scale","Low","Guinea-Bissau","7.251027676"
"DTP1","Scale","High","Guinea-Bissau","13.04472881"
"DTP1","Scale","Source","Guinea-Bissau","2014_MICS5"
"DTP1","Shape","Mid","Guinea-Bissau","3.741606712"
"DTP1","Shape","Low","Guinea-Bissau","3.741606712"
"DTP1","Shape","High","Guinea-Bissau","3.741606712"
"DTP1","Shape","Source","Guinea-Bissau","2014_MICS5"
"DTP2","Shift","Mid","Guinea-Bissau","0"
"DTP2","Shift","Low","Guinea-Bissau","0"
"DTP2","Shift","High","Guinea-Bissau","0"
"DTP2","Shift","Source","Guinea-Bissau","WHO schedules database"
"DTP2","Scale","Mid","Guinea-Bissau","16.60358614"
"DTP2","Scale","Low","Guinea-Bissau","12.66204081"
"DTP2","Scale","High","Guinea-Bissau","21.77208846"
"DTP2","Scale","Source","Guinea-Bissau","2014_MICS5"
"DTP2","Shape","Mid","Guinea-Bissau","4.053768814"
"DTP2","Shape","Low","Guinea-Bissau","4.053768814"
"DTP2","Shape","High","Guinea-Bissau","4.053768814"
"DTP2","Shape","Source","Guinea-Bissau","2014_MICS5"
"DTP3","Shift","Mid","Guinea-Bissau","0"
"DTP3","Shift","Low","Guinea-Bissau","0"
"DTP3","Shift","High","Guinea-Bissau","0"
"DTP3","Shift","Source","Guinea-Bissau","WHO schedules database"
"DTP3","Scale","Mid","Guinea-Bissau","23.61581031"
"DTP3","Scale","Low","Guinea-Bissau","18.23693851"
"DTP3","Scale","High","Guinea-Bissau","30.58114697"
"DTP3","Scale","Source","Guinea-Bissau","2014_MICS5"
"DTP3","Shape","Mid","Guinea-Bissau","4.250488661"
"DTP3","Shape","Low","Guinea-Bissau","4.250488661"
"DTP3","Shape","High","Guinea-Bissau","4.250488661"
"DTP3","Shape","Source","Guinea-Bissau","2014_MICS5"
"DTP1","Shift","Mid","Guyana","0"
"DTP1","Shift","Low","Guyana","0"
"DTP1","Shift","High","Guyana","0"
"DTP1","Shift","Source","Guyana","WHO schedules database"
"DTP1","Scale","Mid","Guyana","10.4702934"
"DTP1","Scale","Low","Guyana","8.966096889"
"DTP1","Scale","High","Guyana","12.22684132"
"DTP1","Scale","Source","Guyana","2014_MICS5"
"DTP1","Shape","Mid","Guyana","7.083635211"
"DTP1","Shape","Low","Guyana","7.083635211"
"DTP1","Shape","High","Guyana","7.083635211"
"DTP1","Shape","Source","Guyana","2014_MICS5"
"DTP2","Shift","Mid","Guyana","0"
"DTP2","Shift","Low","Guyana","0"
"DTP2","Shift","High","Guyana","0"
"DTP2","Shift","Source","Guyana","WHO schedules database"
"DTP2","Scale","Mid","Guyana","20.06838989"
"DTP2","Scale","Low","Guyana","17.74763168"
"DTP2","Scale","High","Guyana","22.69262063"
"DTP2","Scale","Source","Guyana","2014_MICS5"
"DTP2","Shape","Mid","Guyana","8.93952179"
"DTP2","Shape","Low","Guyana","8.93952179"
"DTP2","Shape","High","Guyana","8.93952179"
"DTP2","Shape","Source","Guyana","2014_MICS5"
"DTP3","Shift","Mid","Guyana","0"
"DTP3","Shift","Low","Guyana","0"
"DTP3","Shift","High","Guyana","0"
"DTP3","Shift","Source","Guyana","WHO schedules database"
"DTP3","Scale","Mid","Guyana","29.28928089"
"DTP3","Scale","Low","Guyana","26.24583081"
"DTP3","Scale","High","Guyana","32.68564754"
"DTP3","Scale","Source","Guyana","2014_MICS5"
"DTP3","Shape","Mid","Guyana","10.01337743"
"DTP3","Shape","Low","Guyana","10.01337743"
"DTP3","Shape","High","Guyana","10.01337743"
"DTP3","Shape","Source","Guyana","2014_MICS5"
"DTP1","Shift","Mid","Haiti","0"
"DTP1","Shift","Low","Haiti","0"
"DTP1","Shift","High","Haiti","0"
"DTP1","Shift","Source","Haiti","WHO schedules database"
"DTP1","Scale","Mid","Haiti","11.37704313"
"DTP1","Scale","Low","Haiti","7.288902444"
"DTP1","Scale","High","Haiti","17.75810711"
"DTP1","Scale","Source","Haiti","2012_DHS6"
"DTP1","Shape","Mid","Haiti","2.467435479"
"DTP1","Shape","Low","Haiti","2.467435479"
"DTP1","Shape","High","Haiti","2.467435479"
"DTP1","Shape","Source","Haiti","2012_DHS6"
"DTP2","Shift","Mid","Haiti","0"
"DTP2","Shift","Low","Haiti","0"
"DTP2","Shift","High","Haiti","0"
"DTP2","Shift","Source","Haiti","WHO schedules database"
"DTP2","Scale","Mid","Haiti","19.28124657"
"DTP2","Scale","Low","Haiti","13.53586325"
"DTP2","Scale","High","Haiti","27.46529443"
"DTP2","Scale","Source","Haiti","2012_DHS6"
"DTP2","Shape","Mid","Haiti","3.105264515"
"DTP2","Shape","Low","Haiti","3.105264515"
"DTP2","Shape","High","Haiti","3.105264515"
"DTP2","Shape","Source","Haiti","2012_DHS6"
"DTP3","Shift","Mid","Haiti","0"
"DTP3","Shift","Low","Haiti","0"
"DTP3","Shift","High","Haiti","0"
"DTP3","Shift","Source","Haiti","WHO schedules database"
"DTP3","Scale","Mid","Haiti","28.18099999"
"DTP3","Scale","Low","Haiti","19.54169546"
"DTP3","Scale","High","Haiti","40.63970612"
"DTP3","Scale","Source","Haiti","2012_DHS6"
"DTP3","Shape","Mid","Haiti","3.00087285"
"DTP3","Shape","Low","Haiti","3.00087285"
"DTP3","Shape","High","Haiti","3.00087285"
"DTP3","Shape","Source","Haiti","2012_DHS6"
"DTP1","Shift","Mid","Honduras","0"
"DTP1","Shift","Low","Honduras","0"
"DTP1","Shift","High","Honduras","0"
"DTP1","Shift","Source","Honduras","WHO schedules database"
"DTP1","Scale","Mid","Honduras","9.832668304"
"DTP1","Scale","Low","Honduras","8.912690183"
"DTP1","Scale","High","Honduras","10.84760763"
"DTP1","Scale","Source","Honduras","2011_DHS6"
"DTP1","Shape","Mid","Honduras","11.1836009"
"DTP1","Shape","Low","Honduras","11.1836009"
"DTP1","Shape","High","Honduras","11.1836009"
"DTP1","Shape","Source","Honduras","2011_DHS6"
"DTP2","Shift","Mid","Honduras","0"
"DTP2","Shift","Low","Honduras","0"
"DTP2","Shift","High","Honduras","0"
"DTP2","Shift","Source","Honduras","WHO schedules database"
"DTP2","Scale","Mid","Honduras","19.35359764"
"DTP2","Scale","Low","Honduras","17.81546475"
"DTP2","Scale","High","Honduras","21.02452823"
"DTP2","Scale","Source","Honduras","2011_DHS6"
"DTP2","Shape","Mid","Honduras","13.26643133"
"DTP2","Shape","Low","Honduras","13.26643133"
"DTP2","Shape","High","Honduras","13.26643133"
"DTP2","Shape","Source","Honduras","2011_DHS6"
"DTP3","Shift","Mid","Honduras","0"
"DTP3","Shift","Low","Honduras","0"
"DTP3","Shift","High","Honduras","0"
"DTP3","Shift","Source","Honduras","WHO schedules database"
"DTP3","Scale","Mid","Honduras","29.04847932"
"DTP3","Scale","Low","Honduras","26.59868135"
"DTP3","Scale","High","Honduras","31.72390915"
"DTP3","Scale","Source","Honduras","2011_DHS6"
"DTP3","Shape","Mid","Honduras","12.46942401"
"DTP3","Shape","Low","Honduras","12.46942401"
"DTP3","Shape","High","Honduras","12.46942401"
"DTP3","Shape","Source","Honduras","2011_DHS6"
"DTP1","Shift","Mid","India","0"
"DTP1","Shift","Low","India","0"
"DTP1","Shift","High","India","0"
"DTP1","Shift","Source","India","0"
"DTP1","Scale","Mid","India","8.915699005"
"DTP1","Scale","Low","India","6.675888094"
"DTP1","Scale","High","India","12.03062654"
"DTP1","Scale","Source","India","6 week schedule (n=44)"
"DTP1","Shape","Mid","India","3.929122806"
"DTP1","Shape","Low","India","3.929122806"
"DTP1","Shape","High","India","3.929122806"
"DTP1","Shape","Source","India","6 week schedule (n=44)"
"DTP2","Shift","Mid","India","0"
"DTP2","Shift","Low","India","0"
"DTP2","Shift","High","India","0"
"DTP2","Shift","Source","India","WHO schedules database"
"DTP2","Scale","Mid","India","14.72185898"
"DTP2","Scale","Low","India","11.43321977"
"DTP2","Scale","High","India","19.15936966"
"DTP2","Scale","Source","India","10 week schedule (n=43)"
"DTP2","Shape","Mid","India","4.356033206"
"DTP2","Shape","Low","India","4.356033206"
"DTP2","Shape","High","India","4.356033206"
"DTP2","Shape","Source","India","10 week schedule (n=43)"
"DTP3","Shift","Mid","India","0"
"DTP3","Shift","Low","India","0"
"DTP3","Shift","High","India","0"
"DTP3","Shift","Source","India","WHO schedules database"
"DTP3","Scale","Mid","India","21.05024433"
"DTP3","Scale","Low","India","16.38976474"
"DTP3","Scale","High","India","27.00385604"
"DTP3","Scale","Source","India","14 week schedule (n=43)"
"DTP3","Shape","Mid","India","4.481489509"
"DTP3","Shape","Low","India","4.481489509"
"DTP3","Shape","High","India","4.481489509"
"DTP3","Shape","Source","India","14 week schedule (n=43)"
"DTP1","Shift","Mid","Indonesia","0"
"DTP1","Shift","Low","Indonesia","0"
"DTP1","Shift","High","Indonesia","0"
"DTP1","Shift","Source","Indonesia","WHO schedules database"
