Country,age,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Bulgaria,90,0.02,0.04,0.05,0.08,0.12,0.18,0.26,0.39,0.59,0.87,1.304,1.944,2.306,3.456,4.164,4.287,3.665,3.319,4.008,4.624,5.038,5.882,4.944,7.819,9.351,10.397,10.072,11.411,15.173,16.02,17.236,18.723,21.003,26.077,29.73,30.172,33.818,30.563,25.645,29.354,37.483
Bulgaria,95,0,0,0,0,0,0,0.01,0.02,0.04,0.08,0.168,0.344,0.516,0.618,0.909,0.949,0.83,0.641,0.513,0.607,0.561,0.771,1.007,0.659,1.575,1.962,2.267,2.28,2.681,3.708,4.079,4.581,5.191,6.094,7.925,9.45,10.011,11.662,10.919,9.462,11.166
Bulgaria,100,0,0,0,0,0,0,0,0,0,0,0.011,0.03,0.067,0.101,0.124,0.143,0.127,0.092,0.06,0.043,0.039,0.047,0.072,0.072,0.071,0.165,0.219,0.263,0.276,0.332,0.469,0.547,0.64,0.758,0.93,1.255,1.584,1.785,2.149,2.162,1.989
Burkina Faso,0,223.81,234.36,245.4,256.97,269.08,281.76,295.04,308.94,323.5,338.74,354.708,371.424,408.245,446.323,500.447,557.886,648.744,749.662,844.893,960.79,1104.142,1264.518,1444.625,1607.738,1766.88,1934.397,2116.66,2295.181,2456.842,2596.086,2720.34,2824.398,2931.36,3028.175,3098.704,3154.932,3184.697,3204.354,3208.143,3199.665,3175.14
Burkina Faso,5,181.71,190.27,199.24,208.63,218.47,228.77,239.55,250.84,262.67,275.05,288.015,301.592,320.086,355.5,393.244,443.478,498.975,591.947,689.318,778.833,891.07,1032.637,1206.516,1400.794,1566.931,1729.459,1900.046,2085.024,2266.014,2430.029,2571.285,2697.325,2803.06,2911.453,3009.43,3081.302,3138.857,3169.762,3190.493,3195.389,3187.932
Burkina Faso,10,126.96,136.12,145.94,156.47,167.75,179.86,192.83,206.74,221.66,237.65,254.796,273.178,287.551,306.204,341.606,379.287,429.812,488.224,580.109,675.075,762.124,874.543,1017.457,1191.612,1386.191,1553.151,1716.468,1887.756,2073.28,2254.739,2419.167,2560.84,2687.262,2793.407,2902.086,3000.419,3072.721,3130.641,3161.921,3183.087,3188.42
Burkina Faso,15,129.35,136.88,144.84,153.27,162.19,171.62,181.61,192.18,203.36,215.19,227.71,240.959,259.649,272.749,291.711,326.085,362.382,414.661,473.666,564.824,658.101,745.676,858.871,1001.684,1175.924,1370.707,1538.088,1701.83,1873.407,2059.053,2240.567,2405.034,2546.813,2673.359,2779.6,2888.404,2986.926,3059.394,3117.564,3149.174,3170.702
Burkina Faso,20,198.07,198.6,199.14,199.68,200.22,200.76,201.3,201.84,202.39,202.94,203.485,204.035,217.842,232.617,246.289,263.183,293.438,332.202,386.736,446.767,535.941,630.026,718.864,832.092,974.97,1149.252,1343.956,1511.588,1675.469,1847.014,2032.396,2213.646,2377.895,2519.551,2645.976,2752.267,2861.124,2959.711,3032.371,3090.919,3123.047
Burkina Faso,25,230.77,225.17,219.71,214.37,209.17,204.1,199.14,194.31,189.6,185,180.508,176.128,178.007,186.943,202.069,213.134,225.175,257.721,299.739,356.033,414.921,504.783,599.562,688.558,801.871,944.701,1118.623,1312.865,1480.311,1643.971,1815.148,2000.017,2180.743,2344.629,2485.978,2612.31,2718.653,2827.494,2926.177,2999.221,3058.269
Burkina Faso,30,174.64,172.95,171.28,169.62,167.97,166.35,164.73,163.14,161.56,159.99,158.443,156.908,153.96,152.197,161.546,174.152,181.034,195.064,230.402,274.174,329.415,389.184,478.991,573.258,662.313,775.534,917.926,1091.134,1284.501,1451.399,1614.521,1785.103,1969.264,2149.318,2312.642,2453.708,2579.9,2686.241,2795.096,2894.031,2967.572
Burkina Faso,35,119.02,120.71,122.41,124.14,125.89,127.67,129.47,131.3,133.16,135.04,136.943,138.877,138.459,133.283,132.388,140.036,149.464,158.022,174.326,210.661,253.408,308.81,368.652,457.461,551.155,640.063,752.812,894.395,1066.453,1258.53,1424.535,1586.854,1756.601,1939.833,2118.989,2281.736,2422.481,2548.483,2654.935,2764.012,2863.356
Burkina Faso,40,75.39,78.64,82.03,85.58,89.27,93.12,97.14,101.34,105.71,110.28,115.036,120.002,122.761,121.007,116.943,115.495,121.215,131.977,142.079,159.129,194.227,236.804,291.824,350.929,438.595,531.41,619.755,731.56,871.788,1042.134,1232.34,1397.028,1558.191,1726.795,1908.73,2086.874,2248.933,2389.332,2515.289,2622.124,2731.652
Burkina Faso,45,60.82,63.64,66.59,69.67,72.9,76.27,79.81,83.5,87.37,91.42,95.655,100.086,105.51,107.399,106.551,102.638,100.581,107.557,119.062,129.489,145.769,180.276,222.275,276.064,334.124,420.189,511.548,598.751,708.949,847.076,1014.843,1202.309,1365.042,1524.534,1691.434,1871.765,2048.592,2209.805,2349.959,2476.164,2583.68
Burkina Faso,50,39.99,42.68,45.55,48.62,51.89,55.38,59.11,63.08,67.33,71.86,76.696,81.857,86.65,91.341,93.799,93.205,89.51,89.116,96.497,107.703,117.428,133.571,167.155,207.723,259.751,316.288,399.89,488.845,574.027,681.587,816.386,980.198,1163.497,1323.221,1480.005,1644.471,1822.398,1997.281,2157.341,2297.293,2423.851
Burkina Faso,55,34.75,36.7,38.77,40.95,43.25,45.68,48.25,50.96,53.82,56.85,60.047,63.423,68.657,72.96,77.8,80.371,80.185,78.452,78.658,85.575,95.67,105.328,121.172,152.96,191.387,240.965,295.072,374.876,460.079,542.027,645.506,775.318,933.277,1110.541,1265.71,1418.794,1579.816,1754.401,1926.759,2085.554,2225.316
Burkina Faso,60,26.64,28.02,29.47,31,32.61,34.3,36.08,37.95,39.92,41.99,44.169,46.46,49.997,54.653,58.967,63.593,66.478,68.152,67.025,67.171,73.02,82.595,92.19,107.038,136.094,171.594,217.527,267.848,342.005,421.58,498.649,596.114,718.642,868.231,1036.6,1185.499,1333.349,1489.603,1659.694,1828.863,1985.908
Burkina Faso,65,22.6,23.22,23.86,24.52,25.2,25.89,26.6,27.34,28.09,28.86,29.658,30.475,32.942,36.078,40.328,44.309,48.84,53.163,54.82,53.681,53.552,59.065,68.112,76.933,89.966,115.41,146.723,187.3,232.073,298.075,369.487,439.388,528.064,640.053,777.177,932.781,1072.289,1212.226,1361.292,1524.674,1688.467
Burkina Faso,70,7.57,8.14,8.76,9.43,10.15,10.92,11.75,12.64,13.61,14.64,15.759,16.959,18.153,20.202,22.86,26.297,29.906,34.966,38.338,39.239,38.126,38.737,43.883,51.463,58.59,69.244,89.819,115.276,148.487,185.544,240.342,300.415,360.204,436.591,533.424,653.189,790.549,916.397,1044.726,1183.221,1336.01
Burkina Faso,75,0,0,0,0,0.01,0.02,0.05,0.13,0.35,0.93,2.465,6.555,7.536,8.443,9.879,11.675,14.16,17.527,20.71,22.466,22.749,22.665,23.878,27.682,32.84,37.878,45.47,59.842,77.893,101.719,128.842,169.178,214.343,260.607,320.063,396.545,492.351,604.275,710.41,821.574,943.308
Burkina Faso,80,"28,033,286.84","5,629,174.06","1,130,356.24","226,979.16","45,578.15","9,152.24","1,837.80",369.04,74.1,14.88,2.988,0.6,1.834,2.256,2.73,3.409,4.347,5.957,7.514,8.778,9.398,9.851,10.302,11.183,13.145,15.904,18.774,23.039,31.014,41.269,55.079,71.278,95.63,123.87,153.79,193.099,244.562,310.552,389.947,469.225,554.912
Burkina Faso,85,0.74,0.71,0.67,0.64,0.61,0.58,0.55,0.52,0.5,0.47,0.45,0.428,0.106,0.318,0.431,0.568,0.783,1.156,1.617,2.005,2.301,2.571,2.861,3.101,3.43,4.117,5.147,6.272,7.952,11.063,15.203,20.941,27.966,38.761,51.788,66.428,86.163,112.866,148.362,193.016,240.376
Burkina Faso,90,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.032,0.036,0.007,0.032,0.048,0.073,0.116,0.172,0.233,0.283,0.34,0.404,0.468,0.517,0.586,0.734,0.959,1.223,1.623,2.359,3.383,4.861,6.783,9.801,13.682,18.339,24.915,34.24,47.305,64.605
Burkina Faso,95,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0.002,0.003,0.006,0.009,0.015,0.017,0.022,0.025,0.031,0.039,0.042,0.049,0.066,0.091,0.123,0.171,0.264,0.399,0.602,0.884,1.346,1.981,2.81,4.056,5.936,8.726
Burkina Faso,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0.001,0.001,0.001,0.002,0.003,0.004,0.007,0.011,0.019,0.03,0.049,0.078,0.121,0.192,0.31
Burundi,0,18.35,23.12,29.15,36.74,46.31,58.37,73.58,92.75,116.91,147.36,185.744,234.128,255.323,283.937,318.787,335.262,390.2,478.207,550.959,586.916,578.811,657.095,794.312,938.245,1037.42,1124.603,1209.483,1304.424,1408.165,1511.358,1604.119,1680.264,1746.274,1803.073,1858.9,1912.493,1950.715,1980.931,1998.546,2002.465,1998.645
Burundi,5,67.37,72.88,78.84,85.29,92.27,99.81,107.97,116.8,126.35,136.68,147.861,159.952,204.186,223.404,253.816,266.55,284.968,348.441,426.29,511.665,534.464,551.204,630.621,770.138,916.098,1016.13,1104.401,1190.499,1286.478,1391.227,1495.371,1589.146,1666.337,1733.415,1791.215,1847.951,1902.408,1941.577,1972.599,1990.976,1995.662
Burundi,10,67.88,72.36,77.12,82.21,87.62,93.4,99.55,106.11,113.1,120.55,128.497,136.964,148.919,190.491,216.41,234.841,248.906,264.861,327.383,413.338,482.001,524.659,539.76,617.53,756.835,902.271,1002.862,1091.915,1178.769,1275.403,1380.688,1485.339,1579.637,1657.395,1725.026,1783.402,1840.684,1895.684,1935.373,1966.906,1985.805
Burundi,15,61.74,65.61,69.74,74.12,78.78,83.73,88.99,94.58,100.52,106.84,113.551,120.686,129.144,140.167,184.929,202.93,223.924,232.44,252.9,309.074,377.042,472.337,516.796,528.684,608.958,747.6,892.687,993.567,1082.989,1170.214,1267.089,1372.531,1477.309,1571.788,1649.772,1717.682,1776.354,1833.949,1889.271,1929.299,1961.221
Burundi,20,50.54,54.04,57.79,61.8,66.08,70.66,75.56,80.8,86.4,92.39,98.794,105.643,112.813,120.528,131.824,165.856,197.973,210.844,222.754,218.357,259.345,364.566,463.675,499.91,519.132,599.254,737.092,881.557,982.482,1072.08,1159.438,1256.319,1361.664,1466.333,1560.767,1638.857,1706.956,1765.89,1823.761,1879.394,1919.893
Burundi,25,46.42,49.35,52.47,55.78,59.3,63.05,67.03,71.26,75.76,80.55,85.635,91.043,97.959,104.56,111.917,111.243,161.599,186.869,200.392,180.748,173.589,247.764,356.384,444.198,488.832,509.026,588.957,725.756,869.287,970.068,1059.642,1146.997,1243.719,1348.836,1453.263,1547.619,1625.804,1694.12,1753.371,1811.603,1867.699
Burundi,30,36.51,39.15,41.98,45.02,48.28,51.77,55.52,59.53,63.84,68.46,73.415,78.727,84.245,90.714,96.875,92.868,105.728,150.98,178.569,163.124,149.613,164.677,241.304,339.584,432.923,477.772,498.884,578.453,713.972,856.356,956.779,1046.193,1133.412,1229.886,1334.651,1438.83,1533.089,1611.407,1679.997,1739.654,1798.396
Burundi,35,33.83,36.01,38.32,40.78,43.4,46.19,49.16,52.32,55.69,59.26,63.074,67.128,72.482,77.66,83.789,81.098,84.824,96.426,140.498,148.728,139.915,141.353,159.161,228.077,328.904,420.552,465.581,487.468,566.397,700.287,841.162,941.021,1030.096,1117.054,1213.152,1317.533,1421.419,1515.616,1594.154,1663.175,1723.464
Burundi,40,22.46,24.45,26.61,28.97,31.53,34.32,37.36,40.67,44.27,48.19,52.454,57.098,61.176,66.176,71.092,70.227,72.598,76.854,86.809,117.688,130.332,131.88,135.305,149.181,219.323,317.25,407,451.916,474.362,552.328,684.086,822.968,921.935,1010.472,1096.975,1192.633,1296.541,1400.147,1494.345,1573.273,1642.968
Burundi,45,20.04,21.65,23.38,25.26,27.28,29.47,31.83,34.38,37.14,40.12,43.333,46.807,51.34,55.101,59.799,58.33,62.606,66.207,68.157,70.921,99.822,121.957,125.434,126.556,142.566,210.229,305.055,392.476,436.909,459.662,536.255,665.299,801.602,899.303,986.972,1072.899,1167.936,1271.289,1374.56,1468.827,1548.295
Burundi,50,14.95,16.27,17.71,19.28,20.98,22.84,24.85,27.05,29.44,32.04,34.874,37.956,41.318,45.427,48.896,49.464,51.25,56.206,58.698,55.57,58.449,91.602,114.766,116.664,119.69,135.304,200.131,291.204,375.607,419.124,441.887,516.488,641.884,774.69,870.472,956.912,1041.901,1136.019,1238.528,1341.28,1435.572
Burundi,55,5.93,6.86,7.94,9.2,10.65,12.33,14.28,16.53,19.14,22.16,25.662,29.713,32.594,35.584,39.276,40.591,42.156,44.756,50.035,47.503,44.695,52.086,84.721,105.318,108.502,111.742,126.759,188.028,274.324,354.742,396.782,419.272,491.111,611.635,739.681,832.957,917.669,1001.381,1094.271,1195.665,1297.747
Burundi,60,14.76,15.23,15.72,16.22,16.74,17.27,17.82,18.39,18.98,19.58,20.21,20.855,24.439,26.907,29.519,32.021,33.414,35.19,38.244,39.25,37.159,38.066,46.751,75.555,95.127,98.422,101.767,115.848,172.389,252.291,327.217,367.056,389.002,457.014,570.828,692.52,782.337,864.717,946.717,1037.954,1137.875
Burundi,65,12.14,12.4,12.66,12.92,13.19,13.47,13.75,14.04,14.34,14.64,14.946,15.26,15.954,18.85,20.881,23.72,25.008,26.072,27.85,28.031,30.071,29.511,32.351,39.498,64.79,81.983,85.236,88.523,101.203,151.221,222.199,289.342,325.935,346.94,409.359,513.746,626.269,710.993,789.843,869.129,957.741
Burundi,70,8.08,8.24,8.39,8.56,8.72,8.89,9.06,9.23,9.41,9.59,9.776,9.964,10.353,10.945,13.1,15.676,16.652,17.781,18.335,18.335,20.455,21.519,22.964,25.095,31.125,51.36,65.391,68.384,71.447,82.174,123.499,182.537,239.193,271.244,290.641,345.462,436.795,536.559,613.967,687.504,762.563
Burundi,75,5.5,5.49,5.47,5.46,5.44,5.43,5.41,5.4,5.39,5.37,5.358,5.344,5.586,5.912,6.36,9.793,9.275,9.985,10.526,10.065,10.839,12.385,14.526,15.509,17.232,21.538,35.826,45.974,48.488,51.105,59.292,89.893,134.121,177.515,203.322,220.315,264.855,338.815,421.3,488.095,553.42
Burundi,80,0.36,0.43,0.5,0.59,0.69,0.82,0.96,1.13,1.34,1.57,1.852,2.181,2.25,2.417,2.624,3.578,4.487,4.329,4.566,4.231,3.879,5.102,6.712,7.856,8.578,9.624,12.158,20.433,26.53,28.332,30.24,35.536,54.612,82.662,110.995,129.213,142.341,174.063,226.725,287.234,339.15
Burundi,85,0.63,0.62,0.6,0.59,0.58,0.57,0.55,0.54,0.53,0.52,0.507,0.496,0.613,0.66,0.736,0.787,1.148,1.454,1.377,1.312,1.172,1.276,1.969,2.61,3.114,3.44,3.913,5.015,8.566,11.318,12.303,13.369,16.011,25.101,38.755,53.221,63.386,71.503,89.702,120.027,156.314
Burundi,90,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.079,0.079,0.082,0.107,0.12,0.138,0.157,0.227,0.286,0.261,0.246,0.237,0.304,0.482,0.645,0.782,0.878,1.018,1.333,2.328,3.149,3.504,3.902,4.796,7.71,12.25,17.319,21.262,24.799,32.251,44.793
Burundi,95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.006,0.006,0.006,0.008,0.01,0.013,0.015,0.017,0.024,0.03,0.027,0.029,0.033,0.042,0.067,0.09,0.111,0.127,0.153,0.204,0.366,0.508,0.581,0.666,0.841,1.397,2.292,3.353,4.278,5.207,7.086
Burundi,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.006,0.008,0.01,0.012,0.014,0.019,0.034,0.049,0.057,0.067,0.086,0.143,0.24,0.364,0.486,0.618
Cabo Verde,0,0.01,0.02,0.04,0.07,0.14,0.29,0.59,1.18,2.37,4.77,9.609,19.34,18.612,21.881,24.63,23.235,24.807,28.488,31.544,32.576,29.669,27.766,26.223,27.223,26.315,24.889,23.367,22.328,21.617,20.979,20.233,19.418,18.595,17.805,17.18,16.562,15.988,15.4,14.82,14.272,13.783
Cabo Verde,5,4.34,4.63,4.94,5.27,5.63,6,6.4,6.83,7.29,7.78,8.301,8.857,15.877,17.437,22.112,21.638,21.419,22.627,26.086,30.636,32.484,28.309,26.292,25.945,26.956,26.059,24.692,23.212,22.21,21.523,20.905,20.164,19.355,18.536,17.747,17.125,16.508,15.935,15.347,14.768,14.221
Cabo Verde,10,233.59,171.36,125.71,92.22,67.65,49.63,36.41,26.71,19.59,14.37,10.544,7.735,7.959,15.305,17.383,19.47,21.307,19.648,20.931,25.804,30.742,31.824,27.407,26.108,25.763,26.774,25.915,24.58,23.125,22.141,21.469,20.854,20.118,19.307,18.493,17.707,17.085,16.47,15.896,15.312,14.732
Cabo Verde,15,11.51,11.32,11.14,10.97,10.79,10.62,10.45,10.28,10.12,9.96,9.801,9.645,6.591,7.756,14.987,13.41,18.415,19.354,18.567,20.031,25.361,30.251,29.697,25.859,24.506,24.129,25.533,24.975,23.868,22.584,21.73,21.065,20.452,19.723,18.917,18.105,17.322,16.703,16.089,15.517,14.934
Cabo Verde,20,3.09,3.39,3.72,4.09,4.49,4.93,5.41,5.94,6.52,7.16,7.861,8.631,7.392,6.289,7.262,11.466,8.969,15.937,15.105,17.114,18.271,24.491,27.502,27.26,23.375,21.966,22.2,24.055,23.846,23.008,21.928,21.086,20.431,19.829,19.106,18.308,17.503,16.723,16.109,15.499,14.929
Cabo Verde,25,0.11,0.16,0.24,0.34,0.5,0.72,1.05,1.53,2.22,3.23,4.7,6.831,6.623,6.998,5.769,5.167,6.892,7.129,11.926,14.285,14.996,17.507,23.175,27.14,26.677,22.821,21.528,21.843,23.753,23.597,22.804,21.742,20.913,20.267,19.676,18.962,18.174,17.373,16.6,15.989,15.381
Cabo Verde,30,19.57,17.02,14.8,12.87,11.19,9.73,8.46,7.36,6.4,5.56,4.839,4.208,5.848,6.267,6.625,4.029,3.475,6.246,6.71,11.483,12.961,14.395,18.803,24.063,27.733,27.316,23.29,21.859,22.065,23.884,23.673,22.896,21.851,21.034,20.4,19.819,19.113,18.33,17.539,16.771,16.164
Cabo Verde,35,38.88,32.04,26.41,21.76,17.93,14.78,12.18,10.04,8.27,6.81,5.616,4.628,3.542,5.525,5.934,5.31,2.821,3.251,5.906,6.585,11.06,12.511,16.668,19.045,24.183,27.845,27.354,23.308,21.847,22.027,23.815,23.621,22.863,21.836,21.034,20.414,19.843,19.146,18.371,17.585,16.823
Cabo Verde,40,43.35,35.82,29.61,24.47,20.22,16.71,13.81,11.41,9.43,7.79,6.44,5.322,3.907,3.313,5.213,4.98,4.425,2.643,3.065,6.181,6.441,10.545,13.75,15.886,18.883,23.974,27.582,27.096,23.101,21.664,21.849,23.641,23.469,22.734,21.729,20.945,20.341,19.783,19.096,18.333,17.556
Cabo Verde,45,0.05,0.08,0.12,0.19,0.29,0.44,0.68,1.06,1.63,2.52,3.9,6.026,4.254,3.633,3.082,4.49,4.317,4.237,2.454,3.106,5.654,6.12,11.44,12.816,15.621,18.584,23.577,27.132,26.677,22.769,21.376,21.583,23.381,23.235,22.534,21.559,20.801,20.218,19.675,19.005,18.256
Cabo Verde,50,0.42,0.51,0.62,0.75,0.91,1.11,1.35,1.64,1.99,2.42,2.946,3.581,4.83,3.894,3.338,2.583,3.946,4.183,4.031,2.347,3.021,5.44,7.459,10.974,12.452,15.198,18.079,22.948,26.443,26.045,22.27,20.946,21.191,22.993,22.891,22.236,21.303,20.581,20.025,19.507,18.859
Cabo Verde,55,0.04,0.05,0.08,0.11,0.17,0.25,0.37,0.55,0.81,1.2,1.778,2.632,2.978,4.313,3.494,2.847,2.191,3.873,3.996,3.933,2.399,2.852,5.436,7.289,10.432,11.876,14.509,17.291,22.001,25.419,25.107,21.537,20.316,20.611,22.424,22.378,21.788,20.918,20.242,19.724,19.239
Cabo Verde,60,84.13,58.41,40.55,28.15,19.54,13.57,9.42,6.54,4.54,3.15,2.188,1.519,2.25,2.544,3.712,2.924,2.398,2.214,3.679,3.898,3.886,2.47,2.298,5.174,6.679,9.604,10.98,13.477,16.139,20.632,23.951,23.772,20.484,19.41,19.775,21.599,21.635,21.131,20.342,19.732,19.268
Cabo Verde,65,11.55,9.72,8.19,6.9,5.81,4.89,4.12,3.47,2.92,2.46,2.071,1.744,1.212,1.793,2.043,2.945,2.347,2.194,2.12,3.396,3.696,3.89,2.386,1.982,4.481,5.83,8.456,9.75,12.064,14.563,18.761,21.941,21.932,19.028,18.152,18.61,20.446,20.583,20.188,19.505,18.981
Cabo Verde,70,3.3,3.07,2.85,2.65,2.47,2.29,2.13,1.98,1.84,1.71,1.593,1.481,1.248,0.867,1.295,1.453,2.159,1.844,1.859,1.833,2.885,3.554,3.273,1.932,1.582,3.621,4.772,7.009,8.183,10.246,12.512,16.3,19.269,19.464,17.063,16.436,17.003,18.822,19.071,18.814,18.268
Cabo Verde,75,6.03,5.1,4.32,3.66,3.1,2.62,2.22,1.88,1.59,1.35,1.142,0.967,0.899,0.757,0.53,0.78,0.904,1.396,1.271,1.288,1.404,2.202,2.582,2.28,1.358,1.131,2.636,3.541,5.297,6.294,8.019,9.955,13.184,15.834,16.249,14.462,14.123,14.786,16.536,16.906,16.806
Cabo Verde,80,0.08,0.09,0.11,0.13,0.16,0.19,0.22,0.27,0.32,0.38,0.455,0.544,0.461,0.43,0.367,0.248,0.381,0.465,0.729,0.674,0.736,0.774,1.259,1.459,1.319,0.801,0.685,1.64,2.259,3.464,4.219,5.507,7.001,9.494,11.677,12.261,11.144,11.089,11.796,13.377,13.844
Cabo Verde,85,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.157,0.156,0.187,0.159,0.15,0.126,0.087,0.141,0.175,0.281,0.264,0.301,0.321,0.53,0.632,0.58,0.365,0.323,0.798,1.138,1.806,2.271,3.064,4.028,5.651,7.189,7.793,7.288,7.43,8.076,9.338
Cabo Verde,90,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.036,0.035,0.037,0.043,0.037,0.035,0.032,0.022,0.034,0.045,0.073,0.073,0.082,0.09,0.154,0.183,0.175,0.114,0.105,0.273,0.405,0.669,0.878,1.236,1.706,2.508,3.339,3.77,3.654,3.848,4.307
Cabo Verde,95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.003,0.005,0.006,0.012,0.012,0.014,0.015,0.026,0.032,0.032,0.023,0.021,0.057,0.089,0.154,0.214,0.321,0.469,0.732,1.029,1.219,1.236,1.357
Cabo Verde,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.003,0.003,0.003,0.002,0.002,0.006,0.01,0.019,0.028,0.044,0.069,0.115,0.173,0.221,0.243
Cambodia,0,26.5,34.52,44.96,58.56,76.28,99.36,129.43,168.59,219.61,286.05,372.606,485.348,537.725,592.51,608.582,630.776,437.825,757.535,871.768,891.433,795.488,773.353,858.243,900.322,907.287,878.719,849.72,846.155,848.303,831.101,800.79,765.581,740.671,719.638,694.105,664.517,635.123,608.406,585.142,563.092,540.779
Cambodia,5,89.59,101.24,114.4,129.28,146.08,165.08,186.54,210.79,238.2,269.17,304.164,343.71,449.534,498.61,531.539,547.384,488.591,412.759,730.127,870.322,885.994,812.019,758.309,848.088,893.05,899.925,872.256,843.968,840.887,843.414,826.625,796.714,761.869,737.249,716.467,691.149,661.769,632.555,605.985,582.842,560.887
Cambodia,10,117.35,127.36,138.23,150.02,162.82,176.72,191.79,208.16,225.92,245.2,266.119,288.826,326.394,427.049,458.531,483.135,420.925,465.469,395.021,736.338,886.063,915.315,816.329,748.643,839.051,885.018,892.615,865.728,838.1,835.447,838.325,821.938,792.428,757.953,733.633,713.11,688.031,658.869,629.842,603.436,580.432
Cambodia,15,99.28,108.11,117.73,128.2,139.6,152.02,165.54,180.26,196.29,213.75,232.764,253.467,274.603,309.882,392.273,414.431,326.871,399.89,446.773,404.202,812.828,814.388,863.175,799.075,732.95,823.561,869.784,877.762,851.339,824.107,821.707,824.811,808.684,779.465,745.267,721.174,700.852,675.962,646.979,618.116,591.847
Cambodia,20,77.63,85.39,93.93,103.33,113.66,125.02,137.53,151.28,166.4,183.04,201.348,221.482,240.463,259.812,282.476,355.521,281.559,308.863,382.205,452.231,373.904,787.011,650.929,836.314,773.818,708.801,799.262,845.563,853.795,827.736,800.843,798.642,801.931,786.056,757.139,723.237,699.393,679.29,654.615,625.843,597.163
Cambodia,25,62.29,68.96,76.36,84.55,93.61,103.65,114.76,127.07,140.69,155.78,172.482,190.976,209.545,226.981,236.721,256.216,254.871,267.814,296.322,384.934,450.599,349.288,848.251,624.672,809.446,748.218,684.255,774.397,820.716,829.198,803.582,777.111,775.171,778.696,763.162,734.638,701.142,677.631,657.816,633.429,604.938
Cambodia,30,51,56.68,62.99,70.01,77.82,86.49,96.12,106.84,118.74,131.97,146.676,163.02,180.045,197.087,206.059,213.897,184.843,240.334,254.821,297.398,399.357,419.762,323.002,820.862,602.128,785.319,725.529,662.779,752.442,798.719,807.494,782.461,756.559,754.984,758.84,743.761,715.775,682.806,659.724,640.285,616.266
Cambodia,35,42.54,47.34,52.67,58.6,65.21,72.55,80.73,89.82,99.94,111.2,123.727,137.666,152.73,168.41,177.834,185.857,160.74,173.46,228.224,253.62,328.438,388.719,412.942,306.621,796.606,582.459,763.586,705.374,644.042,733.019,779.203,788.348,764.074,738.907,737.815,742.098,727.623,700.303,667.985,645.434,626.453
Cambodia,40,32.51,36.47,40.91,45.9,51.49,57.76,64.79,72.68,81.54,91.47,102.612,115.111,128.107,142.183,151.355,161.093,151.778,150.495,163.628,225.645,230.899,325.606,372.648,395.708,293.031,772.998,564.231,742.638,686.243,626.583,714.673,760.751,770.404,747.096,722.867,722.389,727.229,713.488,686.975,655.441,633.527
Cambodia,45,27.48,30.73,34.36,38.43,42.97,48.06,53.74,60.1,67.21,75.16,84.049,93.991,105.666,117.871,126.62,136.292,133.632,141.389,140.831,161.297,210.834,219.388,330.824,356.689,380.18,280.855,749.299,546.496,721.618,667.253,609.532,696.587,742.583,752.846,730.698,707.588,707.854,713.333,700.434,674.853,644.218
Cambodia,50,23.99,26.58,29.46,32.65,36.18,40.09,44.43,49.24,54.57,60.47,67.014,74.265,83.522,94.434,102.256,110.999,107.913,122.087,130.216,136.946,148.104,196.496,206.497,315.589,341.437,364.827,269.212,724.199,528.185,699.33,647.298,591.839,677.682,723.555,734.53,713.749,691.962,693.064,699.263,687.34,662.837
Cambodia,55,20.38,22.36,24.53,26.91,29.53,32.4,35.55,39,42.79,46.95,51.511,56.517,63.09,71.539,78.488,85.706,81.393,95.493,109.429,123.164,121.313,141.812,184.527,193.821,298.319,323.504,346.561,255.765,692.724,505.723,671.549,622.682,570.299,654.536,700.283,712.263,693.343,673.307,675.535,682.713,672.083
Cambodia,60,20.18,21.5,22.91,24.41,26.01,27.71,29.52,31.46,33.52,35.71,38.046,40.536,44.907,50.682,55.802,61.554,56.213,68.316,80.927,98.404,101.351,108.548,128.553,167.035,176.808,272.969,297.236,319.691,236.495,645.05,472.321,629.949,586.146,538.601,620.455,666.159,679.834,663.841,646.591,650.631,659.381
