Country,age,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Libya,90,17.3,10.88,6.84,4.3,2.7,1.7,1.07,0.67,0.42,0.27,0.167,0.105,0.09,0.112,0.142,0.164,0.207,0.256,0.29,0.34,0.47,0.582,0.756,1.018,1.205,1.412,1.66,1.969,2.159,3.078,4.248,6.907,11.965,17.544,23.007,26.51,30.55,33.13,37.128,43.719,54.647
Libya,95,26.62,13.31,6.66,3.33,1.66,0.83,0.42,0.21,0.1,0.05,0.026,0.013,0.009,0.008,0.012,0.015,0.019,0.024,0.033,0.038,0.045,0.063,0.078,0.101,0.144,0.176,0.216,0.266,0.33,0.382,0.572,0.832,1.43,2.614,4.061,5.659,6.932,8.486,9.764,11.563,14.306
Libya,100,177.15,59.05,19.68,6.56,2.19,0.73,0.24,0.08,0.03,0.01,0.003,0.001,0.001,0,0,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.006,0.008,0.013,0.017,0.021,0.027,0.035,0.042,0.063,0.096,0.17,0.324,0.536,0.797,1.048,1.363,1.675,2.089
Lithuania,0,19.91,23.65,28.1,33.39,39.67,47.13,55.99,66.53,79.04,93.9,111.566,132.55,140.534,146.153,136.268,135.152,130.927,140.916,147.669,123.558,93.96,75.721,75.423,77.582,74.742,64.586,57.099,50.01,48.689,52.9,56.159,54.27,49.218,44.113,41.333,41.504,42.936,43.149,41.002,37.64,34.795
Lithuania,5,252.85,233.82,216.22,199.94,184.9,170.98,158.11,146.21,135.21,125.03,115.621,106.919,125.08,142.877,149.011,136.933,137.064,133.074,142.823,141.937,123.936,91.542,72.169,70.945,80.143,73.761,64.152,56.872,49.855,48.537,52.747,56.007,54.121,49.068,43.968,41.189,41.361,42.792,43.006,40.86,37.498
Lithuania,10,231.82,217.01,203.14,190.16,178.01,166.63,155.99,146.02,136.69,127.95,119.775,112.121,115.69,123.577,145.691,148.66,138.493,139.182,133.801,137.069,141.076,120.437,88.985,70.591,61.526,79.365,73.405,63.958,56.739,49.73,48.412,52.624,55.884,53.999,48.951,43.852,41.075,41.248,42.681,42.893,40.748
Lithuania,15,131.03,129.6,128.18,126.78,125.4,124.03,122.67,121.33,120.01,118.7,117.401,116.119,116.005,111.853,122.255,147.224,149.367,141.409,140.441,128.663,133.181,131.483,115.714,87.145,63.046,57.75,77.666,72.512,63.351,56.149,49.154,47.844,52.054,55.315,53.435,48.393,43.3,40.526,40.699,42.133,42.346
Lithuania,20,52.3,56.11,60.2,64.58,69.28,74.33,79.74,85.55,91.78,98.46,105.631,113.323,110.687,113.759,108.379,123.646,147.659,152.475,143.816,135.781,117.632,121.433,115.821,106.647,68.453,56.21,54.722,76.009,71.365,62.247,55.076,48.106,46.807,51.017,54.28,52.408,47.378,42.295,39.529,39.707,41.14
Lithuania,25,7.26,9.23,11.73,14.91,18.95,24.1,30.63,38.94,49.51,62.94,80.014,101.72,112.128,113.195,111.398,111.42,124.098,147,154.464,138.39,124.214,107.451,103.932,100.409,95.967,61.674,53.162,53.068,74.727,70.136,61.085,53.962,47.031,45.748,49.955,53.215,51.357,46.349,41.287,38.531,38.713
Lithuania,30,0.98,1.46,2.16,3.22,4.79,7.12,10.58,15.73,23.4,34.79,51.728,76.916,103.317,112.453,115.065,111.559,112.695,123.08,145.561,145.933,127.018,114.951,98.424,90.441,96.833,90.164,59.021,51.658,51.945,73.475,68.962,60.008,52.954,46.084,44.822,49.021,52.281,50.444,45.468,40.436,37.697
Lithuania,35,531.66,428.38,345.17,278.12,224.09,180.56,145.49,117.23,94.45,76.11,61.322,49.41,76.825,103.526,112.168,114.279,110.534,110.127,120.856,135.305,138.385,117.613,105.177,88.473,78.184,91.96,87.399,57.492,50.522,50.855,72.201,67.793,58.967,52.01,45.223,43.992,48.178,51.432,49.626,44.699,39.711
Lithuania,40,"7,790.82","4,992.58","3,199.40","2,050.27","1,313.87",841.97,539.56,345.76,221.58,141.99,90.993,58.311,51.015,76.706,103.075,109.92,111.887,107.212,106.661,110.842,123.961,129.129,107.872,96.694,80.127,74.119,88.996,85.146,56.088,49.318,49.713,70.794,66.516,57.865,51.037,44.366,43.174,47.339,50.585,48.818,43.961
Lithuania,45,11.49,13.8,16.57,19.9,23.9,28.71,34.47,41.4,49.72,59.71,71.708,86.117,56.336,50.16,75.754,99.689,106.103,106.778,102.891,97.24,102.323,116.969,118.406,99.629,94.174,75.976,71.182,86.103,82.642,54.477,47.965,48.429,69.152,65.037,56.608,49.95,43.428,42.288,46.424,49.655,47.944
Lithuania,50,6.76,8.32,10.24,12.61,15.53,19.12,23.54,28.99,35.69,43.94,54.102,66.613,80.305,54.677,48.647,72.805,94.668,99.873,100.758,93.159,86.408,94.236,106.542,108.367,88.016,88.865,72.303,68.135,82.775,79.668,52.604,46.403,46.944,67.196,63.281,55.13,48.686,42.356,41.282,45.374,48.584
Lithuania,55,71.84,69.4,67.04,64.76,62.56,60.43,58.38,56.4,54.48,52.63,50.838,49.11,61.822,76.754,52.071,46.086,68.173,87.703,92.233,89.171,82.495,78.169,83.376,96.694,107.707,81.621,83.189,68.087,64.483,78.681,76.008,50.32,44.497,45.121,64.759,61.088,53.299,47.131,41.05,40.061,44.096
Lithuania,60,10.55,12.02,13.7,15.61,17.79,20.27,23.11,26.33,30.01,34.2,38.969,44.409,45.921,57.548,70.822,48.691,41.807,61.71,78.79,79.304,77.803,72.811,67.374,73.401,81.13,96.798,74.064,76.138,62.758,59.815,73.422,71.278,47.362,42.025,42.744,61.546,58.202,50.891,45.093,39.348,38.474
Lithuania,65,38.49,37.86,37.24,36.64,36.04,35.45,34.87,34.3,33.73,33.18,32.64,32.106,37.01,40.081,50.82,60.659,42.802,35.596,53.192,64.647,66.068,67.399,59.946,56.85,66.247,69.733,84.364,65.28,67.809,56.412,54.219,67.042,65.472,43.712,38.954,39.781,57.505,54.564,47.856,42.524,37.207
Lithuania,70,45.34,42.89,40.57,38.38,36.3,34.34,32.49,30.73,29.07,27.5,26.011,24.605,21.014,30.025,32.421,40.86,48.089,34.02,28.298,40.97,50.104,53.895,53.255,48.111,38.601,53.983,57.816,71.025,55.716,58.612,49.313,47.857,59.662,58.665,39.396,35.296,36.224,52.619,50.142,44.152,39.382
Lithuania,75,17.18,17.17,17.17,17.16,17.15,17.15,17.14,17.13,17.12,17.12,17.11,17.103,13.132,15.528,21.555,23.304,29.075,34.479,24.329,19.63,28.921,35.681,36.734,40.538,37.18,29.24,41.828,45.674,57.125,45.551,48.638,41.444,40.65,51.143,50.692,34.283,30.916,31.927,46.654,44.701,39.564
Lithuania,80,78.88,63.14,50.53,40.45,32.37,25.91,20.74,16.6,13.29,10.63,8.512,6.813,4.859,8.89,9.926,14.378,13.721,17.229,21.154,13.993,13.222,17.596,20.153,24.347,28.005,25.088,20.267,29.737,33.235,42.475,34.543,37.516,32.425,32.196,40.951,40.992,27.973,25.443,26.489,39.009,37.653
Lithuania,85,0.22,0.29,0.38,0.5,0.65,0.84,1.1,1.44,1.88,2.45,3.201,4.179,3.355,2.409,4.591,5.189,7.253,6.659,8.117,9.852,5.352,5.232,6.994,10.359,13.723,16.517,15.236,12.657,19.077,21.873,28.623,23.757,26.254,23.035,23.18,29.848,30.223,20.849,19.16,20.146,29.955
Lithuania,90,0.01,0.01,0.02,0.03,0.04,0.07,0.11,0.18,0.29,0.47,0.751,1.206,1.547,1.247,0.939,1.85,2.104,2.792,2.294,2.741,2.449,1.385,1.385,2.583,5.078,6.981,8.649,8.201,7.001,10.832,12.728,17.019,14.389,16.161,14.385,14.673,19.137,19.617,13.694,12.728,13.537
Lithuania,95,0,0,0,0,0,0,0.01,0.01,0.02,0.05,0.096,0.191,0.298,0.414,0.344,0.275,0.577,0.607,0.69,0.528,0.42,0.396,0.23,0.302,1.015,2.071,2.927,3.724,3.625,3.176,5.037,6.049,8.242,7.087,8.081,7.3,7.548,9.98,10.363,7.329,6.902
Lithuania,100,0,0,0,0,0,0,0,0,0,0,0.006,0.014,0.027,0.054,0.079,0.078,0.075,0.126,0.114,0.113,0.057,0.044,0.042,0.029,0.09,0.31,0.678,1.041,1.396,1.494,1.41,1.972,2.482,3.355,3.299,3.63,3.52,3.6,4.459,4.916,4.102
Luxembourg,0,3.86,4.24,4.67,5.13,5.64,6.21,6.83,7.51,8.26,9.09,10,11,12.471,13.065,12.234,10.753,10.494,10.862,11.906,14.055,14.68,14.292,14.791,16.16,17.102,17.589,17.633,17.904,18.26,18.852,19.592,20.25,20.754,21.189,21.621,22.125,22.729,23.342,23.905,24.39,24.847
Luxembourg,5,10,10,10,10,10,10,10,10,10,10,10,10,11.35,12.736,13.233,12.738,11.197,10.503,11.223,12.73,14.557,14.893,15.49,15.365,16.733,17.784,18.137,18.181,18.451,18.808,19.401,20.141,20.801,21.303,21.738,22.171,22.677,23.28,23.894,24.457,24.943
Luxembourg,10,10.01,10.01,10.01,10.01,10.01,10.01,10,10,10,10,10,9.999,10.231,11.678,13.023,13.659,13.209,11.022,10.775,11.782,13.18,14.691,15.812,16.09,15.962,17.677,18.538,18.89,18.935,19.205,19.563,20.156,20.897,21.555,22.059,22.494,22.928,23.433,24.038,24.65,25.213
Luxembourg,15,179.22,137.86,106.04,81.57,62.75,48.27,37.13,28.56,21.97,16.9,13,10,10.153,11.112,12.36,13.776,14.147,13.196,11.424,11.349,12.419,13.592,15.466,17.405,17.685,17.629,19.009,19.871,20.225,20.269,20.54,20.899,21.494,22.232,22.892,23.396,23.832,24.264,24.771,25.374,25.987
Luxembourg,20,12.02,12.02,12.02,12.01,12.01,12.01,12.01,12.01,12,12,12,11.998,11.33,11.06,11.514,13.754,14.485,14.787,14.461,13.114,12.847,13.506,15.286,18.634,20.581,20.145,19.597,20.976,21.841,22.195,22.24,22.512,22.872,23.464,24.205,24.868,25.372,25.808,26.242,26.747,27.353
Luxembourg,25,0.73,0.94,1.23,1.59,2.07,2.69,3.5,4.55,5.92,7.69,10,12.999,12.146,11.93,11.604,13.481,14.6,15.162,16.757,16.834,15.638,14.589,17.839,20.285,23.626,23.205,22.241,21.697,23.075,23.941,24.3,24.346,24.619,24.981,25.575,26.317,26.979,27.486,27.924,28.36,28.867
Luxembourg,30,3.85,4.24,4.66,5.13,5.64,6.21,6.83,7.51,8.26,9.09,9.999,10.999,12.74,12.358,12.077,12.603,14.577,14.922,16.459,18.309,18.795,17.006,18.912,22.195,24.642,25.67,24.834,23.878,23.338,24.719,25.586,25.945,25.997,26.271,26.635,27.23,27.975,28.639,29.146,29.587,30.024
Luxembourg,35,74.3,61.92,51.6,43,35.83,29.86,24.88,20.74,17.28,14.4,12,10,9.856,12.847,12.397,12.563,12.825,14.385,15.547,17.172,19.346,19.547,19.675,21.387,24.662,25.852,26.629,25.802,24.854,24.319,25.701,26.571,26.934,26.987,27.265,27.632,28.231,28.977,29.644,30.152,30.595
Luxembourg,40,12.02,12.02,12.02,12.02,12.01,12.01,12.01,12.01,12.01,12,12.001,11.999,8.86,9.837,12.797,12.671,12.409,12.313,14.515,15.791,17.638,19.735,21.718,22.402,24.118,25.198,26.27,27.052,26.235,25.295,24.769,26.151,27.026,27.392,27.45,27.731,28.102,28.704,29.453,30.122,30.633
Luxembourg,45,4.6,5.02,5.48,5.98,6.52,7.12,7.76,8.47,9.24,10.08,11,12.001,11.377,8.755,9.608,12.768,12.381,11.927,12.248,14.534,15.706,17.642,21.007,24.604,25.299,24.191,25.237,26.317,27.108,26.305,25.38,24.862,26.249,27.127,27.501,27.565,27.853,28.228,28.837,29.59,30.264
Luxembourg,50,1.21,1.48,1.81,2.21,2.7,3.3,4.04,4.93,6.03,7.37,9.001,10.999,11.569,10.936,8.37,9.392,12.185,11.631,11.594,11.965,14.161,15.405,18.127,21.892,25.485,24.964,23.907,24.966,26.056,26.861,26.081,25.178,24.677,26.068,26.956,27.342,27.417,27.717,28.104,28.718,29.482
Luxembourg,55,2.46,2.77,3.11,3.5,3.94,4.44,4.99,5.62,6.32,7.11,7.999,9,10.305,10.734,10.085,7.751,8.688,11.319,10.863,11.021,11.442,13.538,15.264,18.247,21.983,24.716,24.304,23.307,24.382,25.484,26.307,25.567,24.701,24.23,25.631,26.532,26.937,27.032,27.351,27.754,28.386
Luxembourg,60,7,7,7,7,7,7,7,7,7,7,7,7,7.966,9.09,9.361,8.854,6.893,7.599,10.19,9.999,10.074,10.423,12.796,14.684,17.629,20.918,23.7,23.364,22.448,23.542,24.665,25.514,24.831,24.021,23.595,25.009,25.933,26.366,26.495,26.841,27.27
Luxembourg,65,6,6,6,6,6,6,6,6,6,6,6,6,5.931,6.703,7.516,7.772,7.374,5.792,6.576,9.041,8.87,8.991,9.532,11.882,13.719,16.488,19.756,22.499,22.26,21.447,22.566,23.716,24.603,23.999,23.262,22.896,24.332,25.286,25.761,25.932,26.317
Luxembourg,70,1.5,1.65,1.81,2,2.19,2.41,2.66,2.92,3.21,3.54,3.889,4.278,4.213,4.551,5.024,5.604,5.963,5.846,4.628,5.421,7.603,7.652,7.945,8.515,10.767,12.548,15.244,18.4,21.085,20.964,20.287,21.441,22.628,23.564,23.065,22.432,22.151,23.612,24.612,25.14,25.373
Luxembourg,75,0.75,0.84,0.94,1.06,1.19,1.34,1.51,1.7,1.92,2.16,2.426,2.73,2.728,2.837,2.975,3.279,3.698,4.061,4.213,3.386,4.129,5.991,6.465,6.446,7.049,9.403,11.119,13.654,16.634,19.217,19.246,18.755,19.953,21.184,22.188,21.836,21.352,21.185,22.69,23.751,24.361
Luxembourg,80,0.05,0.07,0.1,0.13,0.18,0.24,0.33,0.45,0.62,0.85,1.158,1.582,1.432,1.505,1.519,1.63,1.771,2.031,2.307,2.528,2.097,2.819,4.099,5.141,5.24,5.568,7.585,9.121,11.365,14.025,16.393,16.61,16.363,17.585,18.854,19.933,19.804,19.529,19.54,21.087,22.24
Luxembourg,85,1.38,1.24,1.11,1,0.89,0.8,0.72,0.64,0.58,0.52,0.465,0.417,0.593,0.562,0.573,0.588,0.632,0.715,0.877,1.049,1.21,1.101,1.543,2.396,3.155,3.353,3.682,5.147,6.33,8.047,10.116,12.041,12.419,12.439,13.592,14.807,15.913,16.047,16.068,16.306,17.854
Luxembourg,90,0,0,0,0,0,0,0.01,0.01,0.02,0.04,0.065,0.109,0.104,0.154,0.141,0.151,0.153,0.167,0.206,0.267,0.341,0.44,0.419,0.608,1.002,1.395,1.545,1.752,2.519,3.182,4.148,5.346,6.52,6.883,7.064,7.901,8.822,9.7,10.019,10.265,10.671
Luxembourg,95,0,0,0,0,0,0,0,0,0,0,0,0.008,0.015,0.015,0.024,0.023,0.024,0.024,0.029,0.037,0.05,0.076,0.101,0.092,0.139,0.238,0.342,0.388,0.453,0.665,0.86,1.146,1.509,1.881,2.034,2.136,2.448,2.797,3.154,3.338,3.511
Luxembourg,100,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.006,0.01,0.011,0.009,0.013,0.023,0.033,0.039,0.046,0.067,0.088,0.119,0.158,0.2,0.221,0.236,0.272,0.315,0.36,0.389
Madagascar,0,20.02,26.35,34.67,45.62,60.03,78.99,103.94,136.78,179.98,236.82,311.622,410.048,468.12,532.166,611.79,709.66,819.836,922.81,1048.569,1221.877,1424.845,1574.546,1720.513,1871.864,2078.553,2286.08,2467.941,2618.787,2770.65,2923.058,3078.625,3213.765,3322.859,3415.871,3496.742,3562.471,3604.925,3629.195,3636.918,3619.369,3587.144
Madagascar,5,66.5,75.51,85.74,97.35,110.53,125.5,142.49,161.79,183.7,208.58,236.821,268.892,360.157,417.132,480.136,558.5,652.779,763.41,860.041,988.264,1169.533,1381.567,1538.782,1690.413,1845.421,2055.048,2265.157,2449.219,2601.968,2755.413,2909.155,3065.992,3202.287,3312.56,3406.689,3488.569,3555.217,3598.523,3623.548,3631.952,3615.004
Madagascar,10,212.36,213.23,214.09,214.96,215.83,216.71,217.59,218.47,219.35,220.24,221.138,222.035,254.169,342.92,399.589,462.569,539.688,633.426,741.04,838.903,969.2,1151.867,1364.569,1522.537,1675.821,1832.469,2043.163,2254.106,2438.916,2592.408,2746.48,2900.834,3058.208,3195.121,3306.01,3400.74,3483.213,3550.437,3594.26,3619.763,3628.596
Madagascar,15,192.26,194.1,195.96,197.83,199.73,201.64,203.57,205.52,207.49,209.48,211.482,213.507,215.278,247.542,335.014,391.475,453.844,528.928,620.946,728.152,827.287,956.298,1136.831,1349.98,1509.087,1663.571,1821.221,2032.365,2243.638,2428.828,2582.763,2737.265,2892.043,3049.87,3187.313,3298.768,3394.113,3477.161,3544.947,3589.316,3615.329
Madagascar,20,117.48,123.45,129.73,136.32,143.26,150.54,158.2,166.24,174.69,183.57,192.909,202.718,205.609,208.255,239.838,325.237,380.976,440.461,513.562,604.932,715.55,813.743,940.739,1121.55,1334.852,1494.821,1650.063,1808.235,2019.399,2230.66,2415.966,2570.231,2725.029,2880.244,3038.524,3176.566,3288.72,3384.808,3468.545,3537.059,3582.128
Madagascar,25,106.46,111.87,117.56,123.53,129.81,136.41,143.35,150.63,158.29,166.34,174.795,183.681,193.904,197.576,200.217,230.626,314.257,367.082,424.649,497.184,593.06,702.448,799.32,926.862,1107.606,1320.708,1481.068,1636.603,1794.906,2005.805,2216.832,2402.134,2556.611,2711.75,2867.427,3026.196,3164.885,3277.8,3374.639,3459.149,3528.409
Madagascar,30,50.8,56.55,62.94,70.07,77.99,86.82,96.64,107.58,119.75,133.3,148.382,165.171,174.416,185.029,188.754,191.275,221.354,302.037,353.032,410.226,485.559,580.141,688.005,785.518,913.174,1093.534,1306.076,1466.449,1621.969,1780.187,1990.649,2201.362,2386.622,2541.445,2697.025,2853.269,3012.678,3152.136,3265.898,3363.649,3449.041
Madagascar,35,105.27,107.94,110.67,113.48,116.35,119.3,122.32,125.42,128.6,131.86,135.2,138.626,155.247,164.933,175.477,179.368,182.629,212.038,289.618,340.134,397.896,472.249,565.196,672.907,770.524,897.968,1077.465,1288.887,1448.874,1604.116,1762.076,1971.923,2182.218,2367.55,2522.866,2679.089,2836.088,2996.369,3136.761,3251.616,3350.467
Madagascar,40,264.57,247.16,230.89,215.7,201.51,188.25,175.86,164.29,153.48,143.38,133.941,125.127,129.19,145.69,155.451,166.016,170.087,173.863,201.991,277.465,327.193,384.248,456.836,549.161,655.981,753.293,879.957,1057.885,1267.418,1426.599,1581.268,1738.839,1947.845,2157.699,2343.175,2499.183,2656.287,2814.293,2975.606,3117.237,3233.436
Madagascar,45,15.82,19.06,22.96,27.66,33.32,40.15,48.37,58.28,70.21,84.59,101.919,122.792,115.473,120.032,135.998,145.743,155.355,160.408,164.042,191.752,264.188,313.01,368.097,439.741,530.554,635.823,732.157,857.252,1032.615,1239.298,1397.129,1550.915,1707.865,1915.801,2125.049,2310.712,2467.671,2625.888,2785.081,2947.706,3090.883
Madagascar,50,7.37,9.26,11.65,14.65,18.43,23.18,29.15,36.66,46.11,57.99,72.929,91.721,111.16,105.182,109.829,125.005,133.761,144.428,149.198,153.599,180.108,249.602,296.165,350.013,419.777,508.254,610.986,705.495,828.046,999.67,1202.277,1358.172,1510.601,1666.661,1873.062,2081.441,2267.279,2425.318,2584.82,2745.54,2909.755
Madagascar,55,19.15,21.36,23.82,26.57,29.64,33.06,36.88,41.14,45.88,51.18,57.091,63.682,80.584,98.301,93.503,98.152,111.78,121.655,131.438,136.843,141.427,167.054,232.099,276.771,328.458,395.396,480.377,579.344,670.976,789.797,956.13,1153.103,1306.083,1456.481,1611.043,1815.194,2022.137,2207.882,2367.123,2528.205,2690.707
Madagascar,60,14.01,15.66,17.5,19.56,21.86,24.42,27.29,30.5,34.09,38.09,42.57,47.573,53.516,68.329,84.006,80.533,84.461,98.132,106.878,116.606,121.623,126.931,150.55,210.323,252.005,300.36,363.093,442.993,536.452,623.813,737.18,896.039,1084.865,1233.527,1380.748,1533.126,1733.871,1938.466,2123.926,2284.738,2447.776
Madagascar,65,8.88,10,11.26,12.68,14.28,16.08,18.12,20.4,22.98,25.88,29.15,32.831,37.142,42.324,54.666,68.024,65.042,69.902,81.289,89.671,97.228,102.9,108.127,129.068,181.397,218.598,262.077,318.779,391.337,476.855,557.92,663.47,811.417,988.363,1130.43,1273.027,1421.907,1617.214,1818.224,2002.931,2165.369
Madagascar,70,5.31,5.98,6.74,7.59,8.55,9.64,10.86,12.23,13.78,15.52,17.49,19.705,22.567,25.981,30.083,39.511,49.274,48.801,52.515,62.177,67.853,75.239,80.301,85,102.248,144.842,176.002,212.913,261.354,323.837,398.246,470.388,564.612,696.863,856.453,988.719,1123.614,1266.071,1452.704,1647.143,1828.834
Madagascar,75,3.21,3.54,3.91,4.32,4.78,5.28,5.83,6.44,7.12,7.86,8.689,9.6,11.069,12.992,15.3,18.151,24.114,31.488,31.236,34.478,40.882,45.896,51.538,55.531,59.377,72.178,103.418,127.234,155.893,193.873,243.368,303.353,363.144,441.715,552.341,688.255,805.425,927.451,1059.154,1231.183,1413.053
Madagascar,80,0.48,0.57,0.69,0.82,0.99,1.19,1.42,1.71,2.05,2.46,2.953,3.544,4.037,4.812,5.83,7.1,8.649,12.138,15.886,16.311,18.517,22.691,25.992,29.535,32.248,34.948,43.117,62.777,78.515,97.849,123.769,158.151,200.724,244.659,302.981,386.309,490.799,585.407,687.575,800.616,947.902
Madagascar,85,0.54,0.56,0.58,0.6,0.63,0.65,0.67,0.7,0.73,0.75,0.78,0.809,1.01,1.202,1.489,1.884,2.409,3.118,4.39,6.002,6.633,7.793,9.846,11.445,13.229,14.675,16.186,20.342,30.182,38.493,48.915,63.168,82.496,107.044,133.428,169.476,221.723,289.042,354.449,427.996,511.798
Madagascar,90,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.1,0.117,0.131,0.142,0.186,0.233,0.304,0.414,0.56,0.728,1.08,1.696,1.934,2.373,3.049,3.62,4.256,4.811,5.409,6.925,10.48,13.627,17.687,23.382,31.288,41.632,53.49,70.113,94.731,128.064,162.97,204.049
Madagascar,95,0,0,0,0,0,0,0,0,0.01,0.01,0.008,0.01,0.013,0.015,0.021,0.027,0.039,0.057,0.078,0.106,0.195,0.314,0.379,0.473,0.623,0.752,0.898,1.032,1.177,1.533,2.353,3.113,4.127,5.583,7.657,10.523,13.996,19.03,26.864,38.017,50.648
Madagascar,100,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0.003,0.004,0.006,0.012,0.022,0.037,0.05,0.064,0.085,0.104,0.125,0.145,0.166,0.213,0.322,0.434,0.582,0.796,1.115,1.573,2.164,3.059,4.501,6.678
Malawi,0,181.01,188.86,197.06,205.61,214.54,223.85,233.56,243.7,254.28,265.31,276.828,288.843,331.283,382.853,442.401,511.347,598.471,695.284,865.316,889.564,1013.409,1152.574,1325.479,1402.524,1477.013,1638.31,1787.971,1901.859,1993.895,2079.057,2153.301,2226.323,2278.727,2317.555,2332.841,2331.687,2319.451,2299.482,2270.095,2231.763,2190.221
Malawi,5,55.44,63.23,72.11,82.24,93.8,106.98,122.01,139.16,158.71,181.01,206.449,235.459,247.896,287.27,334.908,393.549,461.59,545.884,669.865,734.347,837.242,962.81,1110.865,1296.534,1381.621,1461.152,1623.805,1774.835,1890.088,1983.335,2069.586,2144.758,2218.533,2271.703,2311.137,2326.968,2326.352,2314.488,2294.882,2265.794,2227.727
Malawi,10,43.82,50.21,57.53,65.92,75.54,86.55,99.17,113.64,130.21,149.19,170.952,195.882,224.184,236.952,275.472,322.999,381.621,448.836,577.464,585.415,716.19,816.189,944.001,1098.32,1286.629,1374.106,1454.481,1617.516,1768.876,1884.482,1978.101,2064.676,2140.132,2214.202,2267.639,2307.33,2323.443,2323.058,2311.419,2292.017,2263.101
Malawi,15,42.38,47.96,54.26,61.39,69.47,78.6,88.93,100.62,113.85,128.82,145.758,164.921,189.337,217.175,229.974,267.733,316.08,373.47,483.102,506.053,571.747,699.181,800.344,932.164,1088.019,1277.811,1366.215,1447.24,1610.413,1761.868,1877.653,1971.485,2058.232,2133.899,2208.17,2261.848,2301.806,2318.188,2318.085,2306.719,2287.576
Malawi,20,30.2,34.7,39.87,45.81,52.64,60.49,69.51,79.87,91.77,105.46,121.176,139.24,157.864,181.666,208.792,220.513,260.634,306.708,399.306,426.951,487.852,550.76,677.573,780.554,913.937,1074.166,1264.389,1353.622,1435.19,1598.195,1749.55,1865.36,1959.304,2046.251,2122.176,2196.707,2250.762,2291.099,2307.959,2308.363,2297.471
Malawi,25,27.72,31.54,35.89,40.84,46.47,52.88,60.17,68.47,77.91,88.65,100.878,114.789,132.203,150.289,173.342,198.281,213.874,251.259,338.398,351.708,403.381,460.096,525.246,651.813,756.656,897.136,1057.867,1247.895,1337.733,1419.711,1582.386,1733.478,1849.292,1943.441,2030.696,2106.998,2181.993,2236.584,2277.553,2295.097,2296.193
Malawi,30,73.53,75.3,77.11,78.96,80.85,82.8,84.78,86.82,88.91,91.04,93.228,95.467,108.868,125.709,143.22,164.326,191.946,205.753,291.364,290.286,325.306,371.356,432.3,502.716,629.76,739.085,879.732,1040.219,1229.539,1319.793,1402.171,1564.361,1715.122,1831.035,1925.532,2013.273,2090.21,2165.847,2221.224,2263.06,2281.479
Malawi,35,5.6,7.19,9.23,11.86,15.23,19.57,25.14,32.29,41.48,53.28,68.443,87.918,90.221,103.146,119.357,135.415,158.322,183.865,240.653,241.111,261.319,290.011,342.212,411.957,483.574,610.88,720.206,860.295,1019.881,1207.909,1298.525,1381.281,1542.805,1693.238,1809.428,1904.519,1993.05,2070.928,2147.547,2204.064,2247.02
Malawi,40,4.76,6.03,7.64,9.68,12.26,15.52,19.66,24.9,31.54,39.95,50.593,64.079,82.492,84.869,97.241,112.241,129.431,150.582,205.778,197.082,211.499,225.913,261.912,322.621,392.707,464.877,590.541,699.165,837.844,995.802,1181.939,1272.81,1355.966,1516.736,1666.921,1783.596,1879.633,1969.289,2048.469,2126.436,2184.376
Malawi,45,51.3,50.89,50.48,50.08,49.67,49.27,48.88,48.49,48.1,47.71,47.328,46.948,59.59,76.911,79.303,90.757,106.231,122.012,160.023,173.49,170.278,179.682,200.886,244.16,304.464,373.765,445.059,568.126,675.131,811.539,967.179,1150.714,1241.766,1325.464,1485.419,1635.384,1752.789,1850.058,1941.183,2021.999,2101.568
Malawi,50,10.26,11.69,13.33,15.2,17.33,19.75,22.52,25.68,29.27,33.37,38.046,43.375,43.111,54.852,70.941,73.123,84.691,98.795,123.549,138.009,148.222,142.792,157.038,184.195,226.793,285.263,352.491,421.999,541.114,645.493,778.663,930.991,1110.944,1202.139,1286.55,1445.377,1595.042,1713.348,1812.183,1905.162,1987.982
Malawi,55,16.46,17.59,18.8,20.1,21.48,22.96,24.54,26.23,28.03,29.97,32.028,34.233,39.097,38.944,49.647,64.35,66.807,77.252,97.916,108.174,115.93,122.127,121.924,140.772,167.435,207.958,263.471,327.59,394.255,508.01,608.834,737.672,885.637,1061.005,1152.425,1237.619,1395.011,1544.306,1663.713,1764.546,1859.734
Malawi,60,10.38,11.36,12.43,13.6,14.88,16.29,17.82,19.5,21.34,23.35,25.544,27.95,29.922,34.248,34.179,43.755,56.901,59.068,75.957,85.632,87.84,92.093,100.29,105.462,123.788,148.553,186.033,237.443,297.183,359.927,466.766,562.86,686.01,828.318,997.81,1089.248,1175.349,1330.882,1479.597,1600.412,1703.616
