"Country","age","1900","1905","1910","1915","1920","1925","1930","1935","1940","1945","1950","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Burkina Faso",90,"0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03",0.027,0.027,0.031,0.005,0.036,0.063,0.103,0.181,0.287,0.41,0.531,0.653,0.774,0.911,1.062,1.245,1.566,2.013,2.534,3.376,4.63,6.345,8.864,12.282,17.76,25.096,34.284,47.283,65.458,90.293,122.985
"Burkina Faso",95,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",0,0,0.002,0.002,0,0.003,0.005,0.009,0.017,0.025,0.038,0.049,0.057,0.071,0.087,0.106,0.13,0.174,0.236,0.317,0.449,0.658,0.963,1.441,2.134,3.313,5.009,7.316,10.772,15.893,23.301
"Burkina Faso",100,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.005,0.009,0.015,0.024,0.041,0.069,0.12,0.205,0.338,0.56,0.928
"Burundi",0,"24.92","30.56","37.47","45.95","56.35","69.11","84.75","103.93","127.45","156.29",191.666,235.045,255.85,284.007,318.322,334.479,392.675,476.185,545.577,580.772,577.006,649.73,784.341,920.797,1016.42,1047.24,1083.848,1131.246,1207.137,1270.855,1310.971,1325.663,1326.126,1318.032,1310.913,1302.402,1279.396,1247.263,1204.325,1152.659,1098.552
"Burundi",5,"75.68","81.30","87.34","93.82","100.79","108.28","116.32","124.96","134.23","144.20",154.912,166.416,206.46,225.532,255.811,269.146,289.561,353.2,425.619,507.148,537.196,550.541,626.919,762.996,902.509,999.384,1032.425,1071.035,1120.137,1197.357,1262.39,1303.781,1319.504,1320.853,1313.453,1306.817,1298.686,1276.03,1244.187,1201.505,1150.096
"Burundi",10,"72.85","77.50","82.45","87.71","93.31","99.27","105.61","112.35","119.52","127.15",135.266,143.901,155.344,193.08,220.273,240.582,251.366,273.356,330.129,412.246,484.549,526.632,540.243,615.209,751.525,890.979,988.733,1023.318,1063.221,1113.395,1191.412,1257.2,1299.251,1315.58,1317.438,1310.44,1304.12,1296.241,1273.82,1242.185,1199.708
"Burundi",15,"68.69","72.66","76.85","81.29","85.98","90.95","96.20","101.75","107.63","113.84",120.414,127.366,136.022,146.617,189.163,211.19,229.369,242.151,258.934,312.704,379.231,474.295,519.709,530.434,607.974,743.975,883.466,981.786,1017.304,1057.99,1108.792,1187.239,1253.385,1295.816,1312.491,1314.649,1307.904,1301.792,1294.097,1271.86,1240.418
"Burundi",20,"58.36","61.97","65.81","69.89","74.21","78.81","83.68","88.86","94.36","100.21",106.409,112.996,120.03,128,139.58,174.125,208.334,221.328,233.485,228.629,265.42,367.106,467.988,506.238,523.638,601.307,737.045,876.486,975.185,1011.496,1052.831,1104.126,1182.821,1249.23,1291.923,1308.881,1311.309,1304.819,1298.921,1291.428,1269.428
"Burundi",25,"53.31","56.41","59.69","63.16","66.84","70.72","74.83","79.18","83.79","88.66",93.813,99.267,105.958,112.467,120.461,122.234,172.388,197.573,211.811,197.912,188.476,254.509,360.231,452.259,497.979,516.357,594.203,729.573,868.799,967.8,1004.888,1046.843,1098.553,1177.449,1244.043,1286.955,1304.202,1306.934,1300.746,1295.13,1287.909
"Burundi",30,"45.02","47.79","50.74","53.86","57.18","60.71","64.45","68.42","72.64","77.12",81.874,86.921,92.496,98.766,104.865,104.708,117.087,160.511,186.502,180.709,168.08,179.684,247.3,345.538,442.246,488.396,507.922,585.871,720.672,859.543,958.789,996.699,1039.254,1091.389,1170.436,1237.188,1280.354,1297.958,1301.08,1295.298,1290.088
"Burundi",35,"34.36","36.90","39.63","42.56","45.71","49.09","52.72","56.62","60.80","65.30",70.125,75.31,80.42,85.656,91.6,90.807,96.349,107.339,145.56,162.15,150.437,159.909,173.119,235.321,335.474,430.81,477.472,498.104,575.969,709.942,848.256,947.644,986.338,1029.519,1082.078,1161.22,1228.147,1271.644,1289.721,1293.394,1288.194
"Burundi",40,"29.43","31.59","33.90","36.38","39.05","41.91","44.98","48.28","51.82","55.61",59.69,64.064,69.216,73.975,78.934,78.973,83.268,88.061,94.913,127.738,134.876,143.196,153.509,164.071,227.382,325.251,419.173,466.063,487.536,565.05,697.861,835.255,934.463,973.858,1017.571,1070.465,1149.639,1216.714,1260.596,1279.271,1283.638
"Burundi",45,"21.71","23.60","25.64","27.87","30.29","32.92","35.78","38.88","42.26","45.93",49.914,54.247,58.554,63.311,67.766,66.781,72.464,77.144,78.549,82.837,102.937,128.127,137.616,145.961,158.361,220.132,315.823,408.126,454.881,476.879,553.755,685.038,821.119,919.873,959.774,1003.882,1057.015,1136.121,1203.319,1247.594,1266.929
"Burundi",50,"16.89","18.46","20.17","22.05","24.10","26.34","28.78","31.46","34.39","37.58",41.077,44.896,49.078,53.007,57.4,57.825,60.571,66.502,68.97,68.791,65.188,96.516,122.394,130.564,140.098,152.478,212.544,305.694,395.945,442.255,464.559,540.411,669.641,803.925,901.884,942.235,986.706,1040.064,1119.041,1186.35,1231.105
"Burundi",55,"6.32","7.41","8.68","10.17","11.92","13.96","16.36","19.17","22.46","26.31",30.832,36.125,39.714,43.477,47.046,49.158,51.293,54.385,59.924,59.9,54.258,59.786,90.9,114.83,123.684,133.165,145.39,203.213,293.014,380.449,425.945,448.426,522.802,649.219,780.974,877.794,918.693,963.637,1017.336,1096.146,1163.625
"Burundi",60,"17.21","17.87","18.55","19.25","19.99","20.75","21.54","22.36","23.21","24.09",25.004,25.955,30.719,33.848,37.184,38.49,41.996,44.375,47.419,50.495,46.618,47.944,54.877,83.238,106.164,114.8,124.06,135.909,190.567,275.647,359.017,403.195,425.865,498.135,620.522,748.699,843.915,885.603,931.278,985.449,1064.073
"Burundi",65,"16.22","16.50","16.79","17.08","17.38","17.68","17.99","18.30","18.62","18.94",19.271,19.606,20.589,24.547,27.18,29.194,31.476,34.124,36.672,37.664,38.246,38.815,41.92,47.946,73.55,94.266,102.419,111.169,122.33,172.295,250.348,327.565,369.747,392.6,461.566,577.834,700.502,793.139,835.868,882.393,937.108
"Burundi",70,"6.44","6.88","7.36","7.87","8.42","9.00","9.63","10.30","11.01","11.78",12.596,13.471,13.911,14.755,17.797,19.63,21.678,23.627,25.436,26.472,27.09,29.008,31.285,33.882,39.245,60.582,78.132,85.402,93.286,103.333,146.533,214.414,282.81,321.927,344.656,408.527,515.449,629.542,717.843,761.414,808.663
"Burundi",75,"3.74","3.98","4.23","4.51","4.79","5.10","5.43","5.77","6.14","6.54",6.955,7.4,8.085,8.474,9.124,11.979,12.441,13.896,15.024,15.615,16.942,17.626,20.555,22.319,24.527,28.645,44.583,57.973,63.938,70.519,78.915,113.102,167.556,223.919,258.218,280.057,336.136,429.207,530.215,610.934,654.411
"Burundi",80,"0.23","0.29","0.37","0.46","0.59","0.75","0.95","1.21","1.54","1.95",2.483,3.155,3.455,3.859,4.128,4.791,5.98,6.301,6.956,7.141,7.348,8.731,10.214,12.009,13.288,14.755,17.421,27.417,36.099,40.368,45.191,51.366,74.99,113.297,154.397,181.61,200.794,245.498,319.087,400.704,468.958
"Burundi",85,"0.99","0.97","0.95","0.93","0.91","0.89","0.87","0.86","0.84","0.82",0.807,0.791,1.047,1.183,1.362,1.432,1.724,2.168,2.258,2.384,2.426,2.724,3.744,4.441,5.321,5.961,6.712,8.044,12.875,17.28,19.727,22.57,26.334,39.53,61.409,86.115,104.16,118.319,148.516,197.838,254.375
"Burundi",90,"0.20","0.20","0.19","0.19","0.19","0.18","0.18","0.18","0.17","0.17",0.168,0.165,0.171,0.236,0.278,0.325,0.339,0.406,0.506,0.517,0.542,0.587,0.779,1.096,1.319,1.605,1.827,2.096,2.566,4.207,5.801,6.809,8.06,9.749,15.174,24.48,35.624,44.678,52.601,68.305,94.042
"Burundi",95,"0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02",0.021,0.021,0.022,0.024,0.034,0.04,0.045,0.049,0.058,0.067,0.071,0.078,0.104,0.14,0.199,0.243,0.301,0.349,0.411,0.517,0.874,1.244,1.521,1.877,2.367,3.856,6.501,9.885,12.958,15.921,21.566
"Burundi",100,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.008,0.01,0.014,0.02,0.026,0.032,0.039,0.047,0.06,0.103,0.154,0.198,0.255,0.336,0.56,0.983,1.58,2.206,2.874
"Cabo Verde",0,"0.01","0.02","0.04","0.09","0.17","0.33","0.65","1.28","2.52","4.95",9.713,19.069,18.586,22.009,24.324,22.88,24.342,27.996,30.956,31.877,29.004,27.278,25.833,26.462,25.617,21.421,18.284,16.162,15.303,14.268,12.931,11.492,10.199,9.127,8.335,7.612,6.925,6.236,5.584,5.013,4.532
"Cabo Verde",5,"7.10","7.24","7.40","7.55","7.71","7.87","8.03","8.20","8.37","8.55",8.724,8.906,15.907,17.779,23.242,21.37,21.229,22.42,25.759,30.09,31.835,27.97,26.139,25.471,26.188,25.388,21.253,18.158,16.067,15.229,14.212,12.876,11.442,10.148,9.078,8.289,7.565,6.88,6.192,5.539,4.97
"Cabo Verde",10,"262.53","191.51","139.70","101.90","74.34","54.22","39.56","28.85","21.05","15.35",11.2,8.17,8.065,15.313,18.688,21.979,21.183,19.687,20.511,25.494,30.23,31.133,27.3,25.902,25.29,26.035,25.271,21.164,18.092,16.017,15.192,14.174,12.84,11.405,10.114,9.044,8.255,7.532,6.847,6.159,5.508
"Cabo Verde",15,"13.52","13.22","12.93","12.64","12.36","12.09","11.83","11.57","11.31","11.06",10.82,10.582,7.506,7.856,14.996,16.833,21.689,19.524,17.465,19.67,25.108,29.438,29.805,25.12,24.378,24.01,25.069,24.543,20.62,17.682,15.708,14.885,13.868,12.535,11.103,9.812,8.743,7.955,7.232,6.545,5.859
"Cabo Verde",20,"4.83","5.16","5.51","5.88","6.28","6.70","7.15","7.64","8.15","8.70",9.292,9.92,9.302,7.2,7.483,12.31,14.886,19.571,16.289,16.197,18.568,23.634,25.953,26.251,22.584,22.241,22.399,23.855,23.625,19.931,17.163,15.194,14.372,13.357,12.028,10.595,9.307,8.239,7.451,6.729,6.043
"Cabo Verde",25,"0.10","0.15","0.22","0.33","0.50","0.74","1.11","1.66","2.48","3.70",5.525,8.253,8.625,8.88,6.528,5.494,9.909,12.914,15.435,15.335,14.715,16.879,20.748,24.56,25.209,21.712,21.581,21.895,23.466,23.328,19.704,16.943,14.978,14.157,13.145,11.818,10.389,9.101,8.035,7.248,6.528
"Cabo Verde",30,"9.04","8.57","8.12","7.69","7.29","6.91","6.54","6.20","5.87","5.56",5.272,4.995,7.465,8.209,8.219,4.796,4.409,8.846,10.565,14.866,14.045,13.56,15.871,21.102,24.8,25.406,21.855,21.678,21.958,23.502,23.346,19.731,16.977,15.017,14.199,13.189,11.865,10.438,9.154,8.088,7.303
"Cabo Verde",35,"23.16","20.17","17.56","15.29","13.31","11.59","10.09","8.79","7.65","6.66",5.802,5.052,4.303,7.089,7.818,6.84,3.733,4.021,8.303,10.277,14.455,13.444,13.059,16.552,21.57,25.174,25.665,22.045,21.806,22.042,23.547,23.395,19.794,17.049,15.096,14.282,13.276,11.957,10.533,9.251,8.188
"Cabo Verde",40,"27.59","23.84","20.60","17.80","15.38","13.29","11.48","9.92","8.57","7.41",6.4,5.53,4.334,4.055,6.735,6.773,5.88,3.521,4.167,8.155,10.118,13.935,13.032,13.461,16.901,21.824,25.321,25.745,22.099,21.827,22.036,23.542,23.399,19.815,17.085,15.142,14.334,13.333,12.018,10.6,9.324
"Cabo Verde",45,"0.09","0.14","0.20","0.29","0.43","0.63","0.92","1.34","1.95","2.85",4.157,6.067,4.861,4.079,3.821,5.943,6.035,5.579,4.414,4.066,7.588,9.755,12.701,12.879,13.501,16.887,21.74,25.188,25.602,21.98,21.71,21.93,23.437,23.302,19.747,17.038,15.109,14.31,13.317,12.012,10.602
"Cabo Verde",50,"2.23","2.34","2.47","2.60","2.73","2.87","3.02","3.18","3.35","3.52",3.704,3.897,5.451,4.541,3.818,3.282,5.345,5.709,5.82,4.264,3.749,7.269,9.176,12.467,12.805,13.407,16.73,21.51,24.915,25.337,21.765,21.514,21.747,23.256,23.139,19.623,16.945,15.038,14.251,13.271,11.978
"Cabo Verde",55,"0.11","0.14","0.20","0.27","0.37","0.51","0.70","0.96","1.32","1.81",2.478,3.398,3.487,5.001,4.182,3.329,2.864,5.027,5.328,5.614,4.432,3.566,7.003,9.089,12.223,12.565,13.158,16.415,21.115,24.483,24.922,21.439,21.216,21.466,22.978,22.883,19.428,16.79,14.915,14.145,13.181
"Cabo Verde",60,"46.39","35.15","26.63","20.18","15.29","11.58","8.78","6.65","5.04","3.82",2.893,2.192,3.007,3.084,4.453,3.618,2.895,2.726,4.62,5.077,5.92,4.428,3.645,6.974,8.735,11.77,12.127,12.728,15.912,20.509,23.829,24.304,20.945,20.764,21.044,22.561,22.498,19.126,16.551,14.719,13.974
"Cabo Verde",65,"10.26","8.99","7.88","6.91","6.05","5.30","4.65","4.07","3.57","3.13",2.742,2.403,1.822,2.503,2.588,3.698,3.047,2.655,2.494,4.26,5.072,5.677,4.077,3.583,6.478,8.161,11.052,11.439,12.061,15.136,19.582,22.828,23.356,20.187,20.067,20.39,21.91,21.895,18.648,16.167,14.402
"Cabo Verde",70,"7.58","6.73","5.98","5.31","4.72","4.19","3.72","3.31","2.94","2.61",2.318,2.059,1.806,1.371,1.907,1.945,2.879,2.494,2.274,2.199,3.864,4.773,4.827,3.734,3.149,5.75,7.306,9.973,10.4,11.039,13.942,18.142,21.262,21.862,18.986,18.954,19.336,20.852,20.906,17.864,15.533
"Cabo Verde",75,"8.70","7.41","6.31","5.37","4.58","3.90","3.32","2.83","2.41","2.05",1.745,1.486,1.323,1.163,0.895,1.233,1.302,2.007,1.807,1.681,1.763,3.188,4.327,3.85,2.967,2.541,4.706,6.064,8.383,8.845,9.492,12.113,15.907,18.807,19.499,17.064,17.155,17.614,19.107,19.263,16.549
"Cabo Verde",80,"0.62","0.64","0.66","0.68","0.71","0.73","0.76","0.78","0.81","0.84",0.866,0.896,0.766,0.683,0.61,0.457,0.663,0.734,1.152,1.058,1.056,1.123,2.331,2.829,2.577,2.027,1.777,3.368,4.431,6.246,6.711,7.326,9.495,12.657,15.179,15.944,14.126,14.359,14.897,16.321,16.615
"Cabo Verde",85,"0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33","0.33",0.331,0.331,0.341,0.293,0.264,0.235,0.184,0.277,0.313,0.5,0.477,0.509,0.549,1.159,1.45,1.352,1.1,0.997,1.949,2.64,3.828,4.223,4.723,6.268,8.55,10.472,11.225,10.131,10.478,11.057,12.315
"Cabo Verde",90,"0.09","0.09","0.09","0.09","0.09","0.09","0.09","0.09","0.09","0.09",0.085,0.085,0.086,0.089,0.077,0.07,0.064,0.051,0.08,0.091,0.152,0.156,0.169,0.186,0.406,0.514,0.502,0.426,0.403,0.822,1.157,1.743,1.99,2.306,3.166,4.458,5.634,6.215,5.764,6.127,6.638
"Cabo Verde",95,"0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01",0.014,0.014,0.014,0.014,0.015,0.013,0.012,0.011,0.009,0.015,0.017,0.029,0.03,0.035,0.039,0.085,0.113,0.114,0.105,0.103,0.222,0.328,0.516,0.618,0.749,1.077,1.586,2.089,2.399,2.319,2.565
"Cabo Verde",100,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.004,0.004,0.004,0.009,0.013,0.015,0.014,0.015,0.031,0.05,0.082,0.107,0.137,0.204,0.316,0.445,0.553,0.586
"Cambodia",0,"25.94","33.81","44.07","57.44","74.86","97.58","127.18","165.76","216.04","281.58",366.995,478.326,529.646,584.122,599.29,622.015,455.129,741.533,854.564,874.399,779.566,758.398,813.846,864.718,871.69,751.69,671.607,625.063,614.248,575.38,514.808,451.436,406.237,372.809,339.106,302.7,267.474,237.038,212.299,190.915,170.892
"Cambodia",5,"82.17","93.52","106.45","121.16","137.91","156.97","178.67","203.36","231.47","263.46",299.879,341.328,446.459,494.801,528.237,544.819,491.033,427.628,714.517,855.944,855.842,780.223,743.648,806.471,858.56,866.47,747.599,668.199,622.066,611.475,572.837,512.483,449.293,404.223,370.879,337.256,300.924,265.762,235.376,210.678,189.329
"Cambodia",10,"100.14","110.24","121.35","133.58","147.05","161.87","178.18","196.14","215.91","237.67",261.631,288.002,327.828,428.909,460.377,491.252,455.499,468.337,408.8,724.133,852.554,880.606,779.396,736.872,800.693,853.377,861.959,744.006,665.174,619.388,608.997,570.57,510.431,447.427,402.483,369.238,335.696,299.441,264.342,234.006,209.347
"Cambodia",15,"90.37","99.14","108.77","119.33","130.92","143.63","157.57","172.87","189.66","208.07",228.276,250.44,275.71,313.967,398.547,427.895,404.535,434.407,450.166,419.868,812.309,784.171,809.42,768.536,727.375,791.527,844.518,853.47,736.113,657.663,612.111,601.845,563.577,503.611,440.763,395.932,362.77,329.3,293.113,258.075,227.784
"Cambodia",20,"80.85","88.39","96.65","105.67","115.53","126.32","138.11","151.01","165.10","180.52",197.37,215.796,236.895,261.091,287.968,368.386,351.867,383.509,416.35,458.584,399.787,805.191,665.639,794.02,754.488,714.044,778.349,831.488,840.667,723.801,645.664,600.314,590.154,552.034,492.249,429.565,384.855,351.783,318.395,282.285,247.312
"Cambodia",25,"70.09","76.55","83.61","91.32","99.74","108.94","118.98","129.96","141.94","155.03",169.321,184.934,202.41,222.552,237.68,264.01,306.536,332.065,366.588,422.053,468.588,377.995,880.199,651.091,779.853,741.157,701.317,765.68,818.887,828.236,711.893,634.109,588.984,578.94,541,481.432,418.953,374.388,341.43,308.144,272.131
"Cambodia",30,"57.92","63.45","69.52","76.16","83.43","91.40","100.13","109.70","120.17","131.65",144.229,158.006,172.792,189.45,201.491,217.174,220.87,288.328,315.977,369.687,428.095,448.249,350.504,864.755,639.17,767.723,729.814,690.59,754.936,808.148,817.67,701.978,624.643,579.815,569.917,532.209,472.922,410.708,366.336,333.518,300.36
"Cambodia",35,"47.38","52.09","57.26","62.95","69.21","76.09","83.65","91.96","101.10","111.15",122.196,134.34,147.404,161.515,170.976,184.088,180.939,207.19,274.102,316.804,383.978,427.192,441.691,341.445,851.364,628.807,756.936,719.845,681.298,745.548,798.719,808.439,693.602,616.852,572.4,562.705,525.299,466.376,404.502,360.367,327.73
"Cambodia",40,"37.34","41.32","45.73","50.61","56.01","61.99","68.61","75.93","84.03","92.99",102.918,113.9,125.395,137.822,145.691,156.403,152.469,169.23,195.725,273.043,312.498,387.622,412.694,431.585,333.868,838.177,618.977,746.41,710.219,672.428,736.506,789.604,799.587,685.852,609.858,565.898,556.458,519.439,460.983,399.533,355.707
"Cambodia",45,"30.50","33.84","37.54","41.65","46.21","51.27","56.88","63.11","70.02","77.69",86.19,95.626,105.982,116.873,124.092,133.033,129.422,141.954,158.973,194.605,273.228,313.569,381.434,402.209,422.008,326.534,823.847,608.598,735.024,699.875,663.013,726.853,779.861,790.203,677.881,602.86,559.532,550.415,513.892,456.022,395.116
"Cambodia",50,"23.60","26.33","29.38","32.77","36.56","40.79","45.50","50.76","56.63","63.18",70.483,78.631,87.562,97.406,104.029,112.115,110.223,119.141,131.932,156.917,192.814,269.978,306.672,369.856,391.385,411.481,318.65,807.04,596.658,721.692,687.848,652.165,715.69,768.596,779.375,668.891,595.121,552.606,543.902,508.002,450.879
"Cambodia",55,"21.99","24.18","26.59","29.23","32.14","35.35","38.86","42.73","46.99","51.67",56.813,62.47,70.095,78.506,84.712,91.966,92.721,99.763,109.033,128.382,154.318,191.287,259.918,294.117,356.343,378.001,398.351,308.957,785.224,581.337,704.468,672.378,638.298,701.42,754.177,765.581,657.591,585.528,544.123,535.971,500.907
"Cambodia",60,"15.10","16.78","18.64","20.72","23.02","25.58","28.43","31.59","35.11","39.01",43.35,48.172,53.392,60.388,65.791,71.906,73.968,80.696,88.225,102.678,122.104,147.62,178.587,242.965,276.711,336.464,358.251,378.903,294.764,752.235,558.418,678.587,649.206,617.655,680.147,732.736,745.132,641.007,571.596,531.899,524.597
"Cambodia",65,"8.46","9.60","10.90","12.37","14.03","15.93","18.08","20.51","23.28","26.42",29.987,34.032,38.357,43.106,47.692,52.3,54.093,60.314,67.447,78.43,94.505,110.157,131.783,159.343,218.964,250.739,306.793,328.634,349.636,273.397,701.812,523.352,638.743,613.502,585.752,647.225,699.475,713.37,615.339,550.052,512.998
"Cambodia",70,"10.64","11.32","12.05","12.83","13.66","14.54","15.48","16.48","17.55","18.68",19.89,21.175,24.506,28.126,30.878,34.19,35.473,39.849,46.047,54.688,61.398,79.125,91.284,108.752,133.481,185.02,213.97,264.441,286.06,307.132,242.232,627.114,471.004,578.814,559.35,537.149,596.747,648.17,664.217,575.413,516.375
"Cambodia",75,"4.63","5.06","5.52","6.03","6.58","7.18","7.83","8.55","9.33","10.19",11.119,12.136,13.232,15.5,16.949,18.709,19.403,21.956,25.983,32.861,34.695,42.844,57.591,65.84,80.238,99.823,140.616,165.274,207.589,227.976,248.375,198.501,520.415,395.357,490.974,479.18,464.428,520.416,569.964,588.503,513.32
"Cambodia",80,"0.23","0.30","0.40","0.54","0.72","0.97","1.29","1.73","2.32","3.10",4.141,5.538,6.145,6.714,7.909,8.44,7.968,9.89,11.77,13.973,14.645,19.45,25.386,34.05,40.2,49.952,63.634,91.837,110.575,142.083,159.52,177.375,144.427,385.573,297.702,375.504,371.859,365.359,414.867,459.948,480.232
"Cambodia",85,"0.38","0.43","0.49","0.56","0.63","0.72","0.82","0.92","1.05","1.19",1.349,1.53,2.052,2.28,2.503,2.889,2.19,2.967,3.865,4.612,5.488,5.993,8.481,11.391,15.909,19.283,24.73,32.537,48.512,60.245,79.796,92.153,105.2,87.845,240.041,189.541,244.198,246.724,247.226,285.918,322.387
"Cambodia",90,"0.06","0.07","0.09","0.10","0.12","0.14","0.16","0.18","0.21","0.25",0.286,0.332,0.379,0.507,0.567,0.616,0.383,0.544,0.764,1,1.195,1.476,1.717,2.631,3.695,5.349,6.744,9.002,12.335,19.117,24.661,33.856,40.442,47.706,41.072,115.619,93.925,124.338,129.062,132.655,157.104
"Cambodia",95,"0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.03",0.037,0.043,0.049,0.058,0.076,0.085,0.045,0.058,0.084,0.118,0.153,0.19,0.247,0.324,0.521,0.763,1.158,1.529,2.139,3.064,4.965,6.678,9.545,11.862,14.527,12.975,37.848,31.825,43.618,46.807,49.65
"Cambodia",100,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",0.003,0.004,0.004,0.005,0.005,0.006,0.002,0.004,0.005,0.008,0.011,0.014,0.018,0.023,0.031,0.052,0.08,0.126,0.176,0.257,0.383,0.642,0.912,1.354,1.776,2.272,2.204,5.999,5.875,7.968,9.128
"Cameroon",0,"121.03","134.10","148.58","164.62","182.40","202.10","223.93","248.12","274.91","304.60",337.5,373.95,413.95,480.467,561.41,659.77,782.971,941.124,1089.452,1203.091,1311.87,1504.946,1714.689,1892.073,2037.881,2058.866,2111.423,2167.251,2267.203,2332.282,2364.481,2359.986,2341.997,2315.424,2286.386,2251.19,2196.91,2125.064,2048.004,1950.625,1863.785
"Cameroon",5,"105.54","115.98","127.45","140.06","153.92","169.14","185.88","204.26","224.47","246.68",271.08,297.897,334.816,376.078,441.942,523.659,622.65,744.426,898.498,1036.582,1141.685,1258.078,1453.667,1665.436,1848.488,1997.376,2023.054,2079.291,2138.573,2241.103,2309.017,2344.094,2342.396,2326.902,2302.534,2275.295,2241.386,2188.21,2117.375,2041.044,1944.304
"Cameroon",10,"132.10","140.38","149.17","158.52","168.45","179.00","190.21","202.13","214.79","228.25",242.548,257.743,285.182,322.676,364.408,430.7,512.673,611.163,732.027,882.636,1017.748,1124.125,1240.656,1435.381,1647.542,1831.173,1980.887,2008.358,2066.088,2126.67,2230.189,2299.188,2335.341,2334.703,2320.187,2296.645,2270.021,2236.613,2183.893,2113.441,2037.407
"Cameroon",15,"98.48","106.53","115.24","124.66","134.84","145.86","157.78","170.68","184.63","199.72",216.039,233.695,249.45,277.246,314.833,356.941,423.335,504.416,602.184,720.007,867.943,1002.534,1108.737,1225.573,1420.203,1632.285,1816.249,1966.691,1995.685,2054.561,2116.126,2220.354,2290.11,2327.042,2327.202,2313.376,2290.377,2264.224,2231.225,2178.874,2108.727
"Cameroon",20,"86.83","93.99","101.74","110.13","119.21","129.03","139.67","151.18","163.65","177.14",191.742,207.549,225.408,241.597,269.396,307.025,349.44,414.066,494.2,587.498,702.212,847.152,980.577,1088.251,1206.119,1400.373,1612.256,1796.645,1948.001,1978.761,2038.961,2101.616,2206.577,2277.15,2314.952,2316.015,2302.941,2280.6,2255.035,2222.52,2170.634
"Cameroon",25,"76.60","82.92","89.76","97.16","105.18","113.85","123.24","133.40","144.41","156.32",169.21,183.166,199.063,217.106,233.479,261.296,299.1,339.68,403.327,478.202,567.558,676.799,819.499,955.164,1064.78,1183.009,1376.78,1588.389,1773.276,1925.526,1958.241,2019.884,2083.747,2189.498,2261.009,2299.808,2301.838,2289.636,2268.108,2243.221,2211.286
"Cameroon",30,"66.47","72.02","78.04","84.55","91.61","99.26","107.55","116.53","126.26","136.80",148.224,160.6,174.591,190.61,208.659,225.306,253.333,289.471,329.498,388.281,458.712,541.041,648.3,793.11,930.208,1039.946,1158.547,1351.681,1562.918,1748.039,1901.057,1935.778,1998.893,2064.048,2170.646,2243.188,2283.002,2286.077,2274.886,2254.25,2230.12
"Cameroon",35,"56.67","61.52","66.78","72.50","78.70","85.43","92.74","100.67","109.29","118.64",128.786,139.804,152.15,166.199,182.187,200.335,217.353,244.204,279.794,316.028,370.385,433.32,513.941,623.606,768.732,904.553,1014.383,1133.188,1325.437,1535.86,1720.906,1874.462,1911.216,1975.815,2042.364,2149.823,2223.35,2264.23,2268.536,2258.471,2238.852
"Cameroon",40,"48.39","52.59","57.15","62.10","67.48","73.33","79.68","86.59","94.10","102.25",111.113,120.743,131.639,143.946,157.893,173.892,192.127,208.498,234.948,267.304,299.905,347.505,408.79,491.225,600.746,743.231,877.577,987.126,1105.777,1296.438,1505.378,1689.8,1843.469,1882.214,1948.289,2016.19,2124.338,2198.802,2240.943,2246.661,2237.931
"Cameroon",45,"41.43","45.04","48.95","53.21","57.84","62.88","68.35","74.30","80.76","87.79",95.429,103.733,113.165,123.923,136.049,149.915,165.858,183.44,199.679,223.617,252.738,280.38,326.406,388.578,470.252,577.233,716.764,849.049,957.786,1075.551,1263.784,1470.351,1653.372,1806.602,1847.217,1914.616,1983.742,2092.367,2167.864,2211.396,2218.79
"Cameroon",50,"33.66","36.74","40.11","43.78","47.79","52.17","56.94","62.16","67.85","74.07",80.849,88.253,96.292,105.497,115.987,127.934,141.621,156.958,174.19,188.55,209.759,234.534,261.193,307.383,368.259,447.402,551.333,686.968,816.274,923.25,1039.267,1223.842,1426.746,1607.328,1759.357,1801.875,1870.544,1940.826,2049.905,2126.593,2171.824
