"country","age","pathogen","disease","scenario","Mid","Low","High"
"Pakistan","0-4","Sp","Sp pneumonia (non-severe)","Visits",653,611,796
"Palestine, State of","0-4","Sp","Sp pneumonia (non-severe)","Visits",497,464,606
"Papua New Guinea","0-4","Sp","Sp pneumonia (non-severe)","Visits",630,590,769
"Paraguay","0-4","Sp","Sp pneumonia (non-severe)","Visits",494,462,603
"Peru","0-4","Sp","Sp pneumonia (non-severe)","Visits",377,352,460
"Philippines","0-4","Sp","Sp pneumonia (non-severe)","Visits",844,791,1030
"Moldova, Republic of","0-4","Sp","Sp pneumonia (non-severe)","Visits",123,132,157
"Rwanda","0-4","Sp","Sp pneumonia (non-severe)","Visits",345,323,421
"Samoa","0-4","Sp","Sp pneumonia (non-severe)","Visits",521,487,635
"Sao Tome and Principe","0-4","Sp","Sp pneumonia (non-severe)","Visits",611,572,745
"Senegal","0-4","Sp","Sp pneumonia (non-severe)","Visits",746,698,910
"Serbia","0-4","Sp","Sp pneumonia (non-severe)","Visits",64,69,82
"Sierra Leone","0-4","Sp","Sp pneumonia (non-severe)","Visits",537,502,654
"Solomon Islands","0-4","Sp","Sp pneumonia (non-severe)","Visits",551,516,672
"Somalia","0-4","Sp","Sp pneumonia (non-severe)","Visits",1043,976,1272
"South Africa","0-4","Sp","Sp pneumonia (non-severe)","Visits",692,648,844
"South Sudan","0-4","Sp","Sp pneumonia (non-severe)","Visits",426,398,519
"Sri Lanka","0-4","Sp","Sp pneumonia (non-severe)","Visits",677,634,826
"Sudan","0-4","Sp","Sp pneumonia (non-severe)","Visits",431,404,526
"Swaziland","0-4","Sp","Sp pneumonia (non-severe)","Visits",397,371,484
"Syrian Arab Republic","0-4","Sp","Sp pneumonia (non-severe)","Visits",497,464,606
"Tajikistan","0-4","Sp","Sp pneumonia (non-severe)","Visits",54,58,69
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp pneumonia (non-severe)","Visits",64,69,82
"Thailand","0-4","Sp","Sp pneumonia (non-severe)","Visits",596,558,727
"Timor-Leste","0-4","Sp","Sp pneumonia (non-severe)","Visits",801,749,977
"Togo","0-4","Sp","Sp pneumonia (non-severe)","Visits",549,514,669
"Tonga","0-4","Sp","Sp pneumonia (non-severe)","Visits",508,475,619
"Tunisia","0-4","Sp","Sp pneumonia (non-severe)","Visits",497,465,606
"Turkmenistan","0-4","Sp","Sp pneumonia (non-severe)","Visits",54,58,69
"Tuvalu","0-4","Sp","Sp pneumonia (non-severe)","Visits",508,475,619
"Uganda","0-4","Sp","Sp pneumonia (non-severe)","Visits",520,487,634
"Ukraine","0-4","Sp","Sp pneumonia (non-severe)","Visits",129,138,164
"Tanzania, United Republic of","0-4","Sp","Sp pneumonia (non-severe)","Visits",571,535,697
"Uzbekistan","0-4","Sp","Sp pneumonia (non-severe)","Visits",54,58,69
"Vanuatu","0-4","Sp","Sp pneumonia (non-severe)","Visits",691,646,842
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp pneumonia (non-severe)","Visits",429,402,524
"Viet Nam","0-4","Sp","Sp pneumonia (non-severe)","Visits",820,767,1000
"Yemen","0-4","Sp","Sp pneumonia (non-severe)","Visits",571,534,696
"Zambia","0-4","Sp","Sp pneumonia (non-severe)","Visits",652,610,795
"Zimbabwe","0-4","Sp","Sp pneumonia (non-severe)","Visits",543,508,662
"Afghanistan","0-4","Sp","Sp pneumonia (severe)","Cases",1402,1050,1599
"Albania","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Algeria","0-4","Sp","Sp pneumonia (severe)","Cases",651,488,743
"Angola","0-4","Sp","Sp pneumonia (severe)","Cases",450,337,513
"Armenia","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Azerbaijan","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Bangladesh","0-4","Sp","Sp pneumonia (severe)","Cases",798,598,910
"Belarus","0-4","Sp","Sp pneumonia (severe)","Cases",298,223,340
"Belize","0-4","Sp","Sp pneumonia (severe)","Cases",479,359,546
"Benin","0-4","Sp","Sp pneumonia (severe)","Cases",880,660,1004
"Bhutan","0-4","Sp","Sp pneumonia (severe)","Cases",501,376,572
"Bolivia, Plurinational State of","0-4","Sp","Sp pneumonia (severe)","Cases",353,264,402
"Bosnia and Herzegovina","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Burkina Faso","0-4","Sp","Sp pneumonia (severe)","Cases",793,594,904
"Burundi","0-4","Sp","Sp pneumonia (severe)","Cases",665,498,759
"Cabo Verde","0-4","Sp","Sp pneumonia (severe)","Cases",637,477,726
"Cambodia","0-4","Sp","Sp pneumonia (severe)","Cases",735,550,838
"Cameroon","0-4","Sp","Sp pneumonia (severe)","Cases",687,515,784
"Central African Republic","0-4","Sp","Sp pneumonia (severe)","Cases",653,489,745
"Chad","0-4","Sp","Sp pneumonia (severe)","Cases",682,511,778
"China","0-4","Sp","Sp pneumonia (severe)","Cases",240,180,274
"Colombia","0-4","Sp","Sp pneumonia (severe)","Cases",356,267,407
"Comoros","0-4","Sp","Sp pneumonia (severe)","Cases",867,649,988
"Congo","0-4","Sp","Sp pneumonia (severe)","Cases",649,487,741
"Cote d'Ivoire","0-4","Sp","Sp pneumonia (severe)","Cases",369,276,421
"Cuba","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Korea, Democratic People's Republic of","0-4","Sp","Sp pneumonia (severe)","Cases",417,313,476
"Congo, the Democratic Republic of the","0-4","Sp","Sp pneumonia (severe)","Cases",802,601,915
"Djibouti","0-4","Sp","Sp pneumonia (severe)","Cases",560,420,639
"Ecuador","0-4","Sp","Sp pneumonia (severe)","Cases",362,271,413
"Egypt","0-4","Sp","Sp pneumonia (severe)","Cases",334,250,381
"El Salvador","0-4","Sp","Sp pneumonia (severe)","Cases",476,357,543
"Eritrea","0-4","Sp","Sp pneumonia (severe)","Cases",692,518,789
"Ethiopia","0-4","Sp","Sp pneumonia (severe)","Cases",697,522,795
"Fiji","0-4","Sp","Sp pneumonia (severe)","Cases",464,348,529
"Gambia","0-4","Sp","Sp pneumonia (severe)","Cases",695,520,792
"Georgia","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Ghana","0-4","Sp","Sp pneumonia (severe)","Cases",547,410,624
"Guatemala","0-4","Sp","Sp pneumonia (severe)","Cases",477,357,544
"Guinea","0-4","Sp","Sp pneumonia (severe)","Cases",700,525,799
"Guinea-Bissau","0-4","Sp","Sp pneumonia (severe)","Cases",713,534,813
"Guyana","0-4","Sp","Sp pneumonia (severe)","Cases",656,492,748
"Haiti","0-4","Sp","Sp pneumonia (severe)","Cases",649,486,740
"Honduras","0-4","Sp","Sp pneumonia (severe)","Cases",474,355,541
"India","0-4","Sp","Sp pneumonia (severe)","Cases",1011,757,1153
"Indonesia","0-4","Sp","Sp pneumonia (severe)","Cases",943,707,1076
"Iran, Islamic Republic of","0-4","Sp","Sp pneumonia (severe)","Cases",418,313,477
"Iraq","0-4","Sp","Sp pneumonia (severe)","Cases",556,416,634
"Jamaica","0-4","Sp","Sp pneumonia (severe)","Cases",362,271,413
"Jordan","0-4","Sp","Sp pneumonia (severe)","Cases",417,313,476
"Kenya","0-4","Sp","Sp pneumonia (severe)","Cases",676,507,771
"Kiribati","0-4","Sp","Sp pneumonia (severe)","Cases",467,350,533
"Kosovo","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Kyrgyzstan","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Lao People's Democratic Republic","0-4","Sp","Sp pneumonia (severe)","Cases",1043,782,1190
"Lesotho","0-4","Sp","Sp pneumonia (severe)","Cases",754,565,860
"Liberia","0-4","Sp","Sp pneumonia (severe)","Cases",589,441,672
"Madagascar","0-4","Sp","Sp pneumonia (severe)","Cases",555,416,633
"Malawi","0-4","Sp","Sp pneumonia (severe)","Cases",638,478,727
"Mali","0-4","Sp","Sp pneumonia (severe)","Cases",843,631,961
"Marshall Islands","0-4","Sp","Sp pneumonia (severe)","Cases",646,484,737
"Mauritania","0-4","Sp","Sp pneumonia (severe)","Cases",637,477,727
"Micronesia, Federated States of","0-4","Sp","Sp pneumonia (severe)","Cases",646,484,737
"Mongolia","0-4","Sp","Sp pneumonia (severe)","Cases",375,281,427
"Morocco","0-4","Sp","Sp pneumonia (severe)","Cases",555,416,633
"Mozambique","0-4","Sp","Sp pneumonia (severe)","Cases",796,597,908
"Myanmar","0-4","Sp","Sp pneumonia (severe)","Cases",823,617,939
"Namibia","0-4","Sp","Sp pneumonia (severe)","Cases",703,527,802
"Nepal","0-4","Sp","Sp pneumonia (severe)","Cases",746,559,851
"Nicaragua","0-4","Sp","Sp pneumonia (severe)","Cases",477,357,544
"Niger","0-4","Sp","Sp pneumonia (severe)","Cases",862,646,983
"Nigeria","0-4","Sp","Sp pneumonia (severe)","Cases",860,645,981
"Pakistan","0-4","Sp","Sp pneumonia (severe)","Cases",830,622,947
"Palestine, State of","0-4","Sp","Sp pneumonia (severe)","Cases",418,313,477
"Papua New Guinea","0-4","Sp","Sp pneumonia (severe)","Cases",614,460,701
"Paraguay","0-4","Sp","Sp pneumonia (severe)","Cases",477,357,544
"Peru","0-4","Sp","Sp pneumonia (severe)","Cases",360,270,411
"Philippines","0-4","Sp","Sp pneumonia (severe)","Cases",832,623,948
"Moldova, Republic of","0-4","Sp","Sp pneumonia (severe)","Cases",298,223,340
"Rwanda","0-4","Sp","Sp pneumonia (severe)","Cases",441,330,503
"Samoa","0-4","Sp","Sp pneumonia (severe)","Cases",435,326,496
"Sao Tome and Principe","0-4","Sp","Sp pneumonia (severe)","Cases",595,446,678
"Senegal","0-4","Sp","Sp pneumonia (severe)","Cases",721,540,823
"Serbia","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Sierra Leone","0-4","Sp","Sp pneumonia (severe)","Cases",687,515,784
"Solomon Islands","0-4","Sp","Sp pneumonia (severe)","Cases",533,400,608
"Somalia","0-4","Sp","Sp pneumonia (severe)","Cases",1336,1001,1523
"South Africa","0-4","Sp","Sp pneumonia (severe)","Cases",672,503,766
"South Sudan","0-4","Sp","Sp pneumonia (severe)","Cases",540,404,616
"Sri Lanka","0-4","Sp","Sp pneumonia (severe)","Cases",556,417,634
"Sudan","0-4","Sp","Sp pneumonia (severe)","Cases",555,416,633
"Swaziland","0-4","Sp","Sp pneumonia (severe)","Cases",504,378,575
"Syrian Arab Republic","0-4","Sp","Sp pneumonia (severe)","Cases",418,313,477
"Tajikistan","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Thailand","0-4","Sp","Sp pneumonia (severe)","Cases",478,358,545
"Timor-Leste","0-4","Sp","Sp pneumonia (severe)","Cases",761,570,868
"Togo","0-4","Sp","Sp pneumonia (severe)","Cases",703,527,802
"Tonga","0-4","Sp","Sp pneumonia (severe)","Cases",425,319,485
"Tunisia","0-4","Sp","Sp pneumonia (severe)","Cases",418,313,477
"Turkmenistan","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Tuvalu","0-4","Sp","Sp pneumonia (severe)","Cases",425,319,485
"Uganda","0-4","Sp","Sp pneumonia (severe)","Cases",667,500,761
"Ukraine","0-4","Sp","Sp pneumonia (severe)","Cases",298,223,340
"Tanzania, United Republic of","0-4","Sp","Sp pneumonia (severe)","Cases",737,552,841
"Uzbekistan","0-4","Sp","Sp pneumonia (severe)","Cases",149,112,170
"Vanuatu","0-4","Sp","Sp pneumonia (severe)","Cases",667,500,761
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp pneumonia (severe)","Cases",362,271,413
"Viet Nam","0-4","Sp","Sp pneumonia (severe)","Cases",689,516,786
"Yemen","0-4","Sp","Sp pneumonia (severe)","Cases",555,416,633
"Zambia","0-4","Sp","Sp pneumonia (severe)","Cases",834,625,951
"Zimbabwe","0-4","Sp","Sp pneumonia (severe)","Cases",697,522,795
"Afghanistan","0-4","Sp","Sp pneumonia (severe)","Deaths",133,94,138
"Albania","0-4","Sp","Sp pneumonia (severe)","Deaths",18,13,19
"Algeria","0-4","Sp","Sp pneumonia (severe)","Deaths",22,15,22
"Angola","0-4","Sp","Sp pneumonia (severe)","Deaths",258,183,269
"Armenia","0-4","Sp","Sp pneumonia (severe)","Deaths",10,7,10
"Azerbaijan","0-4","Sp","Sp pneumonia (severe)","Deaths",34,24,36
"Bangladesh","0-4","Sp","Sp pneumonia (severe)","Deaths",33,23,34
"Belarus","0-4","Sp","Sp pneumonia (severe)","Deaths",2,1,2
"Belize","0-4","Sp","Sp pneumonia (severe)","Deaths",10,7,11
"Benin","0-4","Sp","Sp pneumonia (severe)","Deaths",135,96,141
"Bhutan","0-4","Sp","Sp pneumonia (severe)","Deaths",29,21,30
"Bolivia, Plurinational State of","0-4","Sp","Sp pneumonia (severe)","Deaths",38,27,39
"Bosnia and Herzegovina","0-4","Sp","Sp pneumonia (severe)","Deaths",1,1,1
"Burkina Faso","0-4","Sp","Sp pneumonia (severe)","Deaths",109,77,114
"Burundi","0-4","Sp","Sp pneumonia (severe)","Deaths",125,89,131
"Cabo Verde","0-4","Sp","Sp pneumonia (severe)","Deaths",24,17,25
"Cambodia","0-4","Sp","Sp pneumonia (severe)","Deaths",29,21,30
"Cameroon","0-4","Sp","Sp pneumonia (severe)","Deaths",130,92,136
"Central African Republic","0-4","Sp","Sp pneumonia (severe)","Deaths",167,118,174
"Chad","0-4","Sp","Sp pneumonia (severe)","Deaths",245,174,256
"China","0-4","Sp","Sp pneumonia (severe)","Deaths",6,5,7
"Colombia","0-4","Sp","Sp pneumonia (severe)","Deaths",15,11,16
"Comoros","0-4","Sp","Sp pneumonia (severe)","Deaths",66,47,68
"Congo","0-4","Sp","Sp pneumonia (severe)","Deaths",50,36,52
"Cote d'Ivoire","0-4","Sp","Sp pneumonia (severe)","Deaths",95,68,99
"Cuba","0-4","Sp","Sp pneumonia (severe)","Deaths",4,3,4
"Korea, Democratic People's Republic of","0-4","Sp","Sp pneumonia (severe)","Deaths",27,19,28
"Congo, the Democratic Republic of the","0-4","Sp","Sp pneumonia (severe)","Deaths",132,94,138
"Djibouti","0-4","Sp","Sp pneumonia (severe)","Deaths",63,45,66
"Ecuador","0-4","Sp","Sp pneumonia (severe)","Deaths",25,17,26
"Egypt","0-4","Sp","Sp pneumonia (severe)","Deaths",23,16,24
"El Salvador","0-4","Sp","Sp pneumonia (severe)","Deaths",20,14,21
"Eritrea","0-4","Sp","Sp pneumonia (severe)","Deaths",62,44,65
"Ethiopia","0-4","Sp","Sp pneumonia (severe)","Deaths",71,51,74
"Fiji","0-4","Sp","Sp pneumonia (severe)","Deaths",25,18,26
"Gambia","0-4","Sp","Sp pneumonia (severe)","Deaths",88,62,92
"Georgia","0-4","Sp","Sp pneumonia (severe)","Deaths",6,4,6
"Ghana","0-4","Sp","Sp pneumonia (severe)","Deaths",64,46,67
"Guatemala","0-4","Sp","Sp pneumonia (severe)","Deaths",36,26,37
"Guinea","0-4","Sp","Sp pneumonia (severe)","Deaths",112,79,116
"Guinea-Bissau","0-4","Sp","Sp pneumonia (severe)","Deaths",117,83,122
"Guyana","0-4","Sp","Sp pneumonia (severe)","Deaths",28,20,29
"Haiti","0-4","Sp","Sp pneumonia (severe)","Deaths",100,71,104
"Honduras","0-4","Sp","Sp pneumonia (severe)","Deaths",22,16,23
"India","0-4","Sp","Sp pneumonia (severe)","Deaths",44,31,46
"Indonesia","0-4","Sp","Sp pneumonia (severe)","Deaths",30,21,31
"Iran, Islamic Republic of","0-4","Sp","Sp pneumonia (severe)","Deaths",12,8,12
"Iraq","0-4","Sp","Sp pneumonia (severe)","Deaths",30,21,31
"Jamaica","0-4","Sp","Sp pneumonia (severe)","Deaths",5,4,5
"Jordan","0-4","Sp","Sp pneumonia (severe)","Deaths",11,8,11
"Kenya","0-4","Sp","Sp pneumonia (severe)","Deaths",54,38,56
"Kiribati","0-4","Sp","Sp pneumonia (severe)","Deaths",72,51,75
"Kosovo","0-4","Sp","Sp pneumonia (severe)","Deaths",18,13,19
"Kyrgyzstan","0-4","Sp","Sp pneumonia (severe)","Deaths",21,15,22
"Lao People's Democratic Republic","0-4","Sp","Sp pneumonia (severe)","Deaths",87,62,90
"Lesotho","0-4","Sp","Sp pneumonia (severe)","Deaths",121,86,126
"Liberia","0-4","Sp","Sp pneumonia (severe)","Deaths",88,63,92
"Madagascar","0-4","Sp","Sp pneumonia (severe)","Deaths",70,50,73
"Malawi","0-4","Sp","Sp pneumonia (severe)","Deaths",78,55,81
"Mali","0-4","Sp","Sp pneumonia (severe)","Deaths",133,94,139
"Marshall Islands","0-4","Sp","Sp pneumonia (severe)","Deaths",38,27,40
"Mauritania","0-4","Sp","Sp pneumonia (severe)","Deaths",110,78,115
"Micronesia, Federated States of","0-4","Sp","Sp pneumonia (severe)","Deaths",38,27,40
"Mongolia","0-4","Sp","Sp pneumonia (severe)","Deaths",24,17,25
"Morocco","0-4","Sp","Sp pneumonia (severe)","Deaths",24,17,25
"Mozambique","0-4","Sp","Sp pneumonia (severe)","Deaths",96,68,100
"Myanmar","0-4","Sp","Sp pneumonia (severe)","Deaths",49,35,51
"Namibia","0-4","Sp","Sp pneumonia (severe)","Deaths",61,44,64
"Nepal","0-4","Sp","Sp pneumonia (severe)","Deaths",29,21,31
"Nicaragua","0-4","Sp","Sp pneumonia (severe)","Deaths",35,25,37
"Niger","0-4","Sp","Sp pneumonia (severe)","Deaths",158,112,164
"Nigeria","0-4","Sp","Sp pneumonia (severe)","Deaths",145,103,151
"Pakistan","0-4","Sp","Sp pneumonia (severe)","Deaths",85,60,89
"Palestine, State of","0-4","Sp","Sp pneumonia (severe)","Deaths",6,4,6
"Papua New Guinea","0-4","Sp","Sp pneumonia (severe)","Deaths",78,56,82
"Paraguay","0-4","Sp","Sp pneumonia (severe)","Deaths",20,14,21
"Peru","0-4","Sp","Sp pneumonia (severe)","Deaths",17,12,18
"Philippines","0-4","Sp","Sp pneumonia (severe)","Deaths",32,23,34
"Moldova, Republic of","0-4","Sp","Sp pneumonia (severe)","Deaths",9,7,10
"Rwanda","0-4","Sp","Sp pneumonia (severe)","Deaths",48,34,50
"Samoa","0-4","Sp","Sp pneumonia (severe)","Deaths",10,7,10
"Sao Tome and Principe","0-4","Sp","Sp pneumonia (severe)","Deaths",62,44,65
"Senegal","0-4","Sp","Sp pneumonia (severe)","Deaths",62,44,64
"Serbia","0-4","Sp","Sp pneumonia (severe)","Deaths",2,2,2
"Sierra Leone","0-4","Sp","Sp pneumonia (severe)","Deaths",161,114,168
"Solomon Islands","0-4","Sp","Sp pneumonia (severe)","Deaths",30,21,31
"Somalia","0-4","Sp","Sp pneumonia (severe)","Deaths",232,164,242
"South Africa","0-4","Sp","Sp pneumonia (severe)","Deaths",53,37,55
"South Sudan","0-4","Sp","Sp pneumonia (severe)","Deaths",119,84,124
"Sri Lanka","0-4","Sp","Sp pneumonia (severe)","Deaths",4,3,4
"Sudan","0-4","Sp","Sp pneumonia (severe)","Deaths",100,71,105
"Swaziland","0-4","Sp","Sp pneumonia (severe)","Deaths",87,62,90
"Syrian Arab Republic","0-4","Sp","Sp pneumonia (severe)","Deaths",6,4,6
"Tajikistan","0-4","Sp","Sp pneumonia (severe)","Deaths",61,43,63
"Macedonia, the former Yugoslav Republic of","0-4","Sp","Sp pneumonia (severe)","Deaths",3,2,3
"Thailand","0-4","Sp","Sp pneumonia (severe)","Deaths",6,4,6
"Timor-Leste","0-4","Sp","Sp pneumonia (severe)","Deaths",83,59,86
"Togo","0-4","Sp","Sp pneumonia (severe)","Deaths",95,68,99
"Tonga","0-4","Sp","Sp pneumonia (severe)","Deaths",13,9,14
"Tunisia","0-4","Sp","Sp pneumonia (severe)","Deaths",7,5,8
"Turkmenistan","0-4","Sp","Sp pneumonia (severe)","Deaths",67,47,70
"Tuvalu","0-4","Sp","Sp pneumonia (severe)","Deaths",13,9,14
"Uganda","0-4","Sp","Sp pneumonia (severe)","Deaths",71,50,74
"Ukraine","0-4","Sp","Sp pneumonia (severe)","Deaths",4,2,4
"Tanzania, United Republic of","0-4","Sp","Sp pneumonia (severe)","Deaths",66,46,68
"Uzbekistan","0-4","Sp","Sp pneumonia (severe)","Deaths",42,30,43
"Vanuatu","0-4","Sp","Sp pneumonia (severe)","Deaths",25,18,26
"Venezuela, Bolivarian Republic of","0-4","Sp","Sp pneumonia (severe)","Deaths",9,6,10
"Viet Nam","0-4","Sp","Sp pneumonia (severe)","Deaths",19,13,20
"Yemen","0-4","Sp","Sp pneumonia (severe)","Deaths",47,33,49
"Zambia","0-4","Sp","Sp pneumonia (severe)","Deaths",87,62,91
"Zimbabwe","0-4","Sp","Sp pneumonia (severe)","Deaths",95,67,99
"Afghanistan","0-4","Sp","Sp pneumonia (severe)","Hosps",704,527,803
"Albania","0-4","Sp","Sp pneumonia (severe)","Hosps",113,85,129
"Algeria","0-4","Sp","Sp pneumonia (severe)","Hosps",432,324,493
"Angola","0-4","Sp","Sp pneumonia (severe)","Hosps",226,169,258
"Armenia","0-4","Sp","Sp pneumonia (severe)","Hosps",113,85,129
"Azerbaijan","0-4","Sp","Sp pneumonia (severe)","Hosps",99,74,113
"Bangladesh","0-4","Sp","Sp pneumonia (severe)","Hosps",530,397,604
"Belarus","0-4","Sp","Sp pneumonia (severe)","Hosps",279,209,318
"Belize","0-4","Sp","Sp pneumonia (severe)","Hosps",363,272,414
"Benin","0-4","Sp","Sp pneumonia (severe)","Hosps",442,331,504
"Bhutan","0-4","Sp","Sp pneumonia (severe)","Hosps",333,249,380
"Bolivia, Plurinational State of","0-4","Sp","Sp pneumonia (severe)","Hosps",177,133,202
"Bosnia and Herzegovina","0-4","Sp","Sp pneumonia (severe)","Hosps",119,89,135
"Burkina Faso","0-4","Sp","Sp pneumonia (severe)","Hosps",398,298,454
"Burundi","0-4","Sp","Sp pneumonia (severe)","Hosps",334,250,381
"Cabo Verde","0-4","Sp","Sp pneumonia (severe)","Hosps",483,362,550
"Cambodia","0-4","Sp","Sp pneumonia (severe)","Hosps",488,365,556
